dim_error_um,surface_ra_um,hardness_hv,roundness_um,threadfit_score,weight_g,machine_age_yrs,supplier,reject_recorded,reject
8.78,2.72,222.0,6.42,0.35,238.8,9.3,C,0,0
5.92,3.82,230.0,7.19,-1.206,255.5,7.4,C,0,0
2.63,2.99,257.0,5.39,-0.331,257.6,10.0,C,0,0
7.31,2.2,222.0,5.61,1.761,266.9,2.7,A,0,0
7.92,2.33,211.0,6.08,0.369,253.5,2.2,A,0,0
6.76,3.65,259.0,5.5,-0.121,261.8,4.5,A,0,0
5.25,3.19,207.0,4.37,-0.692,243.8,8.7,C,1,0
3.81,2.13,229.0,5.64,-1.058,253.9,7.5,C,0,0
7.36,3.73,235.0,5.2,-0.975,240.8,11.1,C,0,0
6.4,3.58,194.0,9.26,-0.974,241.0,3.3,A,0,0
3.91,1.69,230.0,7.12,-0.422,257.5,4.9,A,0,0
7.31,1.72,257.0,6.72,0.005,252.9,2.5,A,0,0
9.92,2.99,220.0,6.52,0.094,253.6,7.6,C,0,0
7.68,2.39,237.0,5.16,2.104,241.6,3.6,A,0,0
8.58,2.09,210.0,4.04,0.788,237.3,5.6,B,0,0
10.53,2.93,227.0,4.25,-1.108,256.9,5.6,B,0,0
9.59,2.37,212.0,4.29,0.503,251.2,7.9,C,0,0
11.94,2.77,222.0,8.11,-0.088,245.4,4.8,A,1,1
8.76,1.88,215.0,7.94,0.254,236.8,2.7,A,0,0
8.57,2.54,204.0,3.36,-0.829,234.0,4.6,A,0,0
9.83,2.03,233.0,5.4,1.167,250.6,1.1,A,0,0
9.74,3.23,232.0,6.57,-0.577,247.5,8.3,C,0,0
2.9,3.0,203.0,5.54,-0.461,251.9,4.3,A,0,0
4.92,2.19,211.0,1.44,-0.09,241.3,4.3,B,0,0
8.65,3.1,224.0,9.21,0.902,249.5,8.7,B,1,1
3.05,3.11,227.0,2.01,-0.578,252.1,9.7,C,1,0
6.79,2.19,219.0,4.12,0.034,258.4,3.5,A,0,0
9.71,3.47,218.0,5.81,-0.289,258.4,8.0,C,0,0
5.68,3.08,243.0,4.3,1.511,258.1,2.3,A,0,0
15.08,2.61,212.0,4.08,-2.294,254.5,3.5,A,1,1
7.15,3.33,230.0,3.95,2.131,248.0,7.9,B,0,0
6.24,2.83,222.0,5.19,1.011,246.4,8.2,B,0,0
8.86,2.16,223.0,6.85,0.604,252.1,3.4,A,0,0
5.55,3.17,228.0,8.52,-1.303,243.3,3.8,B,0,0
9.54,2.94,224.0,2.42,0.986,245.6,7.3,C,0,0
5.53,3.67,247.0,5.75,-0.693,243.0,8.9,C,0,0
9.36,2.67,203.0,0.63,1.262,263.7,5.9,B,0,0
6.77,2.15,249.0,3.49,0.321,244.0,2.2,A,0,0
7.24,3.23,180.0,4.9,0.69,253.5,4.0,A,0,0
8.42,2.06,219.0,8.62,-0.3,258.6,5.5,B,0,0
8.56,2.81,192.0,7.88,-0.954,243.4,2.7,B,0,0
6.18,3.36,213.0,5.82,-0.525,242.0,4.2,B,0,0
14.45,2.12,213.0,2.32,-0.178,239.2,3.0,A,1,1
12.72,3.43,238.0,3.78,-0.321,255.1,9.1,C,1,1
10.35,2.59,239.0,4.49,0.262,245.1,4.7,A,1,1
6.94,1.62,241.0,7.37,0.695,252.2,2.9,A,0,0
7.31,0.99,227.0,7.16,0.673,243.5,0.5,A,1,1
2.3,1.72,228.0,5.47,-0.007,253.3,5.5,B,0,0
6.72,3.39,217.0,6.04,0.635,246.5,2.0,A,0,0
8.77,3.2,235.0,6.64,-0.983,245.5,6.3,A,0,0
4.54,2.89,206.0,4.71,-0.075,250.1,6.5,C,0,0
2.6,3.03,219.0,2.33,-0.653,246.7,5.2,B,0,0
7.78,2.57,210.0,6.7,-0.512,238.7,4.0,A,0,0
12.76,3.83,230.0,3.89,0.453,262.0,5.8,C,1,0
11.62,3.49,217.0,9.9,0.985,246.0,5.6,A,1,1
2.97,4.28,223.0,1.58,1.827,252.4,9.5,C,0,0
8.57,3.72,178.0,6.67,-0.703,251.2,6.6,B,0,0
2.56,3.65,214.0,8.31,1.0,253.8,7.7,C,1,0
5.74,2.36,216.0,3.47,0.405,238.7,2.1,A,0,0
4.02,3.72,233.0,4.2,-0.463,241.5,6.7,B,0,0
5.0,2.85,236.0,11.9,-0.025,257.1,7.3,C,1,1
7.65,2.78,257.0,3.36,-0.806,246.8,2.7,A,1,1
2.78,2.4,231.0,5.68,-1.296,244.7,6.1,C,0,0
5.11,2.49,219.0,8.47,1.204,256.9,5.4,B,0,0
10.32,4.15,216.0,4.44,-1.381,247.9,8.9,C,0,0
2.01,1.7,234.0,11.15,-1.26,237.2,4.6,B,0,0
5.31,2.57,263.0,4.3,0.608,244.2,4.6,B,0,0
2.9,2.94,197.0,11.02,0.001,243.4,4.6,B,1,1
8.76,3.41,230.0,5.1,-1.175,251.0,8.1,C,0,0
14.44,2.49,194.0,2.48,1.221,257.7,2.7,A,1,1
4.98,3.39,200.0,4.41,-1.062,248.4,8.1,C,1,0
5.07,3.71,208.0,9.22,-0.736,246.7,13.0,C,0,0
8.65,2.12,215.0,5.81,-0.117,244.1,0.5,A,0,0
11.51,1.87,231.0,5.84,-0.018,255.0,1.6,A,0,0
9.64,2.66,229.0,5.01,-0.375,247.8,8.1,C,0,0
1.27,3.21,191.0,4.12,-0.577,259.9,5.2,A,0,0
6.93,3.91,207.0,5.93,0.151,252.0,9.8,C,1,0
4.06,1.42,214.0,7.5,-1.482,256.3,2.4,A,0,0
11.38,2.87,218.0,9.53,2.033,253.3,3.9,B,1,1
10.51,2.36,217.0,5.25,0.074,251.0,4.3,B,0,0
7.2,1.84,210.0,5.31,0.22,252.9,4.6,A,0,0
6.92,2.48,260.0,7.81,0.92,248.8,4.1,B,1,1
8.75,2.73,259.0,5.56,-0.357,242.5,2.9,B,0,0
3.7,3.04,221.0,5.58,-1.164,241.9,8.3,C,0,0
11.41,2.2,216.0,4.71,-1.302,245.2,3.5,A,1,1
8.09,2.37,237.0,9.97,-1.12,250.4,5.6,B,1,1
7.4,1.76,204.0,1.68,0.533,248.6,1.5,A,0,0
8.37,2.93,185.0,9.81,-2.234,244.5,4.4,B,1,1
11.24,2.36,228.0,6.78,0.367,260.2,1.2,A,0,0
9.95,2.18,191.0,4.58,-0.007,255.8,5.2,B,1,1
8.93,2.06,207.0,8.68,-0.069,240.2,2.7,B,1,1
11.03,2.88,234.0,6.83,0.904,250.6,8.0,B,0,0
7.62,2.24,223.0,4.56,0.363,241.5,2.9,A,0,0
11.71,3.6,243.0,5.59,-1.236,253.5,5.3,B,0,0
13.51,2.4,241.0,7.21,0.039,237.5,4.6,B,1,1
9.99,2.91,216.0,4.98,-1.335,244.5,7.4,B,0,0
11.15,2.62,225.0,6.01,-0.392,251.2,5.7,B,0,0
10.93,2.25,205.0,6.86,1.022,240.8,4.5,A,0,0
7.55,2.28,212.0,5.88,0.488,262.7,3.2,B,0,0
5.64,2.77,236.0,2.42,0.562,251.5,4.5,A,0,0
8.01,3.38,214.0,5.66,0.467,248.6,5.3,B,0,0
8.81,3.41,229.0,6.32,0.985,255.6,6.2,B,0,0
10.67,2.24,217.0,6.33,0.811,245.2,2.5,A,0,0
8.11,3.06,225.0,5.47,-1.799,250.0,5.0,A,0,0
9.31,2.75,220.0,4.79,0.324,253.1,8.7,C,0,0
9.84,3.16,238.0,4.78,-0.211,245.9,9.7,C,0,0
10.54,2.48,259.0,3.64,-0.352,264.3,2.8,B,0,0
13.47,3.8,225.0,4.66,0.064,242.0,5.7,B,0,0
6.62,3.24,234.0,2.75,0.651,256.3,9.9,C,0,0
12.02,1.78,202.0,5.63,-1.303,256.8,2.2,A,1,1
9.06,2.39,240.0,4.59,1.246,254.9,3.5,A,0,0
6.76,2.92,237.0,0.97,0.124,243.1,3.4,A,0,0
5.86,1.45,240.0,5.09,0.203,260.5,2.3,A,0,0
10.33,3.39,182.0,7.41,0.832,251.4,7.1,B,1,1
0.0,3.58,231.0,9.65,1.071,241.0,10.7,C,1,0
2.96,2.03,241.0,1.36,-1.081,247.8,4.8,B,0,0
5.86,2.36,215.0,5.74,0.212,255.0,1.8,A,0,0
0.99,2.32,237.0,2.95,-1.662,242.9,4.1,A,0,0
11.46,2.18,197.0,8.25,1.352,259.1,3.1,A,1,1
6.51,2.96,213.0,4.29,0.151,248.9,5.3,B,0,0
4.6,2.25,189.0,4.61,-0.005,255.3,4.8,A,0,0
5.98,2.15,203.0,5.85,-0.444,241.2,1.6,A,0,0
10.38,2.13,180.0,5.43,-1.672,246.7,4.0,B,0,0
10.15,4.56,234.0,1.3,1.359,241.3,9.5,C,0,0
6.94,2.31,217.0,2.83,-1.002,253.9,2.9,A,0,0
8.61,3.83,205.0,8.16,0.198,254.1,11.1,C,0,0
14.58,3.58,206.0,4.73,-0.184,247.5,6.4,B,1,1
6.86,2.31,240.0,4.38,0.582,256.3,7.9,C,0,0
7.61,2.52,265.0,10.13,-0.725,251.3,0.5,A,1,1
8.68,1.67,260.0,7.7,-1.075,248.3,2.8,A,1,1
7.7,1.34,200.0,3.67,1.239,252.6,4.2,A,0,0
12.25,3.16,231.0,2.46,0.387,243.3,7.2,C,1,1
8.84,2.23,231.0,9.95,-1.376,256.1,4.1,A,1,1
9.99,2.01,216.0,7.22,-0.863,252.1,1.9,A,0,0
6.12,1.9,246.0,3.47,0.536,251.4,1.3,A,0,0
6.79,1.3,215.0,8.94,-0.011,236.5,4.8,B,0,0
5.02,4.0,190.0,7.12,1.362,245.8,11.1,C,0,0
7.53,1.4,216.0,4.49,0.949,250.1,2.0,A,0,0
11.16,2.11,235.0,3.96,1.359,251.6,2.6,B,0,0
9.59,2.87,216.0,5.87,-0.288,254.9,3.3,A,0,0
6.84,3.18,243.0,7.22,-1.554,243.4,6.6,C,0,0
11.84,2.06,217.0,3.37,0.735,253.0,3.0,A,0,0
5.84,3.38,194.0,7.11,-1.724,243.8,5.1,B,1,1
3.6,3.21,215.0,6.35,-1.661,249.3,7.6,C,1,0
9.59,3.03,219.0,8.8,-1.437,256.9,4.5,A,0,0
7.77,2.76,176.0,1.61,0.017,252.7,4.9,A,0,0
7.64,3.4,229.0,7.26,-1.499,252.0,7.8,C,1,1
8.24,4.34,250.0,6.45,-0.835,259.8,9.3,C,1,0
6.25,3.16,203.0,7.05,0.966,252.1,5.2,A,0,0
8.52,2.5,212.0,4.24,0.004,246.8,4.1,B,0,0
8.04,3.45,251.0,7.98,1.797,246.3,9.8,C,1,1
9.3,3.33,215.0,2.27,-1.306,247.0,6.6,B,0,0
7.59,2.67,179.0,5.22,1.913,245.6,5.4,A,1,1
8.35,2.23,220.0,5.87,1.91,249.3,3.8,A,0,0
8.99,2.41,241.0,3.9,-0.084,245.8,3.5,B,0,0
8.36,4.38,225.0,2.84,-0.334,243.6,10.3,C,0,0
7.75,1.04,228.0,4.37,-1.0,255.3,2.6,B,0,0
15.86,2.45,180.0,5.59,1.677,260.6,0.8,A,1,1
5.57,3.27,213.0,9.67,-0.614,248.8,8.6,C,1,0
10.33,3.52,231.0,1.76,-1.258,237.9,9.4,C,1,0
5.31,2.41,237.0,9.09,2.621,239.3,2.2,A,1,1
7.45,4.44,185.0,5.82,0.23,258.6,10.6,C,1,1
8.33,2.74,231.0,6.2,-0.534,248.4,6.6,B,0,0
7.73,3.96,243.0,6.01,-0.492,246.2,11.4,C,1,0
7.7,2.99,227.0,5.61,-0.835,247.6,3.3,A,0,0
6.7,2.59,211.0,6.91,0.215,245.0,4.3,A,0,0
4.41,1.79,220.0,9.16,0.704,245.9,1.2,A,0,0
2.4,1.92,264.0,3.93,0.265,257.4,1.2,A,0,0
5.0,3.72,232.0,4.49,-0.375,250.7,6.6,B,0,0
8.63,2.79,205.0,7.95,0.193,240.9,9.3,C,1,1
4.48,2.01,218.0,1.1,-1.085,248.2,4.8,A,0,0
7.01,2.35,226.0,6.74,0.551,248.0,2.3,A,0,0
13.03,3.37,214.0,6.16,-0.021,244.4,9.9,C,1,1
2.39,2.68,193.0,7.34,-1.706,248.6,2.3,A,0,0
7.9,3.64,229.0,5.87,0.383,250.5,2.5,A,0,0
12.59,1.96,234.0,3.05,0.552,242.7,0.5,A,0,0
8.33,3.37,182.0,6.51,0.662,254.2,3.6,A,0,0
7.34,3.28,213.0,7.72,-0.94,248.2,5.2,B,1,1
5.79,2.51,222.0,3.8,-0.393,255.4,3.1,A,0,0
8.73,2.49,221.0,4.69,-1.968,245.2,1.2,A,0,0
8.53,2.42,206.0,4.46,-3.05,251.5,3.6,A,1,1
12.44,2.37,222.0,6.43,1.018,256.8,4.5,B,0,0
9.95,2.41,204.0,6.09,1.624,256.6,3.0,B,0,0
6.07,2.55,215.0,1.25,-0.44,248.0,5.0,B,0,0
6.52,2.89,220.0,10.48,1.404,245.8,5.1,B,1,1
7.92,2.11,215.0,5.17,0.527,242.7,4.9,A,0,0
6.39,3.02,181.0,6.13,-0.848,245.2,6.1,B,0,0
5.61,2.26,210.0,3.37,-0.226,250.2,1.7,A,0,0
8.66,2.62,215.0,5.77,0.394,244.7,3.3,A,0,0
8.06,2.4,244.0,6.59,2.053,243.8,3.4,A,0,0
10.77,2.87,244.0,7.76,0.8,252.7,5.2,B,1,1
2.39,3.66,234.0,4.74,0.94,249.2,9.4,C,1,0
7.45,1.87,188.0,9.32,0.514,250.8,3.7,B,0,0
7.07,3.22,228.0,5.27,0.451,253.6,6.3,A,0,0
7.3,1.62,196.0,4.4,-1.629,246.6,1.8,B,0,0
7.64,2.98,186.0,6.32,-1.186,242.6,3.9,B,1,1
8.03,1.6,244.0,2.16,0.89,252.8,2.7,A,0,0
1.97,3.51,200.0,4.06,0.859,243.9,7.3,C,0,0
8.41,3.14,234.0,4.43,-1.399,246.8,4.4,B,0,0
9.43,2.44,214.0,9.17,-0.962,262.0,3.8,A,0,0
5.16,2.35,229.0,8.21,-1.155,245.0,5.1,B,1,1
1.96,2.75,195.0,5.69,0.426,251.1,3.1,B,0,0
5.66,2.52,207.0,4.82,-0.087,243.5,3.2,A,0,0
10.25,4.16,244.0,4.49,1.013,252.9,6.7,C,1,0
8.14,3.42,198.0,10.11,1.393,243.3,9.0,C,1,1
6.24,2.67,215.0,1.11,-0.997,261.9,3.7,B,0,0
10.8,2.42,247.0,9.73,1.586,242.9,3.9,A,1,1
14.79,2.82,184.0,6.31,1.065,242.9,3.9,A,1,1
6.68,2.04,191.0,8.3,0.759,245.0,2.1,B,0,0
11.75,3.0,224.0,5.72,1.131,251.7,7.1,B,0,0
11.32,1.27,224.0,5.84,2.847,246.4,2.3,A,1,1
11.1,2.55,249.0,11.62,0.525,242.4,3.5,A,1,1
4.29,2.82,217.0,4.93,-0.778,250.1,3.2,B,0,0
10.71,3.19,204.0,4.28,0.5,247.5,10.1,C,0,0
9.39,3.42,205.0,7.43,-0.663,257.4,12.8,C,0,0
8.68,4.28,199.0,6.11,-0.304,249.5,9.0,C,0,0
6.84,2.46,219.0,9.57,0.053,249.0,5.6,B,0,0
3.04,1.6,216.0,6.68,0.207,243.8,2.6,A,0,0
5.11,2.84,196.0,8.15,-0.512,243.6,6.0,B,0,0
7.1,1.44,207.0,3.53,-1.523,254.8,1.6,A,0,0
3.94,3.23,251.0,5.43,-0.49,249.4,3.1,A,0,0
6.31,2.96,211.0,4.22,0.152,250.6,4.2,B,0,0
9.32,2.14,202.0,4.72,0.698,270.0,1.4,A,0,0
9.06,2.5,236.0,6.76,-1.34,251.3,3.7,A,0,0
10.1,3.13,204.0,8.55,-0.346,254.1,4.2,A,1,1
3.93,2.69,178.0,9.94,-0.008,247.6,8.2,B,1,1
13.13,3.44,217.0,9.38,1.024,253.6,9.4,C,1,1
4.8,1.98,221.0,9.07,0.342,243.3,1.3,A,0,0
8.33,2.94,221.0,6.27,0.308,263.7,2.9,A,0,0
10.27,3.59,201.0,4.93,0.153,255.8,7.1,C,1,0
7.03,2.56,197.0,4.17,0.793,253.9,5.7,B,0,0
10.32,2.45,258.0,6.2,0.28,248.4,4.3,B,1,1
5.02,1.36,195.0,4.87,0.564,247.5,0.5,A,0,0
11.46,2.4,216.0,6.63,1.018,251.0,5.0,B,0,0
11.47,2.02,219.0,2.53,-0.074,258.3,0.5,A,0,0
13.74,2.48,198.0,6.54,-0.121,245.3,3.7,B,1,1
0.0,2.24,195.0,6.39,-1.621,244.0,3.3,B,0,0
11.27,2.39,199.0,6.87,1.873,245.3,1.1,A,1,1
8.85,3.17,235.0,7.94,-1.189,251.7,9.4,C,0,0
7.35,2.17,220.0,6.73,-0.168,252.8,2.5,B,0,0
9.65,2.08,235.0,6.24,-0.26,245.6,1.9,A,0,0
15.22,2.61,249.0,8.65,-1.089,252.7,3.7,A,1,1
4.97,3.63,233.0,5.23,0.177,256.8,8.8,C,1,0
6.0,2.11,216.0,8.23,0.018,257.0,3.3,A,0,0
7.95,2.9,190.0,8.68,-0.535,250.8,4.0,A,1,1
8.09,2.49,216.0,6.02,-0.426,247.0,2.8,B,0,0
3.76,3.13,206.0,4.24,0.381,259.5,7.5,C,1,0
10.22,3.54,177.0,8.56,-0.49,255.9,9.7,C,1,1
10.49,2.88,239.0,9.4,-0.657,248.7,3.3,A,1,1
4.34,2.32,210.0,5.6,-1.522,242.0,3.7,A,0,0
9.92,3.33,226.0,2.98,-1.556,255.6,6.9,C,1,0
3.89,1.87,259.0,4.16,0.227,259.6,3.6,A,0,0
9.6,3.64,249.0,3.43,-0.673,246.0,8.8,C,0,0
5.8,3.07,229.0,1.37,0.52,259.0,6.4,A,0,0
11.66,1.79,239.0,8.87,0.377,249.8,0.6,A,1,1
3.18,3.34,224.0,5.16,1.219,233.4,1.0,A,0,0
7.85,2.46,206.0,6.99,-0.423,251.6,0.5,A,0,0
10.66,2.66,206.0,6.05,-1.299,255.3,7.1,C,1,1
7.64,2.09,191.0,4.2,1.296,261.1,1.7,A,0,0
10.02,3.32,245.0,6.27,0.846,254.7,5.9,B,0,0
9.47,1.61,186.0,5.99,0.793,252.5,3.4,A,0,0
12.31,2.68,199.0,7.89,-0.478,245.5,3.9,A,1,1
8.02,4.07,233.0,6.48,0.91,254.1,11.4,C,1,0
4.78,2.51,216.0,7.81,0.121,248.2,5.2,B,0,0
7.21,2.4,217.0,7.55,-0.428,250.5,7.3,C,0,0
6.4,4.14,203.0,7.54,0.492,243.3,11.4,C,0,0
5.44,3.15,255.0,5.44,-1.039,261.5,7.8,C,0,0
15.06,1.39,225.0,5.16,0.338,248.7,1.9,A,1,1
9.03,3.92,214.0,6.19,1.452,252.7,8.2,C,0,0
3.87,3.14,192.0,7.58,-0.288,248.3,3.2,B,0,0
12.43,3.07,210.0,3.59,0.294,250.5,10.0,C,1,1
6.99,2.13,248.0,2.11,-0.261,243.7,1.9,B,0,0
9.07,2.31,189.0,8.14,0.047,249.8,2.3,A,1,1
7.34,3.37,208.0,5.73,0.327,242.6,9.5,C,1,0
12.25,2.37,200.0,4.97,-0.661,257.0,5.5,B,0,0
3.5,1.98,243.0,5.79,0.272,262.8,2.3,A,0,0
8.75,3.16,233.0,5.5,1.975,245.6,7.5,C,0,0
7.03,1.64,215.0,6.58,-0.182,252.8,0.5,A,0,0
7.61,3.39,243.0,12.41,1.273,253.0,6.7,C,1,1
11.88,2.23,196.0,5.21,-0.929,253.0,3.6,A,0,0
6.03,2.67,225.0,10.05,-0.64,243.1,6.1,A,0,0
9.14,1.22,242.0,5.04,1.038,237.2,0.6,A,0,0
11.04,3.4,237.0,8.45,-1.262,261.1,8.7,C,1,1
7.81,2.77,238.0,5.88,0.805,249.6,6.2,B,0,0
8.95,2.85,243.0,4.19,-0.992,247.7,3.9,A,0,0
7.47,2.58,207.0,2.97,0.494,248.8,6.3,C,0,0
9.3,1.9,250.0,7.62,0.524,243.6,2.7,A,0,0
8.68,3.32,205.0,10.69,1.892,248.6,8.1,C,1,1
12.68,2.8,217.0,7.44,-1.916,243.3,7.5,B,1,1
9.5,3.95,253.0,9.9,0.123,259.7,4.7,B,1,1
6.53,3.68,228.0,4.24,1.674,250.6,10.7,C,0,0
14.11,2.97,232.0,3.09,-0.121,249.7,4.3,B,0,0
10.44,2.88,195.0,5.39,0.382,252.6,4.2,B,0,0
6.3,3.09,247.0,3.13,1.223,255.9,5.8,B,0,0
11.56,2.49,257.0,6.03,-0.448,238.2,3.9,B,1,1
8.92,1.84,209.0,10.17,0.931,262.4,3.8,A,1,1
7.43,2.83,214.0,2.62,-0.671,244.3,1.9,A,0,0
10.49,2.96,204.0,8.89,-1.518,241.1,4.1,B,1,1
6.13,2.16,224.0,4.53,-0.069,256.1,3.0,A,0,0
3.7,2.45,244.0,8.25,0.33,241.0,4.5,A,0,0
10.34,3.35,200.0,5.54,-0.114,250.9,7.1,C,0,0
5.75,2.7,242.0,6.22,-1.155,267.2,2.2,B,0,0
10.59,3.98,218.0,4.86,0.961,249.9,8.1,B,0,0
7.05,3.55,204.0,5.54,-0.067,237.5,9.4,C,0,0
8.45,3.88,208.0,4.34,0.903,251.7,8.5,C,0,0
10.45,1.58,222.0,6.9,-0.113,254.0,2.1,A,1,1
11.44,2.83,258.0,9.52,1.236,249.7,6.6,C,1,1
7.34,3.29,214.0,6.81,0.171,253.7,5.7,B,0,0
8.52,1.43,179.0,6.75,0.574,246.2,0.7,A,1,1
5.06,3.61,239.0,4.93,-0.602,255.2,9.3,C,0,0
13.39,4.27,222.0,4.94,-1.157,243.8,10.5,C,0,0
6.74,3.16,203.0,3.39,-0.366,249.1,5.0,A,0,0
8.47,2.5,244.0,5.14,-0.145,259.7,3.5,A,0,0
5.2,3.11,212.0,4.87,0.547,253.9,7.7,B,0,0
9.34,2.48,217.0,3.44,-0.852,252.7,8.9,C,0,0
12.41,2.27,233.0,4.53,0.207,260.4,4.0,A,0,0
4.86,1.59,232.0,9.81,-1.831,257.1,4.7,A,0,0
3.52,2.47,236.0,2.86,-2.412,251.1,4.8,B,0,0
9.27,2.35,210.0,5.63,0.77,248.4,3.4,B,0,0
7.81,3.56,199.0,7.14,-0.158,252.4,11.2,C,0,0
10.6,3.17,215.0,5.41,0.214,246.0,6.7,B,0,0
12.8,4.58,201.0,5.76,-1.747,250.0,11.8,C,1,1
13.63,2.72,219.0,5.98,0.381,252.0,6.9,B,0,0
7.03,2.4,211.0,2.69,-0.802,250.7,0.9,A,0,0
6.08,2.08,234.0,6.13,-0.201,243.1,4.4,B,0,0
4.89,3.13,208.0,8.31,-0.546,240.3,9.4,C,1,0
7.48,2.71,196.0,6.93,1.012,259.7,5.4,B,0,0
3.8,2.57,214.0,9.13,-0.608,253.7,4.7,B,0,0
2.42,3.48,195.0,5.62,0.134,245.7,9.4,C,1,0
5.92,2.54,241.0,10.58,0.636,251.7,4.2,B,1,1
13.63,2.27,223.0,2.97,1.333,255.4,3.8,A,0,0
5.92,3.23,234.0,10.58,0.822,256.0,6.0,B,1,1
5.86,2.25,238.0,6.46,0.388,241.9,0.5,A,0,0
8.68,2.4,207.0,4.04,-1.358,244.1,3.4,A,0,0
7.62,3.25,206.0,5.45,0.773,247.2,3.4,A,0,0
10.05,1.89,230.0,5.85,1.18,248.9,3.9,A,0,0
12.17,2.56,237.0,7.82,-0.635,246.4,9.1,C,0,0
1.43,2.31,234.0,6.14,-1.181,245.5,2.6,A,0,0
4.85,2.72,185.0,8.06,1.57,248.6,2.3,A,0,0
10.03,2.95,229.0,5.99,-1.101,239.1,4.2,A,0,0
2.9,2.53,182.0,8.95,0.368,242.6,5.0,B,0,0
9.3,2.49,226.0,2.44,1.788,246.1,2.0,A,0,0
8.74,2.09,222.0,0.69,-0.613,242.1,2.1,A,0,0
12.73,3.58,184.0,4.23,1.116,241.8,9.8,C,1,1
10.55,2.32,229.0,7.99,-0.793,247.3,3.5,A,0,0
7.23,3.5,220.0,9.42,-1.449,253.7,9.6,C,1,0
11.91,2.52,204.0,1.83,1.29,257.3,5.8,B,0,0
8.01,2.56,226.0,6.4,1.407,256.8,2.3,A,0,0
5.17,2.51,242.0,6.14,1.279,249.1,6.4,C,0,0
9.98,2.35,235.0,8.3,-1.317,239.8,3.0,A,1,1
10.23,2.71,192.0,1.19,1.295,245.9,6.9,B,1,1
4.46,3.44,208.0,3.51,-0.177,248.3,10.4,C,0,0
4.08,3.16,224.0,3.79,-1.076,243.2,3.0,B,0,0
6.16,2.0,215.0,5.57,-0.734,250.1,5.2,B,0,0
6.11,1.97,203.0,4.53,0.637,250.3,3.2,B,0,0
10.75,3.06,211.0,3.07,1.139,260.0,5.7,C,1,0
3.2,3.01,237.0,5.63,-0.265,245.8,4.2,A,0,0
8.75,2.49,221.0,6.72,-0.504,243.4,2.0,A,0,0
3.85,1.7,213.0,1.33,-0.642,245.6,1.2,A,0,0
5.81,2.95,222.0,8.37,1.746,253.3,2.6,A,0,0
6.58,3.01,235.0,9.96,0.625,234.0,6.5,B,0,0
10.12,3.14,259.0,6.07,-1.027,242.2,7.0,B,1,1
10.53,2.59,216.0,2.5,-0.283,242.0,2.4,A,0,0
10.06,2.41,239.0,4.34,-0.071,254.0,2.9,B,0,0
9.91,3.24,207.0,6.77,-0.522,251.4,5.3,B,0,0
10.58,3.02,193.0,6.66,-1.199,256.2,7.5,B,1,1
16.42,3.0,219.0,10.4,2.227,242.8,0.5,A,1,1
8.58,3.01,236.0,3.45,1.478,241.2,5.1,B,0,0
9.91,2.97,222.0,5.09,0.07,251.6,4.6,B,0,0
10.0,3.11,221.0,5.92,-1.321,251.6,4.2,A,0,0
9.12,3.94,208.0,3.05,1.244,243.9,7.1,B,0,0
6.97,1.98,224.0,5.62,-1.073,256.2,3.5,A,0,0
11.32,3.82,204.0,6.22,-2.316,256.9,7.6,C,1,1
10.45,2.29,242.0,6.83,-0.343,247.8,5.9,B,0,0
13.73,3.06,228.0,5.83,1.727,247.7,6.5,B,1,1
3.4,2.37,227.0,9.12,-0.244,253.4,5.1,B,0,0
7.73,2.33,245.0,8.91,-1.158,253.7,4.8,B,1,1
8.86,3.18,204.0,3.55,-0.757,248.3,5.8,B,0,0
8.81,3.01,227.0,4.88,0.066,251.4,7.5,C,1,0
13.65,1.36,228.0,4.94,0.069,250.3,2.2,A,0,0
6.78,2.14,197.0,5.26,0.146,251.8,3.8,B,0,0
9.06,3.55,234.0,4.75,0.609,242.5,8.8,C,0,0
10.9,2.36,221.0,2.45,-0.418,245.0,3.0,B,0,0
6.52,2.13,212.0,5.54,0.087,252.6,2.6,A,0,0
5.37,2.0,207.0,5.17,0.087,243.8,1.7,A,0,0
7.83,2.6,213.0,4.59,0.193,245.7,3.0,A,0,0
1.58,3.26,192.0,5.91,0.516,253.5,8.7,C,1,0
4.01,2.55,206.0,6.01,-0.334,245.4,2.8,B,0,0
3.98,2.17,229.0,2.76,1.812,251.2,7.5,C,0,0
2.94,3.64,234.0,9.39,1.168,246.7,11.0,C,1,0
7.79,0.9,202.0,6.91,-1.328,255.6,2.3,A,0,0
4.59,3.14,211.0,4.59,0.15,247.4,4.7,A,0,0
6.97,2.59,220.0,5.92,1.574,250.7,3.7,A,0,0
8.38,1.81,213.0,7.33,0.65,251.3,1.1,A,0,0
1.46,3.13,207.0,8.22,-0.31,258.3,6.0,B,0,0
8.65,2.98,200.0,7.36,-0.994,252.5,5.0,B,1,1
11.11,2.42,216.0,1.41,-1.051,250.5,6.2,B,0,0
10.68,3.27,209.0,4.71,1.21,244.2,5.2,B,0,0
12.33,3.39,221.0,4.0,-1.151,254.4,6.4,B,1,1
10.36,2.55,230.0,8.09,0.828,238.6,4.1,B,1,1
5.74,2.08,192.0,6.95,0.46,244.5,2.8,A,0,0
5.74,3.37,238.0,5.23,-0.489,245.2,5.3,B,0,0
2.01,2.32,195.0,4.31,-0.413,245.8,4.9,B,0,0
13.02,1.83,234.0,6.62,1.018,244.6,2.2,A,1,1
