air_temp_c,deck_temp_c,humidity_pct,traffic_count,mid_deflection_mm,strain_g1_ue,strain_g2_ue,strain_g3_ue,natural_freq_hz,accel_rms_mg,bearing_disp_mm,pier_tilt_urad,regime,event
27.715,29.756,49.575,155.943,7.035,88.198,80.506,83.512,2.561,2.609,8.509,9.631,summer_offpeak,0
2.445,4.332,69.841,144.6,3.069,41.404,33.871,39.407,2.624,5.425,-2.231,-5.179,winter_offpeak,0
6.157,7.244,58.637,1.962,2.318,39.498,35.376,25.686,2.634,3.311,-0.061,-1.612,winter_offpeak,0
31.044,34.791,56.258,557.06,12.09,118.334,117.16,101.08,2.516,14.329,11.317,6.841,summer_peak,0
9.971,10.638,63.922,542.69,8.122,85.816,76.336,67.177,2.611,13.105,0.634,-3.24,winter_peak,0
6.582,9.617,55.844,130.845,3.465,58.424,48.841,37.312,2.635,2.544,0.658,-2.179,winter_offpeak,0
28.176,29.696,48.669,219.32,7.689,86.13,82.818,63.128,2.57,6.746,9.153,7.036,summer_offpeak,0
29.816,30.93,53.801,0.0,6.32,84.541,62.672,65.742,2.596,3.633,9.548,9.872,summer_offpeak,0
12.712,16.844,66.412,443.605,7.739,87.44,71.823,73.058,2.605,9.717,4.764,0.743,winter_peak,0
3.619,9.014,70.736,582.796,8.382,80.62,79.749,61.853,2.624,13.511,-0.185,-2.06,winter_peak,0
26.32,30.935,41.418,118.707,6.96,84.261,79.184,84.167,2.562,3.944,9.74,3.455,summer_offpeak,0
28.19,31.023,49.023,239.351,8.2,102.6,89.68,76.987,2.556,7.249,9.778,0.437,summer_offpeak,0
3.23,4.67,70.338,122.907,2.699,45.892,41.983,33.929,2.653,5.846,-1.99,-0.817,winter_offpeak,0
8.042,11.408,47.925,441.614,7.308,78.343,66.651,75.349,2.671,9.817,1.656,-1.398,winter_peak,0
27.662,33.785,48.493,144.472,7.881,88.279,85.999,77.637,2.545,6.545,10.773,6.967,summer_offpeak,0
34.397,38.607,39.083,750.172,15.166,136.619,126.823,117.116,2.514,16.284,12.433,7.67,summer_peak,0
26.637,28.644,60.034,167.957,6.846,84.844,90.383,87.437,2.581,5.859,9.055,-0.102,summer_offpeak,0
35.924,39.596,37.621,593.903,12.774,126.346,127.411,117.8,2.529,13.387,12.841,5.962,summer_peak,0
9.907,10.936,67.306,485.057,6.897,74.105,65.234,69.057,2.611,11.677,1.133,-0.554,winter_peak,0
3.347,6.191,67.634,71.226,2.03,43.174,32.372,35.165,2.636,2.656,-1.975,-2.369,winter_offpeak,0
1.383,1.491,67.884,139.746,1.873,41.985,46.179,36.193,2.67,4.7,-3.437,-11.012,winter_offpeak,0
28.302,31.727,49.476,120.421,7.304,85.811,76.07,66.009,2.578,5.867,11.845,6.879,summer_offpeak,0
2.487,6.924,71.234,12.366,2.098,37.729,37.175,36.159,2.669,1.036,-0.293,-3.302,winter_offpeak,0
32.18,34.404,55.802,596.413,12.879,123.589,116.065,98.172,2.536,14.148,12.061,7.476,summer_peak,0
31.709,36.574,52.011,599.054,13.344,127.927,122.301,118.473,2.52,15.493,12.809,3.845,summer_peak,0
3.768,7.251,70.839,18.695,1.854,48.41,34.7,36.486,2.657,2.594,-1.109,-7.114,winter_offpeak,0
4.764,6.873,55.923,131.577,2.896,48.844,47.264,34.992,2.633,3.651,-0.629,-1.308,winter_offpeak,0
7.408,13.489,67.477,0.0,2.724,56.92,49.31,45.9,2.636,1.667,2.085,4.584,winter_offpeak,0
2.475,6.365,70.042,54.197,2.05,45.141,40.439,32.103,2.631,2.417,-1.084,-4.854,winter_offpeak,0
8.128,12.454,62.271,35.821,2.821,43.815,46.321,40.606,2.637,4.277,1.591,0.147,winter_offpeak,0
3.631,6.602,67.532,170.741,3.505,45.931,45.314,35.062,2.656,7.241,-0.842,-1.522,winter_offpeak,0
26.082,27.429,67.568,55.923,6.283,84.306,61.297,55.781,2.576,2.998,8.122,8.392,summer_offpeak,0
29.369,33.229,57.99,82.97,7.442,85.638,85.052,76.203,2.559,4.255,11.4,0.159,summer_offpeak,0
33.384,39.172,45.455,567.44,12.777,130.761,121.751,107.619,2.514,13.98,13.765,11.686,summer_peak,0
34.526,37.788,47.548,751.573,14.91,144.68,139.697,111.805,2.49,16.369,13.479,6.085,summer_peak,0
31.527,33.96,52.663,562.66,12.509,123.935,101.06,104.64,2.49,12.815,10.044,7.102,summer_peak,0
6.237,10.193,61.525,73.029,3.265,39.847,46.874,41.963,2.634,4.818,1.196,-2.753,winter_offpeak,0
32.571,35.286,48.774,563.773,12.55,125.298,113.155,108.519,2.528,12.272,10.799,3.918,summer_peak,0
8.03,11.722,66.081,607.24,9.003,88.433,83.73,68.568,2.619,13.169,1.293,-3.413,winter_peak,0
3.6,4.817,69.339,106.014,2.296,36.921,46.246,35.752,2.642,4.243,-2.333,-8.344,winter_offpeak,0
10.6,12.628,58.677,474.617,7.515,82.501,79.779,59.494,2.601,13.349,2.318,4.846,winter_peak,0
31.808,35.813,49.188,544.459,12.633,124.28,108.642,102.568,2.511,13.098,11.467,11.514,summer_peak,0
33.347,36.417,50.479,658.829,13.701,133.718,119.418,112.727,2.524,15.655,11.428,9.765,summer_peak,0
33.476,36.172,49.78,662.588,12.722,129.464,122.227,115.422,2.51,12.021,11.825,9.253,summer_peak,0
5.817,10.335,57.864,99.955,3.261,45.183,44.944,44.336,2.622,2.906,1.073,-3.2,winter_offpeak,0
30.499,33.655,57.842,81.559,6.456,82.716,89.825,78.306,2.528,1.589,11.096,2.227,summer_offpeak,0
31.049,33.908,46.05,592.571,14.719,170.161,115.255,73.803,2.41,14.735,10.157,8.057,summer_peak,1
10.79,13.546,55.551,542.695,8.169,88.793,74.845,74.561,2.617,12.14,2.934,0.957,winter_peak,0
32.816,34.162,42.467,617.48,12.683,126.218,116.973,111.813,2.521,14.543,11.897,7.785,summer_peak,0
32.103,31.223,48.044,533.67,11.622,117.779,109.624,103.144,2.569,14.804,10.235,1.142,summer_peak,0
8.229,12.344,68.792,151.962,4.689,60.613,58.028,39.267,2.605,5.809,1.505,0.484,winter_offpeak,0
5.179,7.241,65.299,50.296,2.524,42.318,38.07,38.066,2.65,4.77,-0.904,-4.012,winter_offpeak,0
4.806,8.374,59.422,68.514,2.764,47.519,47.163,36.08,2.63,5.31,-0.66,-5.364,winter_offpeak,0
7.339,9.343,72.479,457.613,6.793,79.889,80.614,62.509,2.64,10.685,0.055,-1.192,winter_peak,0
6.442,9.65,69.237,101.854,3.657,49.706,36.366,41.438,2.642,3.187,1.185,-2.686,winter_offpeak,0
9.738,13.717,54.867,605.257,9.045,92.633,82.8,80.191,2.6,15.09,1.96,1.213,winter_peak,0
3.366,3.914,62.383,50.28,1.991,36.554,38.007,31.12,2.683,4.268,-3.662,-5.056,winter_offpeak,0
5.653,11.017,68.182,58.239,2.919,46.255,45.193,43.978,2.639,1.905,2.221,-2.852,winter_offpeak,0
7.066,8.565,66.528,158.642,3.393,48.675,47.607,42.509,2.617,8.072,-0.374,2.906,winter_offpeak,0
27.555,30.806,53.168,53.853,6.645,87.18,78.086,67.673,2.56,3.671,9.598,7.476,summer_offpeak,0
29.683,30.075,57.11,67.226,6.276,79.244,74.223,69.829,2.558,2.41,10.903,2.283,summer_offpeak,0
8.353,10.923,61.45,0.0,2.554,40.455,46.343,45.739,2.625,2.9,0.111,-2.61,winter_offpeak,0
33.669,36.194,40.439,591.682,12.535,124.89,125.273,107.026,2.55,13.497,12.581,4.103,summer_peak,0
24.204,26.646,48.541,87.696,6.056,71.75,67.762,67.09,2.577,6.003,7.034,3.934,summer_offpeak,0
5.153,7.4,64.15,561.36,7.361,82.056,63.126,66.598,2.617,13.235,-1.989,-3.269,winter_peak,0
5.182,7.707,71.79,97.618,3.117,46.293,45.501,38.383,2.631,4.904,-0.632,-3.583,winter_offpeak,0
26.572,28.232,48.101,158.028,7.02,81.051,70.736,67.87,2.554,3.576,8.541,3.375,summer_offpeak,0
5.135,8.661,75.277,143.651,3.83,47.946,41.779,40.114,2.625,3.801,-0.027,-6.053,winter_offpeak,0
28.809,31.783,53.113,113.369,7.23,89.333,80.474,83.139,2.536,6.059,10.963,0.257,summer_offpeak,0
33.214,35.197,47.859,595.861,12.889,119.405,116.895,99.354,2.554,15.546,12.699,8.221,summer_peak,0
32.251,35.932,52.317,619.691,13.027,129.09,122.461,114.027,2.514,14.735,11.801,3.796,summer_peak,0
5.102,8.774,55.174,541.154,6.729,72.334,70.221,66.497,2.642,11.516,-0.111,-3.226,winter_peak,0
5.605,7.83,75.252,152.647,4.116,47.797,46.769,38.815,2.663,4.97,-0.989,-8.472,winter_offpeak,0
33.511,36.545,58.913,561.617,12.238,123.032,121.438,104.774,2.523,14.185,12.312,7.726,summer_peak,0
31.055,33.588,48.106,629.041,12.547,128.047,110.979,109.546,2.535,14.387,10.257,1.365,summer_peak,0
8.474,11.599,65.666,182.976,3.661,56.231,53.575,53.266,2.622,5.294,0.538,2.137,winter_offpeak,0
28.749,30.968,61.194,93.839,7.993,81.609,81.557,72.478,2.551,4.21,9.766,7.296,summer_offpeak,0
33.125,35.19,48.096,623.407,12.466,111.642,116.019,111.254,2.499,15.778,11.617,7.421,summer_peak,0
31.782,36.052,50.157,529.568,12.194,125.996,115.107,100.37,2.527,13.102,12.413,12.189,summer_peak,0
7.964,9.824,71.762,527.092,7.233,76.418,75.83,57.354,2.623,12.085,1.452,1.208,winter_peak,0
4.888,6.361,62.681,52.498,2.341,39.961,43.171,27.853,2.644,3.591,-1.875,-2.507,winter_offpeak,0
28.36,32.799,42.452,207.997,8.041,93.812,85.933,81.769,2.532,5.351,50.985,2.448,summer_offpeak,1
9.3,11.671,68.649,596.643,8.426,81.749,82.27,67.72,2.602,14.325,0.181,-0.389,winter_peak,0
31.871,34.666,42.275,652.739,13.551,120.82,120.14,112.04,2.532,16.511,12.175,7.17,summer_peak,0
2.362,7.282,81.275,43.297,1.591,34.26,47.35,33.241,2.638,2.371,-1.332,-2.221,winter_offpeak,0
3.673,6.241,57.592,51.135,1.992,42.618,39.294,35.312,2.635,4.411,-0.809,-3.192,winter_offpeak,0
5.815,9.52,64.814,404.854,5.604,72.567,65.28,61.523,2.636,11.448,0.12,-0.073,winter_peak,0
3.091,5.725,71.546,11.327,1.182,38.094,30.442,33.631,2.648,0.812,-2.483,-4.615,winter_offpeak,0
1.042,2.092,65.541,77.75,2.023,27.341,30.416,30.783,2.635,1.993,-2.235,-3.949,winter_offpeak,0
7.537,10.209,64.444,438.113,7.194,69.963,76.67,65.457,2.632,12.172,0.461,-6.895,winter_peak,0
25.705,27.902,49.994,71.662,6.029,86.725,61.078,68.3,2.585,3.762,8.815,2.21,summer_offpeak,0
2.282,3.826,70.218,229.754,2.674,52.966,46.998,40.257,2.681,3.938,-2.833,-8.034,winter_offpeak,0
36.639,37.409,50.865,590.807,13.27,129.747,115.075,106.791,2.501,14.96,13.539,5.882,summer_peak,0
5.501,8.076,63.534,104.585,3.057,46.409,40.872,39.682,2.654,4.518,-0.2,-3.134,winter_offpeak,0
5.0,9.664,68.408,74.694,2.744,45.336,46.3,36.954,2.633,3.166,-0.106,-9.221,winter_offpeak,0
2.922,5.953,62.839,134.715,2.651,46.134,40.862,42.977,2.649,4.145,-1.82,-5.83,winter_offpeak,0
8.647,12.462,66.667,526.634,8.184,80.026,80.455,80.259,2.597,9.778,1.735,-0.925,winter_peak,0
28.064,29.891,46.862,616.241,12.234,116.627,112.549,95.762,2.563,16.172,9.24,-1.424,summer_peak,0
9.517,10.438,75.023,438.207,6.289,77.783,71.473,63.933,2.602,10.888,0.858,-1.634,winter_peak,0
28.24,31.46,48.456,106.0,7.524,85.385,69.881,76.204,2.547,3.988,10.118,7.211,summer_offpeak,0
26.937,30.009,62.584,162.801,7.034,91.199,79.762,76.007,2.554,5.565,8.811,1.172,summer_offpeak,0
26.906,30.358,52.588,280.025,8.465,90.516,90.046,83.562,2.547,7.374,9.595,5.095,summer_offpeak,0
3.264,9.377,75.314,136.168,3.722,56.573,50.117,49.351,2.642,1.647,-0.027,-7.82,winter_offpeak,0
5.851,7.423,68.546,410.001,6.321,70.963,62.872,56.687,2.648,9.934,-0.724,-1.629,winter_peak,0
4.633,4.26,63.566,118.354,2.142,33.041,37.922,34.476,2.638,4.358,-3.693,-5.939,winter_offpeak,0
28.472,30.511,58.506,0.0,5.889,78.804,72.856,63.936,2.564,1.275,9.345,-2.062,summer_offpeak,0
30.235,31.879,43.951,91.432,6.947,88.142,81.141,74.29,2.552,0.739,9.915,6.455,summer_offpeak,0
27.325,31.95,47.874,111.132,7.013,92.219,68.019,73.777,2.526,2.484,9.148,7.379,summer_offpeak,0
33.552,39.738,55.289,705.235,14.925,140.539,130.88,119.703,2.516,17.5,13.596,9.455,summer_peak,0
32.446,33.875,53.201,502.134,11.968,117.358,108.226,98.968,2.534,13.058,12.246,5.083,summer_peak,0
30.459,32.664,42.975,671.405,13.215,130.254,117.188,101.093,2.509,14.501,10.429,3.947,summer_peak,0
33.681,38.636,45.808,548.056,12.536,132.714,112.793,116.008,2.492,14.534,12.12,8.263,summer_peak,0
4.899,8.277,65.484,13.184,1.63,43.192,47.955,30.252,2.617,2.367,-0.941,-4.726,winter_offpeak,0
35.888,40.746,49.165,686.218,14.931,145.552,139.276,111.074,2.491,15.024,14.397,5.329,summer_peak,0
11.951,14.853,63.953,589.138,8.789,98.028,82.962,77.159,2.633,14.793,3.55,0.661,winter_peak,0
7.546,9.987,62.807,117.76,3.465,53.652,49.715,41.262,2.632,3.496,1.024,-3.182,winter_offpeak,0
28.7,32.689,50.892,48.947,6.627,91.022,72.545,67.325,2.546,3.45,11.508,4.861,summer_offpeak,0
5.426,6.669,65.125,613.514,8.001,86.343,73.805,63.554,2.643,14.773,-1.972,0.9,winter_peak,0
25.199,31.108,59.603,84.338,6.657,86.149,76.275,74.007,2.545,3.249,10.78,6.05,summer_offpeak,0
7.126,10.474,70.822,584.679,7.958,82.454,75.158,72.291,2.623,14.318,-0.074,3.698,winter_peak,0
11.462,14.931,69.639,437.576,7.26,84.616,71.126,67.689,2.616,10.926,3.72,-0.719,winter_peak,0
26.736,27.846,46.831,160.126,7.167,85.424,72.848,78.04,2.564,6.094,7.787,3.318,summer_offpeak,0
28.49,30.681,46.864,192.169,7.876,85.874,78.152,71.602,2.548,7.325,9.974,9.103,summer_offpeak,0
29.817,33.194,59.901,556.094,12.104,119.169,105.886,112.16,2.535,13.547,12.56,8.413,summer_peak,0
3.581,7.3,68.793,134.543,2.989,45.687,46.235,37.311,2.631,3.309,0.789,-5.608,winter_offpeak,0
34.374,35.392,46.19,705.61,13.658,131.555,118.782,116.518,2.53,18.496,11.381,7.847,summer_peak,0
2.36,2.75,72.686,125.995,2.372,44.118,29.346,24.639,2.651,5.642,-3.252,-1.895,winter_offpeak,0
3.864,8.62,63.511,103.401,2.313,50.695,40.275,41.047,2.641,4.215,-0.178,-5.97,winter_offpeak,0
28.571,33.372,51.437,134.106,7.657,88.779,79.272,73.975,2.561,5.911,10.739,4.191,summer_offpeak,0
8.447,11.457,58.947,54.263,2.638,46.92,45.132,43.046,2.62,3.629,2.348,0.088,winter_offpeak,0
27.709,30.677,51.782,0.0,6.985,116.979,65.753,36.658,2.388,3.279,9.004,3.399,summer_offpeak,1
8.488,10.854,55.788,431.154,7.368,82.532,66.798,63.803,2.622,9.98,1.393,-1.825,winter_peak,0
26.425,28.061,57.097,99.393,5.686,81.901,73.014,71.879,2.571,3.475,8.345,2.338,summer_offpeak,0
7.024,10.925,66.911,73.605,3.082,41.946,49.203,36.228,2.617,4.526,-0.073,-2.801,winter_offpeak,0
30.611,33.698,44.581,646.828,12.525,124.038,108.573,109.869,2.524,16.164,11.109,1.811,summer_peak,0
37.9,42.298,51.564,592.654,13.488,141.957,118.281,124.984,2.531,13.751,12.927,9.875,summer_peak,0
9.173,10.504,68.651,577.936,8.521,86.86,77.851,72.648,2.64,13.427,1.335,-2.101,winter_peak,0
6.842,9.459,63.398,561.705,7.681,82.189,76.054,68.479,2.625,11.192,0.07,-3.035,winter_peak,0
7.386,9.609,67.752,16.275,2.396,54.777,45.396,33.963,2.648,0.431,1.401,-1.216,winter_offpeak,0
8.209,13.12,62.81,530.951,8.013,87.362,71.686,69.817,2.619,13.014,2.374,-2.767,winter_peak,0
28.213,29.915,47.13,62.775,6.793,87.679,61.993,68.71,2.557,5.091,8.358,6.669,summer_offpeak,0
31.333,36.002,53.199,658.159,13.864,132.015,115.079,110.169,2.488,16.064,11.727,9.153,summer_peak,0
10.977,16.175,78.885,69.265,4.196,48.197,42.859,53.245,2.614,3.509,4.521,-1.565,winter_offpeak,0
30.029,33.664,50.794,76.213,7.069,88.063,75.907,71.028,2.534,3.639,11.847,9.277,summer_offpeak,0
5.47,7.134,61.836,121.8,2.508,52.269,38.028,30.527,2.655,5.366,-0.458,-1.354,winter_offpeak,0
8.158,11.672,77.974,63.243,3.012,50.309,41.136,41.37,2.626,4.669,1.541,-4.217,winter_offpeak,0
12.562,17.288,62.9,591.151,9.818,90.727,85.613,75.112,2.6,12.353,4.161,2.653,winter_peak,0
35.442,40.58,42.84,566.29,13.395,142.117,115.001,119.754,2.472,12.707,14.018,9.965,summer_peak,0
27.811,31.016,53.667,120.385,6.776,85.307,77.393,72.222,2.562,2.781,10.853,1.7,summer_offpeak,0
28.496,31.064,54.788,110.811,6.797,79.466,90.627,73.949,2.571,1.467,10.037,1.898,summer_offpeak,0
25.984,26.859,57.23,190.528,7.048,83.594,81.595,72.215,2.556,6.488,7.377,-4.766,summer_offpeak,0
26.886,31.978,60.875,243.719,8.469,97.588,90.661,86.148,2.557,7.7,9.877,4.316,summer_offpeak,0
35.807,37.779,51.15,484.068,12.054,119.366,100.436,104.27,2.507,11.971,13.207,8.812,summer_peak,0
3.566,5.17,66.888,63.561,1.79,42.044,30.903,34.587,2.68,3.953,-1.684,-1.887,winter_offpeak,0
5.361,8.467,73.776,121.622,3.103,47.32,41.402,43.57,2.667,3.261,-0.303,-1.255,winter_offpeak,0
30.595,31.59,51.446,547.199,11.609,108.699,108.364,97.644,2.56,16.351,10.673,5.339,summer_peak,0
26.927,29.796,62.208,80.525,6.151,91.219,68.137,67.868,2.559,1.741,8.868,2.514,summer_offpeak,0
24.204,26.773,55.074,54.306,6.012,60.479,72.93,63.955,2.564,1.741,8.549,1.291,summer_offpeak,0
10.67,16.579,68.034,94.41,4.397,64.18,52.06,51.852,2.631,2.869,3.512,-0.811,winter_offpeak,0
24.021,26.498,63.077,116.579,6.492,80.095,80.929,69.683,2.588,3.205,6.477,4.302,summer_offpeak,0
33.023,38.863,43.999,560.907,12.777,125.929,123.177,117.525,2.5,12.059,13.664,6.597,summer_peak,0
8.16,11.204,65.678,102.439,3.822,46.118,33.986,40.097,2.641,4.301,0.568,-2.85,winter_offpeak,0
32.538,36.75,48.603,642.851,13.92,144.901,123.786,106.384,2.52,12.083,12.884,1.901,summer_peak,0
3.869,9.42,66.408,123.071,3.06,49.105,47.261,54.901,2.634,6.729,0.509,-5.244,winter_offpeak,0
33.782,35.913,53.846,602.122,13.003,132.768,111.336,106.921,2.493,12.736,12.049,6.195,summer_peak,0
4.988,9.388,63.203,42.67,2.559,50.243,42.852,29.279,2.625,3.407,0.634,-3.875,winter_offpeak,0
6.629,8.113,64.4,71.681,2.351,48.846,38.324,35.415,2.637,3.883,-0.937,-5.401,winter_offpeak,0
29.334,32.908,46.387,142.355,6.965,98.567,80.454,65.14,2.556,4.297,10.708,3.839,summer_offpeak,0
27.34,30.253,59.092,115.269,6.921,80.147,73.924,77.622,2.569,3.542,7.988,5.436,summer_offpeak,0
3.546,5.887,60.132,21.894,2.027,49.503,28.306,35.266,2.664,2.96,-2.302,-3.978,winter_offpeak,0
10.268,12.99,68.158,626.389,8.867,93.535,87.414,70.672,2.623,14.353,2.204,-4.748,winter_peak,0
27.536,28.234,59.999,107.828,6.679,79.777,70.077,69.184,2.566,3.76,8.959,0.092,summer_offpeak,0
5.807,9.068,66.444,73.861,2.748,49.776,44.039,44.436,2.635,4.732,1.993,-1.174,winter_offpeak,0
25.791,26.629,48.007,104.07,6.479,80.625,70.06,66.079,2.573,4.902,7.746,2.154,summer_offpeak,0
5.418,7.357,66.297,85.977,1.966,49.362,37.83,45.826,2.682,1.107,0.504,-3.999,winter_offpeak,0
26.817,29.994,50.434,0.0,6.058,69.929,63.257,67.341,2.539,1.812,9.673,1.276,summer_offpeak,0
4.692,7.071,67.535,154.948,2.931,47.786,40.246,43.948,2.662,5.145,-0.615,-1.822,winter_offpeak,0
25.959,28.072,55.826,127.9,6.46,82.893,77.574,62.541,2.546,5.316,6.72,5.333,summer_offpeak,0
26.85,29.623,53.214,70.706,6.412,80.931,76.568,65.548,2.551,2.411,9.907,2.942,summer_offpeak,0
28.201,30.709,60.522,166.746,7.803,89.562,81.049,73.714,2.546,2.68,9.511,4.932,summer_offpeak,0
3.02,3.588,70.216,86.532,2.03,42.36,30.799,38.042,2.657,3.651,-3.26,-2.578,winter_offpeak,0
4.69,8.431,66.544,536.499,6.771,79.713,71.594,70.867,2.636,12.051,-0.359,0.677,winter_peak,0
30.405,33.437,64.708,560.775,12.169,121.607,113.563,109.235,2.536,12.181,10.946,-0.355,summer_peak,0
29.572,31.482,53.714,197.095,7.925,92.129,78.404,77.505,2.55,6.491,9.629,1.66,summer_offpeak,0
6.252,9.022,67.589,54.639,2.458,53.489,45.567,28.015,2.61,3.329,0.88,-2.149,winter_offpeak,0
35.155,38.242,54.432,690.624,14.129,139.991,139.822,112.737,2.507,16.761,12.795,9.41,summer_peak,0
9.447,14.308,62.551,575.574,8.667,91.588,78.073,77.549,2.617,14.672,1.999,0.649,winter_peak,0
8.601,9.618,73.331,545.78,7.338,80.33,74.04,66.882,2.644,12.612,0.984,-1.571,winter_peak,0
5.988,9.726,70.308,455.909,6.713,69.831,65.275,50.549,2.642,10.294,0.132,-6.852,winter_peak,0
6.396,8.212,56.483,531.66,7.035,79.524,71.93,56.851,2.646,12.19,0.495,-2.915,winter_peak,0
36.013,40.509,48.915,641.63,14.211,137.776,133.683,119.638,2.49,15.337,13.586,12.069,summer_peak,0
35.269,39.412,48.12,483.058,11.889,133.977,115.743,103.713,2.531,13.458,12.388,9.239,summer_peak,0
8.072,9.324,51.653,577.481,8.365,93.274,78.126,79.275,2.65,11.87,-1.307,-5.998,winter_peak,0
24.86,26.842,52.513,143.155,6.865,82.355,76.388,69.63,2.554,5.617,8.306,0.986,summer_offpeak,0
7.082,9.817,69.478,499.125,7.269,80.065,71.761,59.836,2.638,15.697,0.133,-0.813,winter_peak,0
4.817,7.045,68.966,44.01,1.777,41.756,37.224,37.906,2.652,3.109,-1.366,-3.552,winter_offpeak,0
34.744,39.094,55.739,717.176,15.109,141.781,129.416,113.341,2.504,16.277,13.498,9.772,summer_peak,0
23.787,25.38,55.003,107.815,6.433,81.482,65.702,64.36,2.61,3.674,7.568,1.069,summer_offpeak,0
36.008,38.632,43.085,644.012,14.161,134.768,122.761,115.561,2.488,16.985,13.726,8.03,summer_peak,0
33.659,37.093,52.001,585.54,13.259,123.004,122.665,114.271,2.541,13.651,13.839,10.081,summer_peak,0
7.609,10.598,70.228,603.867,8.333,91.727,84.385,77.971,2.65,12.558,0.99,-3.775,winter_peak,0
26.948,29.348,54.968,134.479,7.027,73.56,82.584,68.19,2.538,4.74,9.982,1.139,summer_offpeak,0
30.841,31.606,44.525,635.718,12.108,118.582,118.173,106.035,2.561,14.315,10.297,9.151,summer_peak,0
2.658,5.516,77.304,61.928,1.697,46.48,41.339,30.158,2.644,3.33,-1.529,-5.739,winter_offpeak,0
27.092,28.962,53.075,106.503,6.504,93.741,64.655,68.324,2.565,5.213,8.321,8.63,summer_offpeak,0
4.897,6.89,65.626,466.164,6.634,66.897,70.921,56.989,2.651,10.761,-0.446,-6.232,winter_peak,0
32.027,31.817,48.844,105.712,7.012,82.582,74.339,66.654,2.539,3.495,11.069,2.378,summer_offpeak,0
5.101,8.523,74.044,186.994,3.855,52.069,48.044,49.445,2.631,6.3,0.058,-3.556,winter_offpeak,0
30.041,33.892,45.155,526.636,11.802,124.209,109.776,101.579,2.515,12.421,12.258,7.181,summer_peak,0
31.103,38.188,52.918,132.069,8.575,103.244,81.656,80.545,2.531,4.813,13.269,5.034,summer_offpeak,0
2.556,3.597,77.055,36.739,1.889,31.128,27.618,18.855,2.676,1.833,-1.609,-2.75,winter_offpeak,0
34.544,38.501,58.315,562.893,12.783,133.857,120.226,118.953,2.533,13.168,12.662,8.663,summer_peak,0
5.196,10.165,67.723,96.902,3.336,54.795,45.09,51.347,2.625,3.178,0.686,-6.155,winter_offpeak,0
34.731,40.756,51.342,572.019,14.082,132.493,114.144,115.336,2.526,14.231,16.066,9.024,summer_peak,0
29.054,33.19,51.437,70.16,7.075,82.018,75.028,68.752,2.534,5.405,10.852,3.549,summer_offpeak,0
5.517,7.892,64.803,560.622,7.536,81.735,268.612,61.489,2.615,12.619,-0.926,-2.317,winter_peak,1
28.718,33.807,51.046,29.977,7.535,81.562,77.953,74.658,2.552,2.838,11.281,1.368,summer_offpeak,0
7.032,11.73,75.493,138.007,3.724,54.985,51.291,41.766,2.625,4.606,0.965,-2.041,winter_offpeak,0
5.202,10.095,66.704,20.012,2.851,44.372,38.809,30.674,2.674,1.917,0.625,-0.564,winter_offpeak,0
1.977,5.133,70.142,74.112,2.146,41.946,42.1,29.668,2.651,4.623,-2.881,-8.696,winter_offpeak,0
32.278,35.845,43.181,581.504,13.145,121.763,118.358,107.54,2.531,11.077,11.678,8.177,summer_peak,0
31.34,34.558,56.547,467.106,11.607,113.85,108.201,99.436,2.554,10.678,11.235,1.608,summer_peak,0
2.239,7.145,75.23,76.51,2.685,44.593,47.578,38.501,2.645,5.986,-0.56,-5.087,winter_offpeak,0
5.453,9.842,65.18,448.285,6.236,77.586,76.347,68.477,2.601,10.96,1.199,-0.999,winter_peak,0
5.945,8.251,58.638,119.709,2.664,50.347,41.095,38.834,2.638,2.858,0.306,-3.841,winter_offpeak,0
35.323,38.404,51.091,594.699,12.545,124.187,121.493,109.176,2.487,14.941,12.945,10.682,summer_peak,0
31.413,35.742,48.499,150.528,7.927,101.866,86.307,78.447,2.538,2.977,11.789,3.576,summer_offpeak,0
29.87,32.338,56.351,0.0,6.471,78.65,76.893,68.83,2.571,3.542,11.128,6.872,summer_offpeak,0
6.215,10.322,72.832,66.568,2.743,50.022,47.875,48.082,2.657,3.582,0.011,-6.113,winter_offpeak,0
9.918,10.003,68.93,37.042,2.879,43.394,42.029,30.916,2.652,3.557,0.386,-5.832,winter_offpeak,0
4.363,5.14,67.094,121.419,2.751,52.74,41.799,35.492,2.664,4.875,-1.663,1.549,winter_offpeak,0
3.651,5.383,60.028,30.113,1.58,30.822,28.236,31.565,2.659,2.312,-0.602,-7.881,winter_offpeak,0
29.714,31.977,43.236,104.968,7.114,86.426,82.237,69.597,2.56,6.024,10.732,2.918,summer_offpeak,0
12.461,14.051,71.958,361.681,6.885,69.722,60.776,67.304,2.635,7.785,1.846,-0.772,winter_peak,0
29.862,35.046,51.094,110.157,7.848,98.89,90.128,76.694,2.548,3.346,12.291,5.412,summer_offpeak,0
29.062,33.615,59.332,228.469,8.717,97.149,88.967,82.727,2.514,7.657,10.92,-0.688,summer_offpeak,0
9.827,12.457,66.582,496.582,7.61,88.073,83.476,69.543,2.641,12.031,2.081,-2.328,winter_peak,0
4.105,6.17,58.089,119.135,2.943,52.284,37.241,45.382,2.669,4.725,-1.048,-3.409,winter_offpeak,0
8.421,10.883,65.177,475.239,7.192,80.767,79.839,66.797,2.642,11.611,0.549,-1.664,winter_peak,0
9.7,10.7,66.439,474.298,8.126,83.776,72.441,66.833,2.668,12.944,1.138,-3.451,winter_peak,0
