loan_id,age,annual_income,employment_years,credit_score,loan_amount,loan_term_months,num_existing_loans,debt_to_income,interest_rate,home_ownership,loan_purpose,region,prior_default,collection_calls,default
LN03016,30,71600.0,12.2,601,29800.0,24,1,8.9,14.57,Rent,Home,West,No,0,0
LN03017,50,42300.0,4.7,747,19600.0,12,2,29.5,11.61,Mortgage,Car,West,No,1,0
LN03018,50,65800.0,8.1,684,15500.0,24,1,28.5,12.68,Mortgage,Education,Central,Yes,0,0
LN03019,63,71500.0,4.6,634,7500.0,36,2,29.5,15.12,Rent,Education,North,No,4,1
LN03020,61,24400.0,4.6,648,29400.0,24,1,54.7,15.6,Rent,Car,Central,No,2,0
LN03021,42,53000.0,6.3,675,30000.0,12,1,38.7,15.64,Mortgage,Personal,Central,No,7,1
LN03022,46,60000.0,6.2,746,51800.0,60,0,19.1,12.64,Rent,Home,North,No,0,0
LN03023,25,73000.0,2.0,643,14500.0,36,0,34.1,16.59,Mortgage,Car,North,No,0,0
LN03024,50,91400.0,9.6,598,19500.0,48,3,20.4,15.65,Mortgage,Personal,North,No,0,0
LN03025,25,86600.0,5.8,739,40800.0,48,3,16.3,12.58,Mortgage,Personal,North,No,10,1
LN03026,33,164700.0,1.3,637,18300.0,60,0,27.9,14.71,Rent,Car,Central,No,0,0
LN03027,23,36100.0,8.7,806,23700.0,24,2,40.7,13.73,Mortgage,Business,West,No,0,0
LN03028,33,40100.0,3.7,622,16600.0,60,1,44.8,15.27,Rent,Car,North,No,0,0
LN03029,46,27300.0,13.3,710,55000.0,36,2,61.7,14.53,Mortgage,Personal,West,No,0,0
LN03030,30,74700.0,2.0,712,50600.0,24,2,26.2,11.65,Rent,Education,West,Yes,1,0
LN03031,41,31100.0,5.9,695,53900.0,60,0,66.6,14.29,Own,Car,Central,No,0,0
LN03032,25,34600.0,3.4,606,38600.0,36,0,30.7,16.45,Rent,Education,South,No,6,1
LN03033,46,76600.0,4.1,594,19100.0,36,0,46.2,16.08,Rent,Education,East,No,0,0
LN03034,51,84400.0,18.7,614,53600.0,60,1,18.9,15.67,Mortgage,Education,North,No,1,0
LN03035,41,34300.0,16.6,574,15300.0,36,1,2.0,18.14,Mortgage,Car,Central,Yes,3,1
LN03036,39,79800.0,6.6,799,40300.0,24,0,45.0,10.15,Rent,Personal,West,No,0,0
LN03037,29,78300.0,7.4,551,38300.0,24,0,32.7,18.18,Mortgage,Personal,South,No,0,0
LN03038,48,59700.0,1.5,622,19500.0,36,2,28.4,15.62,Rent,Car,East,No,0,0
LN03039,55,59700.0,4.6,608,38100.0,60,2,44.8,16.17,Rent,Education,Central,No,0,0
LN03040,37,77600.0,4.5,718,44200.0,36,1,38.1,12.84,Rent,Home,North,No,0,0
LN03041,40,129800.0,4.7,695,14100.0,60,2,24.6,14.07,Own,Business,West,No,0,0
LN03042,34,53900.0,4.0,620,6500.0,24,1,43.0,13.22,Own,Car,Central,No,0,0
LN03043,24,30200.0,3.7,579,18200.0,48,4,32.5,17.3,Rent,Home,East,No,1,0
LN03044,39,39900.0,2.1,676,38500.0,36,0,47.3,15.31,Own,Personal,Central,Yes,4,1
LN03045,21,40900.0,3.5,608,29100.0,48,0,47.5,16.49,Mortgage,Car,East,Yes,4,1
LN03046,54,56600.0,5.3,590,52900.0,36,1,31.4,15.49,Mortgage,Home,East,No,11,1
LN03047,62,60400.0,1.0,712,33000.0,24,1,29.2,12.67,Rent,Home,Central,No,7,1
LN03048,51,36900.0,5.4,667,51500.0,12,1,36.2,12.99,Rent,Home,North,No,0,0
LN03049,44,67900.0,10.6,725,20300.0,36,0,21.6,15.78,Rent,Education,South,Yes,0,0
LN03050,39,57600.0,13.9,708,17300.0,36,4,33.6,14.2,Mortgage,Personal,West,Yes,10,1
LN03051,41,43300.0,5.9,731,37800.0,48,1,43.2,13.81,Rent,Personal,North,Yes,0,0
LN03052,25,,6.9,773,44500.0,36,0,24.3,13.7,Rent,Home,South,Yes,0,0
LN03053,43,48200.0,4.3,656,26900.0,36,1,14.6,15.44,Mortgage,Home,West,No,0,0
LN03054,41,51500.0,7.4,575,15800.0,12,1,39.0,15.82,Rent,Business,North,No,0,0
LN03055,48,77900.0,5.1,715,54900.0,24,0,45.7,14.76,Rent,Home,South,Yes,1,0
LN03056,62,37500.0,5.7,609,10900.0,12,2,25.4,14.89,Rent,Education,South,No,0,0
LN03057,44,,10.0,587,61000.0,24,1,33.3,17.33,Mortgage,Business,West,No,0,0
LN03058,61,49900.0,4.7,702,14200.0,24,3,46.1,13.35,Own,Business,South,Yes,2,1
LN03059,51,64700.0,5.6,648,21900.0,60,0,26.7,15.29,Rent,Car,West,No,0,0
LN03060,33,85400.0,0.8,681,26600.0,36,2,27.0,14.23,Rent,Personal,East,No,0,0
LN03061,49,34400.0,8.6,655,46200.0,12,0,55.8,13.74,Rent,Home,South,Yes,2,1
LN03062,42,,7.6,711,61100.0,48,1,68.6,12.54,,Home,South,Yes,0,0
LN03063,48,76600.0,4.9,602,10700.0,36,3,30.9,14.39,Mortgage,Car,West,No,7,1
LN03064,49,57600.0,6.7,753,43400.0,24,1,44.6,12.73,Rent,Personal,North,No,0,0
LN03065,47,77900.0,10.7,850,20400.0,12,3,21.5,9.35,Rent,Car,East,No,1,0
LN03066,40,109600.0,6.3,653,24000.0,12,1,22.3,14.79,Rent,Car,West,No,0,0
LN03067,50,49800.0,8.2,633,41100.0,12,2,32.1,13.7,Rent,Personal,North,No,1,0
LN03068,39,23400.0,6.7,728,18200.0,24,3,39.7,13.58,Rent,Education,East,No,0,0
LN03069,34,57900.0,,850,23900.0,12,1,28.2,9.25,Rent,Personal,East,No,0,0
LN03070,43,42400.0,3.4,635,36800.0,36,2,23.9,15.04,Rent,Education,West,No,0,0
LN03071,24,63900.0,5.4,703,15600.0,48,1,24.2,13.57,Mortgage,Home,North,No,5,1
LN03072,50,53400.0,2.1,686,38300.0,36,0,36.4,12.92,,Home,North,No,0,0
LN03073,53,53100.0,12.4,628,40400.0,48,0,28.8,17.34,Own,Business,East,Yes,7,1
LN03074,41,85800.0,3.6,556,14400.0,36,2,33.5,18.38,Own,Car,West,No,8,1
LN03075,59,71200.0,16.3,579,22000.0,36,1,22.0,16.67,,Personal,Central,Yes,1,0
LN03076,53,48600.0,6.1,658,18500.0,36,0,39.6,13.82,Rent,Home,West,No,0,0
LN03077,45,43600.0,9.4,781,70000.0,60,2,31.6,11.4,Mortgage,Personal,South,No,0,0
LN03078,50,84600.0,1.0,630,30600.0,36,4,24.1,15.72,Rent,Home,West,No,6,1
LN03079,53,66800.0,7.4,636,61500.0,60,4,31.3,14.16,Mortgage,Car,East,No,9,1
LN03080,37,39800.0,4.5,670,19800.0,36,2,35.9,11.67,Own,Business,West,No,0,0
LN03081,49,29800.0,4.6,818,27400.0,12,2,24.7,9.65,Rent,Home,North,No,0,0
LN03082,51,71000.0,3.7,700,19300.0,36,0,13.3,15.02,Own,Business,South,Yes,1,0
LN03083,49,63300.0,4.2,735,34800.0,24,1,39.6,12.82,Rent,Home,West,No,0,0
LN03084,38,60800.0,2.7,719,15400.0,24,0,40.1,13.49,Rent,Car,Central,No,0,0
LN03085,58,46000.0,4.3,698,45000.0,12,1,52.5,11.39,Rent,Home,East,No,1,0
LN03086,21,172100.0,,633,37000.0,24,1,18.1,14.97,Rent,Business,Central,Yes,0,0
LN03087,38,,12.1,695,42700.0,60,3,20.7,13.62,Rent,Personal,North,Yes,5,1
LN03088,42,31900.0,5.0,750,35900.0,24,0,34.3,12.62,Mortgage,Car,North,No,0,0
LN03089,61,65800.0,11.7,692,34200.0,12,1,31.7,14.07,Rent,Education,East,No,1,0
LN03090,24,38200.0,9.8,747,13300.0,24,5,42.8,11.58,Rent,Car,Central,Yes,7,1
LN03091,28,51900.0,2.2,631,20900.0,24,1,24.4,19.03,Rent,Education,West,No,0,0
LN03092,28,115900.0,6.1,728,24000.0,60,2,43.6,12.94,Rent,Home,North,No,0,0
LN03093,38,41700.0,3.2,761,37200.0,24,2,47.8,10.86,Own,Car,Central,No,0,0
LN03094,32,51500.0,12.5,659,27900.0,36,0,21.1,13.67,Rent,Home,North,No,0,0
LN03095,28,34200.0,3.6,660,18700.0,24,1,25.8,16.18,Rent,Education,Central,Yes,0,0
LN03096,51,80800.0,7.2,641,13200.0,60,1,17.9,15.59,Rent,Business,North,No,0,0
LN03097,47,50700.0,9.7,514,38900.0,12,1,33.9,19.75,Rent,Education,North,No,1,0
LN03098,40,33800.0,13.1,659,20700.0,36,2,34.1,14.8,Mortgage,Education,South,No,0,0
LN03099,32,,5.2,789,36400.0,36,3,25.0,9.48,Rent,Personal,East,No,0,0
LN03100,37,87200.0,2.6,654,51400.0,48,0,21.5,14.01,Mortgage,Personal,East,No,2,1
LN03101,39,46500.0,6.0,682,29000.0,12,3,25.7,13.25,Rent,Personal,South,No,0,0
LN03102,66,122800.0,,657,24900.0,12,0,23.5,14.09,Rent,Education,South,No,0,0
LN03103,27,53800.0,8.9,573,21500.0,24,3,37.4,16.12,Rent,Personal,South,No,0,0
LN03104,34,,11.2,702,23600.0,48,1,29.8,14.81,Mortgage,Car,Central,No,0,0
LN03105,34,37900.0,2.1,671,17500.0,60,2,27.5,12.25,Mortgage,Business,South,No,8,1
LN03106,38,37900.0,,707,46300.0,36,0,42.4,12.71,Rent,Personal,East,Yes,0,0
LN03107,49,25000.0,4.2,605,16900.0,24,1,31.9,14.02,Mortgage,Personal,East,No,0,0
LN03108,24,31500.0,11.8,740,19400.0,60,1,29.4,13.53,Rent,Education,North,No,0,0
LN03109,28,93400.0,3.5,850,22800.0,36,1,24.2,10.6,Rent,Personal,South,No,0,0
LN03110,54,42000.0,3.7,661,20700.0,60,1,17.9,15.79,Rent,Business,South,No,0,0
LN03111,44,,8.0,850,23700.0,12,2,17.5,9.92,Own,Business,South,No,0,0
LN03112,59,84600.0,3.9,699,23800.0,48,0,16.9,13.1,Rent,Education,North,No,1,0
LN03113,32,64800.0,6.4,696,15700.0,36,1,34.0,11.94,Rent,Personal,West,No,1,0
LN03114,22,131700.0,3.2,677,30300.0,12,3,23.8,14.58,Mortgage,Home,South,No,0,0
LN03115,33,47200.0,15.6,713,20000.0,60,0,48.2,13.59,Rent,Personal,Central,Yes,1,0
LN03116,32,70200.0,3.8,676,19700.0,60,1,23.3,16.04,Rent,Education,North,No,7,1
LN03117,48,55200.0,9.9,644,20000.0,12,0,46.6,13.58,Rent,Car,South,No,0,0
LN03118,31,40200.0,6.6,701,36400.0,36,1,57.1,12.73,Mortgage,Personal,West,No,0,0
LN03119,41,68800.0,4.1,591,40400.0,24,1,22.9,15.2,Own,Home,North,No,3,1
LN03120,50,85100.0,,673,43100.0,24,1,26.0,14.01,Rent,Home,East,No,0,0
LN03121,42,144500.0,5.5,730,8300.0,24,1,30.2,12.65,Mortgage,Home,South,Yes,0,0
LN03122,37,63100.0,3.1,741,17000.0,36,1,39.5,10.73,Own,Education,North,Yes,0,0
LN03123,37,99200.0,3.0,805,54100.0,36,1,16.4,10.27,Rent,Personal,Central,No,0,0
LN03124,43,98200.0,12.5,720,33500.0,36,0,11.9,11.28,Own,Personal,North,No,0,0
LN03125,49,55300.0,11.3,692,32800.0,36,0,33.4,12.8,Rent,Personal,East,No,0,0
LN03126,28,26500.0,8.4,695,21900.0,36,2,31.7,12.35,Rent,Home,North,No,0,0
LN03127,24,57400.0,4.3,625,41900.0,60,1,25.6,16.04,Mortgage,Business,West,No,0,0
LN03128,59,45800.0,5.8,615,39400.0,24,3,36.9,13.35,Rent,Education,Central,No,5,1
LN03129,22,88500.0,2.0,610,28300.0,36,0,2.7,17.38,Mortgage,Personal,East,No,0,0
LN03130,37,83000.0,8.3,632,39700.0,24,0,31.2,13.03,Mortgage,Car,North,No,0,0
LN03131,30,30100.0,14.1,639,23000.0,36,1,12.7,15.43,Rent,Car,East,Yes,0,0
LN03132,56,62800.0,4.5,694,29500.0,12,1,22.9,13.85,Mortgage,Personal,East,No,0,0
LN03133,43,32200.0,2.8,702,31300.0,24,1,36.4,13.42,Own,Car,North,No,6,1
LN03134,57,48400.0,5.9,673,43300.0,60,1,26.2,13.01,Own,Car,Central,No,1,0
LN03135,56,41300.0,,824,17700.0,48,1,17.1,9.89,Mortgage,Personal,South,No,0,0
LN03136,32,34000.0,4.4,673,18800.0,48,1,44.3,12.94,Rent,Home,North,No,0,0
LN03137,43,53600.0,,701,17900.0,36,1,19.4,12.8,Rent,Education,East,No,0,0
LN03138,21,34700.0,7.6,682,19500.0,12,1,35.2,13.9,Own,Car,South,No,1,0
LN03139,34,33400.0,2.3,779,25000.0,36,0,23.5,13.68,Rent,Car,North,Yes,0,0
LN03140,50,55800.0,4.3,623,94900.0,60,1,62.7,15.63,Mortgage,Home,North,No,0,1
LN03141,46,58900.0,,656,21600.0,12,2,25.9,15.44,Mortgage,Education,East,No,0,0
LN03142,45,38700.0,,850,18800.0,24,1,40.7,7.92,Rent,Home,North,No,0,0
LN03143,41,137400.0,7.5,680,27100.0,36,0,21.0,14.91,Mortgage,Car,East,No,0,0
LN03144,35,83400.0,8.4,738,13900.0,48,0,25.8,12.74,Mortgage,Personal,Central,No,1,0
LN03145,49,38800.0,12.6,778,27600.0,12,0,27.5,11.53,Rent,Personal,South,Yes,0,0
LN03146,43,68500.0,2.9,671,40300.0,48,1,25.4,14.5,Own,Personal,Central,No,4,1
LN03147,41,70600.0,4.3,571,26000.0,12,0,27.6,17.69,Rent,Personal,West,No,0,0
LN03148,53,45000.0,8.2,620,41600.0,36,0,36.4,14.95,Mortgage,Personal,West,No,0,0
LN03149,36,73400.0,4.7,749,52400.0,36,1,51.2,13.06,,Education,Central,No,5,1
LN03150,63,63400.0,11.2,619,30400.0,24,0,48.4,16.25,Rent,Personal,North,No,11,1
LN03151,38,22500.0,7.2,774,29900.0,24,1,41.9,12.51,Mortgage,Education,East,No,0,0
LN03152,61,17000.0,1.7,655,25100.0,24,0,57.5,14.88,Mortgage,Car,South,No,1,0
LN03153,43,61300.0,2.9,777,31300.0,12,2,32.8,10.74,Rent,Car,North,No,0,0
LN03154,35,42900.0,1.1,643,15100.0,36,1,24.8,14.78,Mortgage,Home,East,No,0,0
LN03155,39,63200.0,2.9,656,40700.0,24,3,20.3,15.9,Rent,Car,South,No,7,1
LN03156,50,21500.0,2.4,800,12800.0,24,1,31.3,10.35,Rent,Car,North,No,0,0
LN03157,47,41300.0,13.9,604,30900.0,48,0,35.8,16.76,Rent,Personal,East,No,0,0
LN03158,49,28300.0,5.9,627,20600.0,12,2,7.1,15.46,Mortgage,Car,West,No,7,1
LN03159,44,92300.0,2.9,761,36400.0,36,2,19.8,9.35,Rent,Home,Central,No,0,0
LN03160,38,106500.0,2.3,718,20200.0,60,1,28.1,13.01,Rent,Car,Central,No,0,0
LN03161,34,41000.0,1.7,801,18600.0,36,0,35.5,11.06,Own,Car,South,No,5,1
LN03162,32,,5.5,704,13600.0,36,1,34.8,12.4,Mortgage,Personal,East,No,0,0
LN03163,38,31300.0,,751,16000.0,36,0,52.8,12.79,Rent,Personal,East,Yes,0,0
LN03164,21,55800.0,2.3,672,27200.0,60,0,21.2,14.33,Rent,Home,North,No,0,0
LN03165,44,67000.0,4.3,663,12500.0,48,1,28.3,12.54,Rent,Education,West,No,6,1
LN03166,41,61100.0,5.9,762,124300.0,12,1,50.5,13.11,Mortgage,Home,North,No,0,0
LN03167,39,76500.0,4.2,680,28800.0,24,1,19.8,14.01,Own,Home,Central,No,0,0
LN03168,30,83500.0,8.6,558,8300.0,60,0,18.4,16.86,Own,Home,Central,No,3,1
LN03169,40,86500.0,1.2,775,20900.0,36,1,28.8,10.8,Own,Personal,Central,No,2,0
LN03170,49,100200.0,13.2,641,21800.0,12,1,19.7,14.73,Mortgage,Car,East,No,1,0
LN03171,28,46800.0,12.3,625,19200.0,36,2,43.0,15.62,Rent,Car,South,No,2,0
LN03172,28,77500.0,5.8,779,15800.0,24,3,25.9,11.64,Mortgage,Home,West,No,8,1
LN03173,37,66000.0,8.5,551,66000.0,12,2,57.6,18.84,Mortgage,Education,West,No,0,0
LN03174,43,85600.0,1.0,759,76900.0,36,2,25.7,13.01,Rent,Car,Central,No,0,0
LN03175,26,57600.0,3.7,647,49300.0,36,0,40.3,13.97,Mortgage,Home,North,No,0,0
LN03176,49,68500.0,7.3,785,26600.0,48,1,2.7,10.38,Own,Personal,West,No,0,0
LN03177,21,89000.0,6.0,725,25200.0,24,1,27.5,12.17,Rent,Personal,West,No,0,0
LN03178,60,76900.0,,609,26300.0,60,2,33.3,15.47,Rent,Home,West,No,0,0
LN03179,23,89000.0,10.3,850,26400.0,60,1,42.7,11.17,Own,Personal,West,No,2,0
LN03180,27,32300.0,21.9,695,46000.0,36,1,42.1,13.07,Own,Education,East,Yes,0,0
LN03181,33,63100.0,4.3,672,32700.0,12,3,15.0,14.9,Rent,Car,East,No,5,1
LN03182,24,79200.0,4.1,850,77600.0,24,1,30.3,8.95,Rent,Car,South,No,1,0
LN03183,38,37700.0,4.5,595,27100.0,36,0,16.2,15.0,Rent,Education,East,No,0,0
LN03184,31,35000.0,4.7,659,47300.0,24,0,26.8,15.25,Own,Car,West,No,0,0
LN03185,58,,13.8,671,20000.0,24,0,32.3,13.99,Own,Business,South,No,0,0
LN03186,40,115100.0,3.8,585,25600.0,36,0,13.0,18.27,Mortgage,Personal,South,No,0,0
LN03187,51,52100.0,5.9,705,26900.0,60,0,24.5,12.93,Mortgage,Personal,East,No,0,0
LN03188,42,27500.0,2.7,801,25100.0,36,1,60.8,8.85,Mortgage,Business,West,No,0,0
LN03189,54,30100.0,4.4,771,28600.0,36,1,26.4,11.92,,Business,West,No,0,0
LN03190,46,52500.0,7.8,584,59300.0,60,2,34.0,17.83,Mortgage,Business,North,No,0,0
LN03191,24,53000.0,13.2,601,48900.0,24,1,30.7,16.55,Own,Car,West,No,1,0
LN03192,36,,5.3,646,44200.0,36,1,38.6,16.02,Mortgage,Personal,West,No,0,0
LN03193,45,25000.0,1.9,736,26800.0,12,1,41.2,14.16,Mortgage,Personal,South,No,1,0
LN03194,46,98100.0,,770,17000.0,36,0,37.4,13.09,Rent,Personal,Central,No,0,0
LN03195,21,55000.0,4.7,743,26700.0,36,1,36.0,12.5,Rent,Home,West,No,0,0
LN03196,29,40700.0,5.6,602,42600.0,24,2,26.5,16.0,Mortgage,Car,West,No,7,1
LN03197,21,88700.0,10.6,673,17300.0,48,1,37.1,13.28,Own,Car,North,No,1,0
LN03198,21,86600.0,5.8,507,23300.0,36,0,31.0,17.45,Mortgage,Education,West,No,0,0
LN03199,41,40100.0,10.1,656,30700.0,12,0,51.0,14.75,Rent,Business,East,No,8,1
LN03200,41,27700.0,10.0,657,13100.0,36,3,27.1,12.56,Rent,Education,South,No,1,0
LN03201,21,43000.0,5.3,606,24400.0,48,0,32.4,15.74,Mortgage,Personal,East,No,0,0
LN03202,25,99300.0,6.5,594,26500.0,36,0,11.4,16.3,Rent,Car,South,No,7,1
LN03203,52,77600.0,,666,26700.0,24,1,41.7,12.91,Own,Personal,South,No,0,0
LN03204,54,63900.0,8.9,681,88100.0,60,1,22.1,14.96,Own,Personal,West,Yes,6,1
LN03205,50,31700.0,10.8,700,23300.0,36,0,45.8,12.93,Mortgage,Business,South,No,0,0
LN03206,26,57000.0,2.8,687,56300.0,24,1,25.0,14.99,Rent,Personal,Central,No,7,1
LN03207,42,25900.0,7.8,643,14200.0,24,1,46.7,15.37,Mortgage,Home,Central,No,9,1
LN03208,53,53800.0,8.3,661,18600.0,24,2,28.3,13.98,Mortgage,Car,West,Yes,0,0
LN03209,39,125500.0,8.5,722,88100.0,12,0,38.9,13.72,Mortgage,Education,Central,No,7,1
LN03210,35,45500.0,,707,20300.0,48,0,25.5,12.74,Rent,Car,West,Yes,1,0
LN03211,32,40400.0,2.9,767,94400.0,48,0,56.5,12.34,Mortgage,Education,North,Yes,1,0
LN03212,44,71800.0,7.4,722,41100.0,36,0,31.6,12.14,Mortgage,Personal,West,Yes,3,1
LN03213,51,33600.0,,655,22600.0,24,0,19.3,14.27,Rent,Personal,Central,Yes,0,0
LN03214,61,56400.0,3.7,651,70100.0,60,2,40.5,12.75,Rent,Car,West,Yes,8,1
LN03215,39,28100.0,3.7,659,9600.0,24,0,31.2,15.93,Own,Business,Central,No,7,1
LN03216,41,38300.0,2.6,659,96800.0,36,4,82.1,14.97,Rent,Personal,West,No,5,1
LN03217,22,46700.0,10.0,783,22400.0,12,0,24.7,10.97,Mortgage,Education,West,No,0,0
LN03218,54,83000.0,,700,24600.0,36,0,13.6,15.13,Mortgage,Personal,West,No,0,0
LN03219,32,66300.0,11.4,749,106800.0,24,0,54.7,11.66,Rent,Business,North,No,0,0
LN03220,57,42700.0,10.4,714,18500.0,48,0,40.1,11.73,Mortgage,Car,Central,Yes,0,0
LN03221,31,,4.3,664,26700.0,36,1,30.2,14.58,Mortgage,Home,North,Yes,0,0
LN03222,39,38000.0,1.8,685,33800.0,36,2,49.8,15.12,Rent,Personal,West,No,0,0
LN03223,48,,2.6,694,23000.0,36,1,33.6,13.66,Rent,Personal,West,No,0,0
LN03224,43,116400.0,12.4,720,45400.0,36,1,24.9,13.03,Rent,Personal,Central,No,0,0
LN03225,21,90600.0,13.7,603,16800.0,48,1,20.1,18.01,Rent,Business,Central,No,1,0
LN03226,37,105300.0,5.1,691,17600.0,24,1,32.2,12.5,Rent,Business,West,No,0,0
LN03227,42,51300.0,11.0,630,13800.0,36,1,20.5,15.26,Own,Home,North,No,1,0
LN03228,70,102100.0,3.0,705,38500.0,48,0,29.9,15.16,Mortgage,Education,Central,No,0,0
LN03229,57,33300.0,7.4,739,41500.0,24,1,47.3,12.8,Own,Home,West,No,0,0
LN03230,59,94900.0,7.4,692,18500.0,24,1,32.8,14.31,Own,Business,South,No,0,0
LN03231,49,147400.0,1.7,685,56600.0,60,3,25.5,14.71,Rent,Personal,South,No,0,0
LN03232,59,58200.0,6.2,723,20400.0,36,0,38.7,12.74,Rent,Home,East,No,3,1
LN03233,42,74200.0,18.5,639,17900.0,48,0,31.6,14.49,Rent,Home,North,No,0,0
LN03234,25,41000.0,4.7,639,31100.0,60,2,39.9,15.86,Mortgage,Home,West,No,0,0
LN03235,32,79200.0,,687,24800.0,12,5,26.8,13.65,Own,Car,North,No,0,0
LN03236,46,47200.0,3.8,653,9900.0,60,1,23.5,13.22,Own,Business,North,No,0,0
LN03237,33,53500.0,1.5,617,40100.0,36,1,37.1,14.16,Rent,Car,West,No,7,1
LN03238,40,22600.0,7.6,605,25000.0,48,0,43.7,15.27,Own,Car,Central,No,0,0
LN03239,38,59400.0,4.7,727,24400.0,48,2,30.3,12.12,Own,Education,South,No,0,0
LN03240,58,54200.0,3.3,723,28100.0,60,0,26.3,13.33,Rent,Car,West,No,2,1
LN03241,21,,3.3,697,17600.0,36,1,23.2,13.17,Rent,Business,Central,Yes,0,0
LN03242,24,88300.0,17.3,821,43000.0,48,1,29.4,12.08,Rent,Home,North,No,0,0
LN03243,42,34600.0,5.3,625,23200.0,24,3,32.6,15.75,Rent,Car,North,No,6,1
LN03244,37,56200.0,8.1,650,13700.0,36,3,35.6,15.78,Own,Business,East,No,0,0
LN03245,65,58800.0,7.6,553,15700.0,24,3,33.6,16.85,Mortgage,Personal,Central,No,5,1
LN03246,52,39700.0,7.0,620,11900.0,36,1,27.5,13.9,Rent,Home,Central,No,1,0
LN03247,43,61600.0,9.7,532,15000.0,36,2,29.2,18.94,Mortgage,Home,North,No,0,0
LN03248,33,113600.0,6.9,763,15900.0,24,2,35.5,9.05,Rent,Car,West,No,0,0
LN03249,42,29800.0,12.7,739,20200.0,60,0,42.0,9.94,Rent,Car,West,No,0,0
LN03250,39,142500.0,17.3,751,53100.0,48,1,23.9,10.98,Own,Business,Central,No,0,0
LN03251,22,72700.0,1.0,678,22200.0,48,1,23.6,14.19,Own,Personal,North,No,0,0
LN03252,29,53800.0,7.1,745,38900.0,48,0,55.1,12.24,Own,Car,North,No,1,0
LN03253,47,45100.0,9.2,740,12500.0,24,2,22.4,8.33,Own,Education,East,No,0,0
LN03254,45,90500.0,9.8,759,23100.0,48,0,32.1,11.42,Mortgage,Education,North,No,2,0
LN03255,41,115100.0,7.9,529,22900.0,48,1,8.6,18.85,Rent,Personal,South,No,4,1
LN03256,61,33200.0,1.8,703,21000.0,60,1,37.2,12.36,Mortgage,Education,West,Yes,0,0
LN03257,29,129200.0,14.9,741,28300.0,36,2,17.0,10.55,Mortgage,Home,Central,No,1,0
LN03258,36,102800.0,1.1,702,50800.0,48,0,41.2,14.29,Own,Car,North,No,0,0
LN03259,50,51400.0,13.9,587,24700.0,12,2,44.7,18.28,Mortgage,Education,East,No,6,1
LN03260,55,,,811,17000.0,60,1,29.6,10.85,Rent,Car,East,No,0,0
LN03261,32,46900.0,11.2,691,22200.0,36,3,46.3,11.82,Mortgage,Education,North,No,8,1
LN03262,44,93000.0,2.3,828,28000.0,36,0,42.9,8.95,Mortgage,Personal,West,No,1,0
LN03263,37,59000.0,0.5,633,15500.0,36,1,26.0,16.11,Mortgage,Car,West,No,1,0
LN03264,29,73700.0,3.4,688,23200.0,12,1,31.5,12.69,Rent,Car,South,Yes,0,0
LN03265,41,67000.0,28.8,641,22100.0,60,0,43.6,17.05,Own,Car,North,No,0,0
LN03266,32,53500.0,5.9,657,17700.0,24,1,34.5,14.81,Mortgage,Personal,Central,No,6,1
LN03267,52,41400.0,9.3,638,35800.0,36,0,36.4,16.34,Rent,Personal,West,No,1,0
LN03268,45,70400.0,12.8,633,14500.0,48,2,40.5,13.86,Rent,Car,East,No,3,1
LN03269,38,69100.0,3.6,768,49700.0,60,1,32.9,12.78,,Personal,West,No,0,0
LN03270,55,110300.0,6.5,640,30100.0,36,3,29.5,13.68,Rent,Business,West,No,0,0
LN03271,58,81700.0,2.6,642,36700.0,60,1,39.5,13.19,Rent,Car,Central,No,1,0
LN03272,33,43000.0,2.4,663,45800.0,36,3,48.0,16.26,Own,Personal,West,No,0,0
LN03273,21,93300.0,8.8,594,50700.0,24,0,51.2,14.71,Mortgage,Education,West,No,4,1
LN03274,32,57400.0,8.0,634,18100.0,36,3,30.6,15.06,Rent,Business,South,No,6,1
LN03275,42,93700.0,,735,17800.0,24,0,24.0,12.11,Rent,Home,Central,No,0,0
LN03276,21,61000.0,,630,32000.0,24,0,45.3,13.35,Mortgage,Car,Central,Yes,6,1
LN03277,21,57700.0,2.7,764,18700.0,36,0,25.7,9.23,Mortgage,Education,East,No,1,0
LN03278,54,32700.0,5.2,738,22400.0,60,0,31.8,12.03,Own,Business,Central,No,1,0
LN03279,40,68300.0,3.0,742,28000.0,48,1,47.0,14.2,Rent,Personal,West,No,0,0
LN03280,46,49300.0,3.5,659,47800.0,24,1,45.3,12.96,Mortgage,Car,West,No,7,1
LN03281,41,84700.0,2.2,805,15600.0,12,0,33.2,10.7,Rent,Home,Central,No,0,0
LN03282,34,64300.0,9.7,584,30600.0,60,0,30.0,16.47,Mortgage,Personal,South,No,4,1
LN03283,44,41800.0,2.4,648,26900.0,24,1,37.6,12.57,Own,Personal,West,Yes,5,1
LN03284,37,100900.0,2.5,635,65600.0,60,0,44.3,13.48,Mortgage,Personal,West,No,0,0
LN03285,53,21300.0,10.9,571,60000.0,24,0,82.5,16.66,Mortgage,Home,West,Yes,10,1
LN03286,40,62500.0,5.6,701,11700.0,24,1,29.9,13.5,Rent,Business,West,No,0,0
LN03287,43,48300.0,4.8,769,44800.0,48,3,44.1,10.23,Rent,Home,Central,No,0,0
LN03288,37,95000.0,1.1,684,22800.0,12,2,16.4,12.23,Mortgage,Education,East,No,0,0
LN03289,26,79500.0,8.2,698,23900.0,36,3,31.6,11.01,Rent,Home,West,No,0,0
