machine_type,air_temp_k,process_temp_k,rot_speed_rpm,torque_nm,tool_wear_min,failure
H,299.82,309.88,1329.0,45.61,21.4,0
H,296.27,305.04,1280.0,40.79,247.7,1
L,303.45,311.02,1480.0,51.04,234.3,0
M,293.34,303.14,1425.0,51.2,27.8,0
L,299.78,307.85,1413.0,33.54,151.6,0
H,297.26,307.1,1302.0,45.43,11.8,0
L,297.62,307.62,1636.0,51.18,75.9,0
L,298.42,308.31,1344.0,22.61,224.8,1
M,297.23,307.61,1484.0,31.99,40.4,0
L,297.05,307.41,1662.0,27.95,50.8,0
L,297.01,307.54,1384.0,47.17,234.6,1
H,299.2,309.83,1480.0,18.35,73.7,1
M,297.03,307.29,1451.0,37.47,94.0,0
H,301.14,310.84,1631.0,36.34,42.8,0
L,299.85,310.36,1414.0,39.01,171.5,0
L,301.79,310.58,1712.0,31.96,68.2,0
M,295.36,305.14,1573.0,42.82,94.8,0
M,300.64,311.24,1713.0,46.52,249.8,1
L,299.15,308.7,1452.0,39.37,27.6,0
M,298.16,307.96,1622.0,37.48,146.6,0
L,301.47,309.6,1937.0,50.05,164.6,1
L,298.46,307.75,1452.0,49.91,57.6,0
M,295.98,306.86,1606.0,27.14,62.3,1
M,296.26,304.16,1193.0,35.4,128.6,0
L,296.24,306.06,1509.0,50.86,81.9,0
L,303.8,314.1,1284.0,48.2,12.2,0
M,298.07,307.07,1327.0,28.01,32.1,0
M,297.94,308.45,1429.0,66.7,37.8,1
L,296.46,306.41,1428.0,32.51,232.9,0
M,299.54,309.5,1544.0,41.28,38.8,1
M,295.58,304.63,1330.0,44.1,63.0,0
L,297.09,307.26,1588.0,38.16,132.4,0
M,299.63,309.51,1294.0,33.7,60.9,1
H,296.83,305.5,1497.0,39.76,201.6,1
L,299.31,310.65,1528.0,38.64,211.0,1
M,298.52,308.82,1615.0,57.9,120.7,0
M,298.75,308.25,1532.0,19.87,95.8,0
L,296.37,307.02,1456.0,40.45,207.1,0
H,298.23,308.8,1447.0,45.07,224.7,1
M,300.11,310.69,1439.0,49.52,16.5,0
M,296.1,304.73,1432.0,39.54,191.5,0
H,303.22,313.55,1452.0,43.87,40.0,0
H,300.48,310.06,1371.0,35.3,240.8,1
L,298.47,308.71,1504.0,41.39,173.2,0
L,297.33,307.76,1315.0,29.88,55.1,0
M,296.23,307.87,1761.0,32.31,10.8,0
L,295.81,306.65,1503.0,46.81,136.1,0
M,298.83,308.91,1649.0,23.4,136.8,0
H,296.94,308.26,1492.0,36.28,26.3,0
M,297.61,308.1,1497.0,56.7,173.0,0
L,300.9,312.2,1605.0,38.3,136.1,0
M,300.08,310.8,1471.0,35.99,142.2,0
L,299.87,310.88,1403.0,39.09,109.9,1
L,299.89,312.24,1239.0,36.0,141.1,0
L,296.33,305.71,1544.0,26.34,36.8,0
M,298.6,310.47,1731.0,35.72,89.3,0
L,296.79,305.71,1522.0,48.96,90.9,0
H,297.39,308.16,1547.0,40.2,8.4,0
L,297.0,306.38,1607.0,38.09,124.1,0
L,297.86,307.54,1478.0,36.94,47.1,0
L,299.19,309.84,1331.0,45.96,4.6,0
H,297.7,306.62,1381.0,35.98,85.0,0
L,298.31,308.24,1563.0,29.32,90.0,0
M,299.77,308.71,1520.0,15.49,192.2,0
L,297.97,307.98,1299.0,48.96,104.3,0
L,296.38,306.85,1613.0,40.26,171.4,0
H,298.51,308.79,1157.0,34.41,71.5,0
L,296.83,305.93,1222.0,25.88,89.2,1
H,298.56,307.4,1600.0,62.22,158.4,1
H,298.54,309.34,1622.0,26.14,60.8,0
L,300.91,310.04,1281.0,36.65,93.8,0
M,299.32,308.79,1631.0,59.93,203.7,1
L,294.59,302.21,1481.0,32.17,43.1,0
M,300.66,309.83,1648.0,53.4,15.5,0
H,297.29,305.42,1387.0,50.67,112.8,0
H,298.66,309.98,1723.0,26.4,187.3,0
L,297.79,307.47,1592.0,38.6,159.9,0
L,297.21,306.07,1361.0,37.27,182.7,0
M,296.45,305.42,1490.0,29.91,221.8,1
H,300.06,309.66,1469.0,38.89,83.1,0
M,295.83,307.49,1485.0,54.43,92.0,1
M,296.07,305.59,1628.0,52.55,239.3,1
H,296.98,307.64,1412.0,34.66,125.3,0
H,298.3,308.76,1370.0,20.66,194.2,0
L,297.84,307.32,1287.0,49.97,211.3,1
L,298.84,307.27,1427.0,19.26,149.2,0
L,294.17,304.33,1517.0,24.49,81.2,1
L,297.15,307.0,1502.0,39.07,69.0,0
M,297.78,308.94,1459.0,38.45,23.7,0
M,298.4,308.77,1348.0,39.5,239.4,0
M,297.94,308.48,1417.0,32.75,5.0,0
M,300.82,310.44,1269.0,52.91,77.7,1
L,296.65,306.2,1846.0,49.85,102.9,0
M,295.51,304.68,1664.0,42.8,207.5,0
M,299.26,308.89,1353.0,41.87,132.8,0
L,293.97,304.47,1301.0,36.63,81.4,0
M,295.26,304.58,1745.0,49.2,173.7,0
H,295.67,303.81,1650.0,51.06,43.6,0
L,299.08,309.52,1583.0,38.27,110.0,0
L,297.28,308.34,1768.0,30.84,76.6,0
M,297.32,308.43,1519.0,46.81,133.8,0
M,298.52,308.39,1643.0,47.07,46.6,0
M,299.31,307.43,1528.0,55.72,39.5,0
L,296.35,307.41,1340.0,41.87,133.6,0
L,299.18,308.37,1374.0,37.97,38.4,0
L,297.76,308.31,1504.0,51.99,110.0,1
H,298.2,308.12,1406.0,63.27,236.0,1
L,298.57,308.88,1371.0,46.13,199.0,1
L,296.33,305.86,1125.0,34.75,224.8,1
L,301.28,311.63,1906.0,41.83,28.3,1
H,293.62,303.32,1721.0,40.15,150.2,0
L,296.64,305.38,1472.0,40.78,244.1,1
L,299.32,309.64,1469.0,37.99,88.1,0
L,296.14,305.72,1421.0,24.91,247.7,1
H,295.56,306.42,1660.0,29.97,177.9,0
H,296.24,304.8,1537.0,35.31,102.2,0
L,298.08,306.79,1747.0,47.4,82.5,1
H,294.43,303.64,1310.0,47.79,145.8,0
M,296.67,307.55,1508.0,48.76,1.5,0
H,297.07,307.13,1540.0,20.43,225.7,1
M,299.78,309.47,1406.0,45.61,0.9,0
H,296.94,307.26,1701.0,29.55,84.5,0
M,296.75,308.39,1647.0,55.26,4.4,0
L,296.69,308.55,1663.0,27.28,135.2,0
M,294.49,304.12,1460.0,30.41,43.4,1
M,298.44,309.23,1713.0,54.32,180.1,1
H,297.52,306.15,1267.0,38.78,176.1,0
L,301.2,311.43,1752.0,13.12,34.0,0
L,299.54,309.55,1338.0,29.79,106.6,0
M,298.21,307.71,1422.0,47.84,143.0,0
L,297.91,308.78,1495.0,50.57,137.1,0
H,298.24,307.9,1496.0,36.46,223.3,0
L,300.67,310.67,1558.0,54.29,145.5,0
L,300.09,310.02,1440.0,36.13,36.9,0
L,297.62,307.97,1654.0,32.22,2.8,1
L,300.24,309.31,1409.0,42.21,157.7,0
L,294.59,304.89,1440.0,30.55,167.2,0
M,295.38,304.95,1499.0,41.72,50.9,0
L,299.3,309.91,1582.0,30.38,16.3,0
M,296.13,306.4,1650.0,37.2,105.5,0
M,297.45,306.66,1884.0,23.45,32.8,1
M,297.07,308.03,1486.0,42.86,29.6,0
L,298.92,310.32,1478.0,30.33,197.1,0
M,299.15,309.06,1688.0,26.58,93.1,1
L,295.43,306.02,1366.0,47.35,43.1,0
L,298.34,309.59,1576.0,45.13,10.5,0
H,299.68,311.37,1599.0,24.27,112.2,0
L,298.7,310.11,1481.0,45.02,170.6,0
L,295.02,304.47,1697.0,34.81,165.5,0
L,296.45,306.76,1602.0,34.08,169.0,1
H,298.75,308.76,1585.0,23.78,192.5,0
L,296.96,306.65,1409.0,43.1,22.2,0
H,301.35,311.29,1379.0,38.92,248.8,0
M,296.69,305.02,1476.0,42.51,52.8,0
M,297.47,306.8,1385.0,35.23,82.1,0
L,300.96,311.22,1694.0,33.93,93.5,0
L,294.37,304.16,1438.0,46.81,134.3,0
L,297.85,309.58,1647.0,42.88,107.8,0
L,299.11,308.26,1610.0,40.31,91.1,0
L,301.45,310.21,1522.0,40.75,96.9,0
M,296.56,305.96,1480.0,34.92,207.3,0
H,298.85,308.56,1520.0,37.12,128.8,0
L,296.26,304.29,1662.0,34.29,113.6,1
H,302.65,310.72,1634.0,34.35,245.4,1
M,295.24,304.44,1772.0,58.77,182.6,1
L,296.15,305.81,1454.0,38.88,189.4,1
H,300.41,309.86,1547.0,49.7,122.4,0
L,294.75,304.72,1766.0,47.24,184.0,1
L,297.29,307.97,1600.0,47.36,62.4,0
M,296.87,306.26,1269.0,33.29,33.5,1
L,301.0,311.23,1433.0,41.02,67.6,0
L,297.69,309.66,1595.0,28.45,41.3,0
L,303.58,313.22,1426.0,44.39,136.6,0
H,298.06,307.22,1422.0,39.43,101.0,0
L,297.15,307.2,1585.0,46.44,109.6,1
M,297.5,306.9,1523.0,48.11,1.5,0
M,298.21,306.46,1476.0,41.72,187.6,0
M,295.72,305.62,1454.0,58.71,56.2,0
H,300.22,312.99,1445.0,48.48,144.3,0
L,298.19,308.62,1709.0,29.86,22.2,1
L,297.81,307.98,1348.0,60.66,138.0,1
L,298.98,308.04,1664.0,46.54,168.7,1
L,298.63,308.24,1683.0,47.28,89.2,1
M,303.56,312.48,1472.0,47.84,223.8,0
L,296.44,307.82,1284.0,51.01,35.9,0
M,297.78,308.33,1508.0,59.08,214.6,0
M,296.16,307.23,1583.0,30.52,105.8,0
L,295.7,306.88,1523.0,38.14,74.4,0
L,303.02,313.42,1484.0,41.93,224.0,0
M,297.53,308.18,1344.0,44.79,190.2,0
L,296.6,305.06,1520.0,37.37,168.7,0
M,302.54,311.56,1754.0,39.5,249.4,1
H,300.29,308.88,1276.0,45.22,116.8,0
M,301.39,310.44,1660.0,30.95,182.4,0
L,297.03,307.8,1400.0,22.67,141.4,0
H,296.36,304.85,1644.0,14.41,150.0,0
M,296.26,305.66,1558.0,57.08,52.3,0
H,296.7,306.29,1304.0,43.32,4.4,0
H,297.12,306.2,1449.0,30.66,127.6,0
L,295.62,304.63,1664.0,31.24,47.1,1
M,296.61,307.07,1353.0,36.36,80.2,0
M,297.48,305.9,1381.0,43.09,70.7,0
L,296.49,306.07,1431.0,42.73,147.1,0
M,294.65,305.63,1570.0,19.77,137.7,1
H,294.28,303.73,1811.0,33.03,98.2,0
L,301.5,310.92,1671.0,40.43,235.8,1
M,301.31,313.46,1617.0,38.71,249.0,1
L,297.98,308.59,1497.0,59.92,172.9,1
M,297.15,306.08,1722.0,48.12,183.3,0
L,293.36,304.15,1575.0,50.27,41.7,0
L,297.29,306.74,1440.0,47.71,109.4,0
H,298.94,308.72,1501.0,45.96,159.9,0
H,299.31,308.74,1437.0,49.08,13.9,0
L,296.4,307.52,1361.0,29.28,16.6,0
M,297.27,307.31,1589.0,46.26,5.4,0
H,296.11,308.27,1535.0,44.38,177.4,0
L,294.69,305.24,1458.0,37.64,70.1,0
L,297.69,307.53,1431.0,36.66,58.2,0
L,297.27,306.29,1467.0,30.33,26.4,0
L,298.55,307.89,1771.0,26.86,247.9,1
L,299.28,309.69,1728.0,51.68,218.5,0
L,297.76,308.6,1569.0,42.34,155.0,0
L,295.5,305.59,1924.0,33.44,81.3,1
L,298.21,309.27,1301.0,29.39,213.8,1
L,299.81,309.33,1411.0,39.97,155.8,0
H,296.08,305.85,1701.0,48.22,147.5,1
L,298.4,308.36,1967.0,40.82,176.9,1
L,297.63,307.3,1293.0,24.11,67.2,0
M,299.54,309.89,1192.0,36.02,178.9,1
L,299.73,311.11,1416.0,49.57,68.6,0
M,295.09,305.1,1664.0,37.88,79.2,0
M,299.62,308.43,1431.0,48.12,194.7,0
L,297.15,306.98,1496.0,51.49,45.3,0
L,295.43,304.51,1241.0,34.37,201.2,1
M,298.72,308.42,1292.0,45.38,114.6,0
H,298.11,308.65,1491.0,32.0,164.8,0
M,295.74,305.15,1448.0,29.08,140.2,0
L,294.08,304.65,1728.0,52.99,123.3,1
M,301.26,311.59,1709.0,47.89,235.7,0
H,297.58,307.37,1515.0,41.78,27.0,0
L,297.14,306.3,1579.0,34.18,167.5,0
H,298.71,309.13,1520.0,25.81,230.4,1
M,300.46,310.53,1491.0,26.07,192.8,0
H,301.13,310.09,1297.0,39.47,146.5,0
L,298.45,308.43,1666.0,26.56,91.0,0
L,301.81,311.97,1615.0,46.13,35.9,0
H,296.85,306.18,1384.0,35.67,109.8,0
M,295.04,303.32,1831.0,28.5,196.7,0
L,297.56,307.8,1426.0,32.84,184.3,0
L,294.79,305.4,1725.0,58.16,122.0,0
M,296.5,306.63,1536.0,44.49,215.6,0
L,296.28,305.76,1577.0,36.19,49.2,0
M,300.32,312.59,1320.0,51.57,145.5,1
H,300.21,309.36,1303.0,33.2,210.1,0
L,297.84,307.78,1494.0,18.3,123.1,0
L,294.78,303.4,1168.0,50.36,116.7,1
H,296.04,305.52,1426.0,26.62,175.7,0
L,296.52,306.01,1707.0,33.83,125.5,0
M,298.61,310.02,1284.0,27.82,110.0,0
M,297.67,306.35,1446.0,45.5,83.9,0
L,294.53,305.59,1422.0,30.3,73.5,0
M,297.4,307.45,1523.0,47.22,57.1,0
L,298.63,309.59,1567.0,26.24,29.0,0
H,294.52,303.9,1469.0,40.45,111.3,0
M,299.16,309.56,1399.0,28.92,216.1,1
H,299.38,310.43,1566.0,32.92,99.8,0
L,297.75,306.36,1459.0,63.76,17.0,1
L,297.42,307.35,1740.0,30.28,94.0,0
M,297.71,308.23,1527.0,26.16,64.8,0
M,297.99,307.25,1520.0,40.95,37.3,0
L,298.76,308.92,1495.0,50.3,28.9,0
L,296.99,308.24,1373.0,49.33,38.2,0
H,297.18,306.34,1471.0,28.17,25.6,0
L,296.12,305.3,1458.0,33.47,243.1,0
L,299.08,309.0,1465.0,39.7,171.2,0
M,298.17,308.33,1553.0,42.28,213.7,0
L,298.18,307.8,1685.0,43.96,124.4,0
M,300.85,309.12,1557.0,40.83,128.9,0
L,299.26,309.55,1594.0,45.3,135.0,0
L,296.28,305.68,1597.0,50.82,244.6,0
H,297.46,307.5,1418.0,16.18,135.7,0
H,300.51,309.44,1546.0,44.38,72.0,0
L,298.28,306.49,1574.0,28.13,102.1,0
H,298.36,307.62,1460.0,27.31,39.1,0
L,300.95,311.71,1308.0,36.43,37.3,0
L,294.61,305.77,1479.0,49.53,102.1,0
L,296.21,307.33,1409.0,50.02,193.2,0
L,298.89,309.13,1398.0,44.67,238.8,1
M,301.67,310.45,1361.0,55.55,91.8,0
H,296.84,305.72,1400.0,38.31,120.0,0
L,298.6,309.97,998.0,63.95,125.5,0
L,297.63,308.12,1275.0,34.67,181.7,0
L,299.7,309.71,1516.0,50.11,100.8,0
L,297.65,308.58,1641.0,39.09,54.7,0
L,297.23,306.54,1447.0,34.47,157.9,0
L,296.64,307.83,1670.0,46.82,63.2,0
M,300.63,311.51,1506.0,49.65,141.9,0
M,297.77,306.57,1281.0,51.33,12.5,0
L,299.55,309.09,1405.0,36.34,135.2,0
L,297.39,308.07,1879.0,33.72,76.2,1
L,295.17,305.13,1415.0,29.61,84.7,0
L,298.08,307.02,1627.0,18.75,79.2,0
L,300.63,310.69,1661.0,33.3,111.8,1
M,298.32,308.89,1778.0,30.79,178.0,1
L,302.49,311.73,1543.0,49.04,185.5,0
M,298.48,307.78,1418.0,41.46,185.9,0
L,300.05,310.46,1541.0,30.29,165.9,0
M,298.21,306.34,1538.0,46.52,81.6,1
M,298.08,308.59,1079.0,33.01,211.0,1
M,296.56,308.09,1502.0,40.55,53.3,0
L,299.07,308.82,1295.0,24.69,183.3,0
L,296.96,306.8,1534.0,36.48,118.7,0
L,297.5,309.34,1722.0,36.28,140.7,0
L,295.8,306.19,1181.0,35.38,66.1,0
L,295.15,305.56,1611.0,49.24,149.0,0
L,302.59,313.14,1455.0,43.43,161.0,1
H,297.53,307.05,1409.0,21.21,58.3,0
M,295.81,307.98,1568.0,29.51,127.6,0
M,299.05,308.48,1406.0,38.2,124.2,0
M,299.7,312.31,1706.0,45.42,165.0,0
M,299.0,307.83,1368.0,63.32,202.5,0
H,295.93,308.12,1254.0,29.93,6.6,0
H,297.53,308.75,1636.0,46.09,195.4,0
M,302.22,310.81,1403.0,35.83,142.6,0
L,298.56,307.36,1610.0,25.61,150.7,0
L,295.98,305.53,1351.0,33.44,164.7,1
M,296.34,307.04,1473.0,27.98,186.6,0
H,298.88,308.25,1606.0,40.02,155.5,0
M,301.49,311.35,1558.0,51.01,244.1,0
M,298.25,309.24,1400.0,36.44,87.1,1
L,299.32,310.85,1600.0,32.62,217.8,0
M,297.8,307.8,1426.0,43.61,179.7,0
L,298.0,306.22,1546.0,43.97,25.5,0
M,293.35,305.24,1553.0,59.46,221.1,0
H,297.29,307.59,1436.0,25.79,223.6,1
H,298.32,306.47,1503.0,57.74,3.1,1
M,296.08,305.03,1448.0,28.09,137.5,0
L,295.23,305.75,1303.0,28.63,126.8,0
M,299.72,307.92,1166.0,49.58,13.7,1
M,294.16,305.27,1693.0,37.15,74.4,0
M,295.62,305.51,1460.0,39.02,72.3,0
L,300.89,311.75,1439.0,33.95,7.2,0
H,298.75,308.88,1277.0,44.71,70.3,0
H,300.45,311.61,1487.0,57.92,200.4,1
L,299.85,310.03,1562.0,60.21,63.6,0
H,300.26,310.56,1443.0,46.96,57.2,0
L,296.92,305.97,1625.0,32.27,63.3,0
L,299.35,310.63,1894.0,53.64,198.6,1
L,298.14,309.08,1506.0,30.77,210.0,0
L,301.16,310.37,1644.0,38.43,146.5,1
M,296.9,307.36,1435.0,46.79,226.4,1
L,296.63,302.88,1313.0,39.3,235.9,1
H,298.65,308.73,1546.0,55.22,113.2,0
M,295.89,307.81,1436.0,38.97,36.4,0
H,296.99,307.52,1518.0,30.2,241.3,0
M,294.62,305.19,1279.0,35.0,119.2,1
H,298.41,306.67,1381.0,45.68,43.4,0
L,299.66,309.09,1624.0,33.41,16.8,1
L,300.24,308.54,1481.0,36.66,230.8,1
L,297.35,309.04,1548.0,44.46,19.5,0
L,299.71,310.12,1451.0,34.8,135.6,0
M,297.43,306.95,1757.0,36.85,62.4,0
L,296.74,307.12,1562.0,42.26,149.7,0
L,296.23,306.29,1271.0,42.7,5.8,0
L,299.9,311.35,1405.0,35.97,121.1,0
L,295.89,306.09,1418.0,43.31,246.4,1
L,297.95,307.68,1546.0,41.35,14.0,0
L,295.81,305.6,1676.0,40.41,41.5,0
M,303.13,312.12,1472.0,46.79,122.8,0
L,295.24,304.07,1636.0,35.88,79.6,0
M,297.93,309.4,1534.0,45.37,62.8,1
L,296.97,308.0,1812.0,30.84,14.7,0
L,298.77,310.83,1768.0,37.78,218.8,1
M,300.18,310.61,1405.0,36.38,163.2,0
L,300.67,309.41,1412.0,52.04,173.8,0
L,295.99,305.87,1528.0,26.73,110.4,0
M,298.53,309.5,1413.0,41.79,76.3,0
L,297.91,308.23,1627.0,57.05,53.6,0
M,298.96,309.64,1302.0,35.06,159.8,0
L,302.82,311.23,1627.0,40.58,22.6,1
L,300.65,310.44,1550.0,33.32,180.3,0
L,298.26,307.97,1398.0,49.49,154.9,0
M,296.16,306.07,1453.0,50.53,10.3,0
M,296.49,306.06,1515.0,28.88,228.1,1
H,299.57,309.12,1766.0,39.43,102.5,1
M,295.3,306.08,1645.0,48.62,73.8,0
L,303.6,313.83,1442.0,31.5,148.3,0
L,298.2,307.96,1559.0,42.71,26.5,1
L,296.22,307.04,1368.0,25.8,141.8,0
M,297.42,306.91,1644.0,40.72,98.1,0
L,297.1,307.14,1628.0,32.17,135.9,0
H,297.34,308.03,1685.0,32.38,202.2,0
L,296.99,307.11,1619.0,34.1,200.0,1
L,296.86,307.24,1519.0,51.25,156.6,1
L,296.73,305.63,1405.0,40.07,193.2,0
H,302.72,313.5,1511.0,61.8,92.3,1
M,300.5,309.71,1535.0,38.15,86.8,0
H,299.77,308.65,1521.0,19.12,233.1,1
H,298.34,306.99,1437.0,32.34,152.5,0
H,298.4,307.29,1360.0,39.41,95.8,1
M,298.77,308.0,1600.0,50.39,35.5,0
M,296.87,306.06,1653.0,50.76,76.4,1
M,301.93,312.5,1437.0,36.03,164.0,0
M,296.69,304.67,1465.0,31.92,145.7,0
L,300.98,311.45,1467.0,43.67,208.6,0
L,295.79,305.4,1441.0,44.85,85.6,0
M,302.37,311.29,1440.0,59.23,74.5,0
H,297.42,306.77,1471.0,48.03,85.3,0
M,297.62,308.54,1682.0,24.34,18.6,0
L,298.08,306.87,1623.0,36.15,238.8,0
M,297.54,308.35,1630.0,41.54,219.2,1
L,297.96,307.16,1766.0,33.55,209.2,0
M,298.54,307.99,1392.0,49.32,190.6,0
M,297.16,306.88,1620.0,41.39,0.8,0
L,298.75,308.28,1531.0,34.72,163.1,0
M,298.26,308.91,1673.0,46.44,237.1,1
H,296.02,305.79,1494.0,36.3,98.5,0
L,299.13,309.33,1222.0,36.96,174.9,1
H,298.38,309.63,1561.0,48.9,50.9,1
H,297.38,307.88,1826.0,31.43,59.4,0
L,300.96,309.81,1552.0,47.19,21.4,1
M,298.39,309.45,1564.0,42.29,49.5,0
L,297.08,305.7,1627.0,23.32,236.7,0
M,297.18,309.8,1055.0,38.18,43.4,1
M,295.75,304.91,1550.0,48.89,239.8,1
L,294.92,306.66,1616.0,45.74,65.5,0
M,299.25,309.96,1843.0,26.6,5.2,0
L,297.6,307.25,1626.0,50.47,133.1,1
L,297.39,306.45,1504.0,27.48,59.4,0
L,296.62,305.63,1467.0,33.38,45.5,0
H,300.61,310.65,1549.0,43.92,30.6,1
L,297.51,307.74,1448.0,46.66,27.1,0
M,299.24,307.78,1616.0,28.31,106.3,0
M,299.38,308.11,1587.0,46.04,123.7,1
H,301.42,310.21,1181.0,41.14,12.1,0
L,298.24,308.5,1262.0,47.21,182.3,1
L,299.44,309.0,1356.0,43.35,178.6,0
L,297.8,310.57,1398.0,18.07,128.6,0
M,297.76,308.24,1348.0,42.09,204.2,1
L,297.03,306.26,1377.0,50.47,35.4,0
H,297.05,306.61,1520.0,44.68,133.9,0
L,300.46,311.13,1661.0,11.52,81.1,0
L,296.31,307.67,1535.0,39.94,27.5,1
H,295.44,303.94,1783.0,47.42,61.3,1
M,298.27,306.65,1596.0,32.43,133.6,1
H,300.06,310.97,1522.0,57.37,111.7,1
M,294.72,305.75,1348.0,59.18,136.9,1
M,298.58,308.1,1765.0,32.14,71.8,1
L,299.41,310.45,1472.0,40.21,2.4,1
L,297.87,308.02,1212.0,40.89,112.0,1
L,301.58,311.59,1621.0,53.06,194.4,0
M,300.32,312.6,1383.0,32.76,201.3,1
L,299.85,309.98,1396.0,38.29,25.6,0
H,297.51,305.98,1388.0,52.6,107.4,0
M,296.51,305.97,1441.0,32.48,115.6,0
L,298.4,309.44,1387.0,30.14,131.4,0
H,299.01,308.25,1335.0,40.41,212.4,0
L,300.27,311.02,1697.0,37.32,243.7,0
H,299.28,308.96,1537.0,17.66,214.9,1
L,297.74,307.4,1525.0,39.6,138.9,0
M,299.35,309.3,1302.0,34.33,120.8,0
M,296.12,304.31,1441.0,50.28,135.3,0
L,299.28,309.3,1445.0,50.55,205.0,0
M,298.38,307.54,1442.0,48.13,136.4,0
L,298.18,307.09,1588.0,21.97,120.2,1
M,298.58,309.89,1541.0,44.97,69.5,0
L,299.75,310.14,1700.0,53.18,243.2,1
L,296.79,309.42,1721.0,55.55,22.5,0
H,293.66,304.21,1357.0,39.55,83.9,0
L,300.14,310.63,1644.0,34.12,46.5,0
H,296.93,306.89,1411.0,51.2,120.9,0
H,298.22,307.32,1377.0,31.36,204.3,0
M,295.59,306.02,1317.0,24.84,216.4,0
M,297.91,308.22,1495.0,28.29,240.8,1
L,299.27,309.61,1440.0,32.82,88.0,1
M,297.83,308.05,1604.0,38.64,144.2,0
L,296.52,307.3,1455.0,44.48,150.7,0
L,295.74,304.49,1495.0,27.18,190.0,0
H,297.89,307.77,1465.0,36.76,48.6,0
L,299.13,308.17,1484.0,28.96,185.5,1
L,297.8,306.4,1560.0,47.85,4.0,0
H,297.3,308.14,1673.0,40.69,213.5,1
L,296.86,307.21,1340.0,37.42,220.8,1
L,296.42,306.0,1445.0,30.8,62.5,1
L,299.53,309.22,1317.0,44.08,49.3,1
L,298.32,307.39,1507.0,45.1,162.0,0
L,298.27,309.04,1465.0,39.09,247.5,1
L,299.5,308.7,1668.0,38.8,224.9,1
M,298.31,309.18,1765.0,28.1,129.5,1
M,298.11,308.67,1382.0,25.26,148.7,0
M,299.04,309.67,1702.0,32.17,39.6,1
L,297.74,309.08,1539.0,30.67,185.6,0
L,297.87,306.25,1765.0,26.75,201.6,1
L,293.82,304.02,1548.0,42.35,154.5,0
L,301.37,310.51,1378.0,40.34,99.6,0
H,299.85,310.68,1710.0,45.54,130.0,0
H,299.32,308.51,1777.0,37.99,182.2,0
M,299.81,310.14,1611.0,24.76,235.6,1
M,299.66,309.85,1529.0,31.08,175.4,0
M,295.56,306.21,1379.0,50.59,249.3,1
L,297.82,308.29,1444.0,54.15,124.9,0
M,300.41,309.09,1666.0,57.86,207.5,1
M,301.73,313.01,1607.0,25.25,169.3,0
L,299.3,308.64,1489.0,29.91,4.8,1
M,296.37,306.15,1413.0,53.28,236.4,1
H,297.09,307.08,1718.0,24.65,29.6,1
M,297.9,308.33,1321.0,57.84,82.8,0
H,297.42,307.79,1356.0,49.65,144.9,0
L,296.43,304.92,1742.0,53.91,211.4,1
M,295.72,305.2,1482.0,22.77,33.1,1
M,297.33,307.57,1455.0,25.52,178.3,0
L,297.78,308.99,1664.0,56.9,155.8,0
M,299.88,310.15,1445.0,39.54,239.9,1
H,296.62,306.72,1436.0,34.58,241.0,1
H,297.54,307.53,1396.0,36.72,62.8,0
L,296.0,305.34,1371.0,40.92,45.2,0
L,301.24,311.97,1410.0,40.55,239.6,1
L,295.37,304.98,1569.0,31.77,30.4,0
L,301.67,312.65,1399.0,42.89,125.0,0
L,299.8,310.1,1416.0,45.88,229.5,1
M,296.22,306.39,1624.0,25.44,132.5,0
L,296.51,307.01,1471.0,18.55,201.6,1
L,297.02,306.85,1401.0,40.94,112.3,0
M,297.75,307.65,1548.0,38.49,200.0,0
M,298.04,308.34,1506.0,40.7,75.7,0
L,297.33,306.16,1345.0,39.61,111.1,0
M,299.19,309.99,1173.0,47.14,148.4,0
L,302.18,312.29,1539.0,29.62,67.7,0
M,297.23,307.58,1428.0,42.65,210.1,1
M,294.88,304.73,1671.0,44.56,135.6,0
L,297.41,306.24,1385.0,53.39,104.3,0
M,299.18,310.47,1323.0,45.88,38.9,0
L,301.97,312.39,1587.0,47.8,219.9,1
L,296.82,306.34,1741.0,37.14,106.6,1
M,299.2,309.35,1493.0,49.24,2.7,1
M,292.45,301.09,1483.0,45.86,40.1,0
L,298.67,310.21,1452.0,57.11,222.9,0
L,297.96,308.73,1377.0,47.73,45.9,0
M,296.49,307.44,1558.0,52.32,178.0,0
L,298.49,307.5,1638.0,43.69,187.3,0
M,299.52,308.12,1674.0,28.23,93.6,0
M,299.71,311.55,1440.0,36.93,22.0,0
H,300.04,309.22,1543.0,40.94,232.8,1
L,299.53,309.48,1555.0,46.73,174.7,0
H,296.21,306.24,1111.0,33.89,105.8,1
H,297.94,306.91,1693.0,37.61,110.1,0
L,300.41,310.07,1418.0,23.36,141.0,0
M,299.6,308.86,1457.0,32.75,55.5,0
M,296.71,306.3,1590.0,52.06,17.2,0
M,297.43,304.8,1576.0,50.74,227.2,1
L,296.86,307.93,1591.0,44.5,240.2,1
L,298.16,308.57,1850.0,35.85,91.8,1
H,296.9,307.14,1432.0,46.82,50.3,0
L,299.57,308.25,1270.0,48.9,188.0,1
L,297.12,307.55,1193.0,38.69,197.4,1
H,299.71,310.37,1516.0,42.08,230.3,0
L,299.17,308.59,1495.0,44.74,79.5,0
L,299.29,307.99,1376.0,26.07,75.7,0
