inspection_id,asset_id,inspection_date,inspector,result,health_score,duration_min,cost_inr
I003556,A0143,2024-02-02,L. Dsouza,repair,92.9,25,2541
I003557,A0143,2024-03-23,P. Singh,pass,82.8,32,2017
I003558,A0144,2022-03-19,M. Iyer,fail,57.9,54,2807
I003559,A0144,2022-04-08,S. Khan,pass,81.9,48,10054
I003560,A0144,2022-04-21,S. Khan,pass,88.6,45,557
I003561,A0144,2022-06-11,M. Iyer,pass,95.8,65,1125
I003562,A0144,2022-06-15,P. Singh,repair,90.0,70,8358
I003563,A0144,2022-06-27,E. Rao,pass,89.0,39,3712
I003564,A0144,2022-07-06,E. Rao,repair,86.4,36,3597
I003565,A0144,2022-10-06,S. Khan,pass,78.0,79,2213
I003566,A0144,2022-10-10,M. Iyer,pass,100.0,65,3713
I003567,A0144,2022-10-30,L. Dsouza,pass,90.4,56,7044
I003568,A0144,2022-11-18,M. Iyer,pass,84.8,34,5321
I003569,A0144,2022-12-08,M. Iyer,pass,80.3,33,5851
I003570,A0144,2023-04-09,E. Rao,pass,81.8,32,5208
I003571,A0144,2023-04-24,S. Khan,pass,77.8,55,2505
I003572,A0144,2023-04-26,S. Khan,pass,91.1,65,2172
I003573,A0144,2023-08-01,P. Singh,fail,57.6,34,2452
I003574,A0144,2023-08-12,S. Khan,pass,80.2,37,4151
I003575,A0144,2023-10-17,P. Singh,pass,82.6,55,2132
I003576,A0144,2023-11-01,L. Dsouza,pass,81.4,36,1877
I003577,A0144,2024-04-06,P. Singh,pass,88.9,46,1676
I003578,A0145,2022-01-08,P. Singh,pass,94.9,43,4386
I003579,A0145,2022-03-11,S. Khan,repair,77.9,52,1779
I003580,A0145,2022-04-11,P. Singh,repair,78.3,48,4689
I003581,A0145,2022-06-04,P. Singh,pass,77.3,50,4151
I003582,A0145,2022-06-21,L. Dsouza,pass,91.0,60,1635
I003583,A0145,2022-06-30,E. Rao,fail,72.2,62,1756
I003584,A0145,2022-07-17,S. Khan,pass,79.3,36,3890
I003585,A0145,2022-07-17,L. Dsouza,pass,85.8,49,2598
I003586,A0145,2022-08-06,L. Dsouza,pass,81.9,59,458
I003587,A0145,2022-08-30,M. Iyer,pass,84.3,31,1587
I003588,A0145,2022-09-12,M. Iyer,pass,86.1,49,4686
I003589,A0145,2022-09-16,S. Khan,pass,78.5,46,5570
I003590,A0145,2023-01-04,P. Singh,pass,78.0,58,1628
I003591,A0145,2023-01-12,P. Singh,pass,97.8,39,1970
I003592,A0145,2023-01-24,S. Khan,fail,61.0,52,5562
I003593,A0145,2023-02-16,E. Rao,repair,82.3,59,7032
I003594,A0145,2023-03-31,E. Rao,pass,78.2,45,1016
I003595,A0145,2023-05-02,S. Khan,pass,84.6,33,825
I003596,A0145,2023-08-24,S. Khan,pass,74.1,37,3629
I003597,A0145,2023-09-14,S. Khan,pass,83.4,57,2233
I003598,A0145,2023-10-26,P. Singh,fail,65.0,22,1541
I003599,A0145,2023-10-31,S. Khan,pass,94.4,41,806
I003600,A0145,2024-01-04,S. Khan,repair,91.5,41,1883
I003601,A0145,2024-01-24,S. Khan,pass,88.7,67,676
I003602,A0145,2024-03-02,M. Iyer,pass,82.2,59,2558
I003603,A0146,2022-01-24,S. Khan,repair,83.4,66,2132
I003604,A0146,2022-03-15,P. Singh,pass,87.0,29,3595
I003605,A0146,2022-08-19,S. Khan,pass,90.9,45,2161
I003606,A0146,2022-10-25,P. Singh,repair,95.4,33,1432
I003607,A0146,2022-11-27,M. Iyer,fail,51.3,38,2288
I003608,A0146,2022-12-05,L. Dsouza,pass,83.8,78,5020
I003609,A0146,2023-01-03,P. Singh,fail,51.5,22,3527
I003610,A0146,2023-01-25,E. Rao,pass,79.0,16,3986
I003611,A0146,2023-01-26,S. Khan,repair,96.8,34,4178
I003612,A0146,2023-05-23,E. Rao,pass,92.4,31,4948
I003613,A0146,2023-07-31,P. Singh,pass,79.8,42,5512
I003614,A0146,2023-09-02,L. Dsouza,pass,89.5,27,4217
I003615,A0146,2023-09-22,P. Singh,pass,78.9,38,4781
I003616,A0146,2023-09-25,L. Dsouza,repair,84.4,44,1552
I003617,A0146,2024-02-18,S. Khan,pass,85.3,29,2044
I003618,A0146,2024-02-22,E. Rao,fail,46.3,35,792
I003619,A0146,2024-03-07,P. Singh,pass,83.9,44,8044
I003620,A0147,2022-01-18,M. Iyer,pass,80.2,19,9485
I003621,A0147,2022-02-19,M. Iyer,repair,100.0,54,3166
I003622,A0147,2022-04-16,E. Rao,fail,57.6,31,844
I003623,A0147,2022-06-11,P. Singh,pass,94.3,31,3451
I003624,A0147,2022-07-02,E. Rao,pass,89.2,52,7274
I003625,A0147,2023-04-02,L. Dsouza,pass,85.3,27,527
I003626,A0147,2023-05-23,E. Rao,pass,100.0,61,4542
I003627,A0147,2023-06-04,S. Khan,repair,71.8,24,524
I003628,A0147,2023-06-10,S. Khan,fail,61.8,42,3544
I003629,A0147,2023-06-28,P. Singh,pass,96.4,40,3786
I003630,A0147,2023-07-10,M. Iyer,pass,100.0,49,1322
I003631,A0147,2023-08-21,L. Dsouza,pass,83.2,59,5914
I003632,A0147,2024-02-02,M. Iyer,pass,93.1,50,3771
I003633,A0147,2024-04-23,M. Iyer,pass,78.1,47,2908
I003634,A0148,2022-01-09,E. Rao,repair,82.2,36,3000
I003635,A0148,2022-02-24,E. Rao,pass,91.6,69,3046
I003636,A0148,2022-08-01,E. Rao,repair,76.4,36,2114
I003637,A0148,2022-10-28,L. Dsouza,pass,85.5,28,867
I003638,A0148,2022-12-14,P. Singh,repair,96.3,47,4738
I003639,A0148,2023-03-23,L. Dsouza,pass,92.2,21,4572
I003640,A0148,2023-09-18,L. Dsouza,pass,85.7,36,3738
I003641,A0148,2023-09-21,S. Khan,pass,83.6,40,2863
I003642,A0148,2023-12-15,P. Singh,pass,81.4,74,3084
I003643,A0148,2023-12-31,S. Khan,pass,88.0,37,4935
I003644,A0149,2022-01-20,E. Rao,fail,44.9,33,745
I003645,A0149,2022-03-01,S. Khan,pass,88.9,52,2751
I003646,A0149,2022-03-04,M. Iyer,pass,71.5,32,4507
I003647,A0149,2022-03-11,E. Rao,pass,90.5,69,412
I003648,A0149,2022-03-15,S. Khan,pass,83.5,40,2034
I003649,A0149,2022-04-14,M. Iyer,pass,71.5,42,12066
I003650,A0149,2022-04-20,L. Dsouza,pass,83.6,55,3098
I003651,A0149,2022-08-23,M. Iyer,pass,98.2,71,2874
I003652,A0149,2022-09-18,L. Dsouza,repair,95.2,52,3748
I003653,A0149,2022-10-17,L. Dsouza,fail,63.0,54,3140
I003654,A0149,2022-11-05,P. Singh,pass,86.1,54,3383
I003655,A0149,2022-11-12,S. Khan,pass,89.2,53,4827
I003656,A0149,2022-11-28,E. Rao,pass,84.8,36,2833
I003657,A0149,2022-12-22,P. Singh,pass,79.3,34,1514
I003658,A0149,2023-01-20,S. Khan,pass,88.8,40,1294
I003659,A0149,2023-02-19,S. Khan,pass,88.6,37,7529
I003660,A0149,2023-03-02,P. Singh,pass,90.3,37,3105
I003661,A0149,2023-03-10,L. Dsouza,pass,84.7,58,954
I003662,A0149,2023-05-03,L. Dsouza,pass,81.5,82,2004
I003663,A0149,2023-05-08,L. Dsouza,pass,64.1,45,397
I003664,A0149,2023-05-17,L. Dsouza,fail,60.0,68,401
I003665,A0149,2023-06-08,M. Iyer,pass,85.5,70,482
I003666,A0149,2023-06-29,S. Khan,pass,90.9,41,4441
I003667,A0149,2023-07-02,P. Singh,pass,81.3,35,6570
I003668,A0149,2023-08-05,E. Rao,pass,85.6,59,1712
I003669,A0149,2023-10-08,P. Singh,pass,88.6,33,3998
I003670,A0149,2023-10-13,L. Dsouza,pass,98.6,50,2956
I003671,A0149,2023-10-14,L. Dsouza,pass,87.1,24,2663
I003672,A0149,2023-10-24,L. Dsouza,pass,81.9,46,3489
I003673,A0149,2023-11-14,L. Dsouza,pass,81.7,44,2442
I003674,A0149,2023-11-16,S. Khan,pass,84.9,35,1700
I003675,A0149,2023-11-22,L. Dsouza,pass,91.1,36,9330
I003676,A0149,2023-12-18,S. Khan,repair,95.2,23,4378
I003677,A0149,2023-12-25,M. Iyer,pass,71.0,50,13039
I003678,A0149,2024-01-15,M. Iyer,pass,74.8,69,1611
I003679,A0149,2024-01-27,P. Singh,pass,90.5,68,6936
I003680,A0149,2024-02-11,S. Khan,pass,90.3,60,1857
I003681,A0149,2024-03-03,P. Singh,pass,87.6,30,3235
I003682,A0149,2024-03-06,M. Iyer,fail,63.8,37,638
I003683,A0149,2024-03-20,M. Iyer,pass,84.1,51,3323
I003684,A0150,2022-01-02,P. Singh,pass,79.4,64,401
I003685,A0150,2022-02-07,M. Iyer,pass,75.8,55,774
I003686,A0150,2022-02-23,S. Khan,pass,87.5,54,1878
I003687,A0150,2022-03-27,P. Singh,pass,75.6,56,5498
I003688,A0150,2022-04-06,E. Rao,repair,75.3,77,672
I003689,A0150,2022-04-06,M. Iyer,pass,76.2,86,5337
I003690,A0150,2022-05-01,L. Dsouza,pass,96.4,42,5214
I003691,A0150,2022-05-07,P. Singh,pass,78.7,58,12646
I003692,A0150,2022-05-30,L. Dsouza,repair,100.0,42,2554
I003693,A0150,2022-06-07,M. Iyer,repair,79.2,64,4614
I003694,A0150,2022-07-30,L. Dsouza,pass,91.6,42,6680
I003695,A0150,2022-09-06,L. Dsouza,pass,78.6,35,3444
I003696,A0150,2022-12-02,S. Khan,repair,83.6,38,4160
I003697,A0150,2022-12-08,M. Iyer,pass,76.6,56,6462
I003698,A0150,2022-12-16,P. Singh,pass,85.8,40,4788
I003699,A0150,2023-03-11,P. Singh,pass,81.6,44,234
I003700,A0150,2023-03-22,E. Rao,pass,82.4,53,5227
I003701,A0150,2023-04-26,M. Iyer,pass,86.6,62,2784
I003702,A0150,2023-05-23,E. Rao,pass,79.8,35,2308
I003703,A0150,2023-06-19,L. Dsouza,pass,87.0,69,6340
I003704,A0150,2023-06-20,E. Rao,pass,100.0,49,714
I003705,A0150,2023-07-13,E. Rao,fail,60.9,33,1619
I003706,A0150,2023-07-31,P. Singh,repair,90.4,35,3091
I003707,A0150,2023-08-06,P. Singh,repair,72.9,41,2803
I003708,A0150,2023-08-20,E. Rao,pass,67.0,43,944
I003709,A0150,2023-08-30,P. Singh,pass,75.5,60,4145
I003710,A0150,2023-09-01,S. Khan,pass,82.4,8,4143
I003711,A0150,2023-09-10,L. Dsouza,pass,79.1,23,593
I003712,A0150,2023-09-15,E. Rao,pass,76.5,51,855
I003713,A0150,2023-09-19,E. Rao,pass,84.9,15,6407
I003714,A0150,2023-09-26,E. Rao,pass,89.2,59,6902
I003715,A0150,2023-10-23,L. Dsouza,pass,90.6,52,4925
I003716,A0150,2023-11-01,M. Iyer,pass,94.2,65,1549
I003717,A0150,2023-11-09,S. Khan,pass,93.2,41,11130
I003718,A0150,2023-11-22,L. Dsouza,pass,80.1,45,773
I003719,A0150,2023-11-24,P. Singh,pass,85.9,43,8857
I003720,A0150,2023-11-27,E. Rao,pass,84.9,62,8187
I003721,A0150,2024-01-21,L. Dsouza,pass,79.4,58,2954
I003722,A0150,2024-01-31,E. Rao,pass,94.1,41,6345
I003723,A0150,2024-02-04,P. Singh,pass,80.1,26,7220
I003724,A0150,2024-03-08,S. Khan,pass,79.9,68,3745
I003725,A0150,2024-03-14,P. Singh,fail,65.3,27,1337
I003726,A0151,2022-03-11,E. Rao,pass,94.1,64,1823
I003727,A0151,2022-04-07,E. Rao,pass,76.9,67,4640
I003728,A0151,2022-04-14,S. Khan,pass,64.5,51,4437
I003729,A0151,2022-04-18,L. Dsouza,pass,89.9,47,3697
I003730,A0151,2022-07-02,M. Iyer,pass,81.9,41,2114
I003731,A0151,2022-07-04,E. Rao,repair,79.4,53,3593
I003732,A0151,2022-08-28,S. Khan,pass,77.2,43,2331
I003733,A0151,2022-09-15,S. Khan,pass,86.9,32,6431
I003734,A0151,2022-09-28,L. Dsouza,pass,89.3,36,3715
I003735,A0151,2022-10-15,S. Khan,pass,85.4,30,6865
I003736,A0151,2022-11-11,E. Rao,pass,80.9,47,9720
I003737,A0151,2023-01-07,M. Iyer,pass,92.6,40,1746
I003738,A0151,2023-06-06,E. Rao,pass,85.1,55,3214
I003739,A0151,2023-06-26,M. Iyer,pass,73.2,35,4301
I003740,A0151,2023-06-27,E. Rao,repair,74.3,57,2711
I003741,A0151,2023-07-31,M. Iyer,pass,100.0,46,411
I003742,A0151,2023-08-24,E. Rao,pass,89.2,60,1106
I003743,A0151,2023-10-14,S. Khan,pass,81.7,12,4112
I003744,A0151,2023-11-04,E. Rao,pass,87.3,23,1546
I003745,A0151,2023-11-13,S. Khan,pass,98.4,58,1441
I003746,A0151,2023-11-24,M. Iyer,pass,90.4,22,9121
I003747,A0151,2024-01-11,S. Khan,repair,86.5,37,615
I003748,A0151,2024-01-17,L. Dsouza,fail,55.7,63,2254
I003749,A0151,2024-01-17,M. Iyer,repair,84.5,38,2917
I003750,A0151,2024-03-26,P. Singh,pass,75.6,46,3103
I003751,A0151,2024-04-08,P. Singh,pass,90.4,70,1068
I003752,A0151,2024-04-22,M. Iyer,repair,80.8,69,3880
I003753,A0152,2022-02-06,L. Dsouza,pass,92.4,24,1700
I003754,A0152,2022-02-16,S. Khan,pass,99.3,55,1191
I003755,A0152,2022-04-07,L. Dsouza,pass,77.7,35,1955
I003756,A0152,2022-05-15,M. Iyer,pass,80.9,38,6003
I003757,A0152,2022-06-24,L. Dsouza,pass,82.3,47,900
I003758,A0152,2022-08-02,M. Iyer,pass,66.9,41,2206
I003759,A0152,2022-10-29,L. Dsouza,pass,86.3,69,861
I003760,A0152,2022-12-21,M. Iyer,repair,81.8,71,2306
I003761,A0152,2023-01-06,E. Rao,fail,40.3,41,843
I003762,A0152,2023-02-19,E. Rao,pass,83.0,45,891
I003763,A0152,2023-03-28,L. Dsouza,repair,96.4,44,1564
I003764,A0152,2023-05-17,L. Dsouza,repair,94.6,59,3025
I003765,A0152,2023-05-19,S. Khan,pass,92.3,59,579
I003766,A0152,2023-06-11,S. Khan,pass,88.5,62,2775
I003767,A0152,2023-11-27,P. Singh,fail,53.9,60,5619
I003768,A0152,2023-12-10,S. Khan,repair,72.1,32,809
I003769,A0152,2023-12-24,L. Dsouza,pass,82.8,27,2698
I003770,A0152,2024-01-04,P. Singh,repair,80.8,34,1463
I003771,A0152,2024-02-06,M. Iyer,pass,95.9,21,2332
I003772,A0152,2024-03-06,S. Khan,pass,84.8,34,5175
I003773,A0152,2024-04-15,L. Dsouza,pass,86.8,26,2962
I003774,A0152,2024-04-18,L. Dsouza,pass,91.1,23,4756
I003775,A0153,2022-01-09,M. Iyer,pass,97.0,56,8262
I003776,A0153,2022-01-24,S. Khan,repair,80.3,36,2907
I003777,A0153,2022-01-30,E. Rao,pass,86.0,26,1919
I003778,A0153,2022-02-10,E. Rao,pass,76.6,24,2581
I003779,A0153,2022-02-21,S. Khan,pass,78.2,25,950
I003780,A0153,2022-02-27,P. Singh,pass,95.5,29,2054
I003781,A0153,2022-03-08,E. Rao,pass,81.9,34,4571
I003782,A0153,2022-03-23,E. Rao,pass,83.2,57,17706
I003783,A0153,2022-05-02,P. Singh,pass,71.0,39,4417
I003784,A0153,2022-05-24,M. Iyer,fail,59.3,50,7907
I003785,A0153,2022-07-04,E. Rao,fail,63.0,54,4236
I003786,A0153,2022-07-26,M. Iyer,repair,95.5,79,1979
I003787,A0153,2022-09-09,P. Singh,repair,75.2,46,2735
I003788,A0153,2022-10-11,S. Khan,pass,78.1,78,3985
I003789,A0153,2023-01-04,L. Dsouza,pass,72.2,43,2327
I003790,A0153,2023-01-07,M. Iyer,pass,81.4,28,2357
I003791,A0153,2023-02-14,L. Dsouza,pass,90.2,51,3585
I003792,A0153,2023-02-24,S. Khan,pass,77.0,61,2631
I003793,A0153,2023-03-27,L. Dsouza,pass,81.5,35,12921
I003794,A0153,2023-03-28,L. Dsouza,pass,89.5,26,1037
I003795,A0153,2023-04-05,M. Iyer,pass,80.1,49,2311
I003796,A0153,2023-04-28,M. Iyer,pass,75.0,46,2232
I003797,A0153,2023-05-26,E. Rao,pass,86.7,59,10381
I003798,A0153,2023-05-27,P. Singh,repair,69.9,59,1176
I003799,A0153,2023-05-30,L. Dsouza,pass,71.0,28,5239
I003800,A0153,2023-06-16,L. Dsouza,repair,78.4,41,6545
I003801,A0153,2023-08-08,M. Iyer,pass,64.3,56,6961
I003802,A0153,2023-08-16,P. Singh,pass,94.3,37,7891
I003803,A0153,2023-08-17,S. Khan,pass,81.7,48,1630
I003804,A0153,2023-08-18,S. Khan,pass,82.2,23,2814
I003805,A0153,2023-09-11,S. Khan,pass,83.6,43,2089
I003806,A0153,2023-09-12,E. Rao,pass,81.8,61,4032
I003807,A0153,2023-09-22,M. Iyer,pass,81.6,68,2167
I003808,A0153,2023-11-13,E. Rao,fail,50.6,39,2167
I003809,A0153,2024-02-09,L. Dsouza,pass,93.2,27,8515
I003810,A0153,2024-03-12,M. Iyer,pass,73.2,42,716
I003811,A0153,2024-03-20,E. Rao,pass,88.0,47,2214
I003812,A0154,2022-03-04,P. Singh,pass,84.4,25,2214
I003813,A0154,2022-04-22,P. Singh,pass,95.7,38,449
I003814,A0154,2022-06-13,L. Dsouza,pass,70.2,43,1671
I003815,A0154,2022-06-27,M. Iyer,pass,74.6,41,200
I003816,A0154,2022-07-14,E. Rao,pass,88.6,27,1837
I003817,A0154,2022-08-12,M. Iyer,pass,82.1,48,755
I003818,A0154,2022-11-02,M. Iyer,pass,88.9,47,2816
I003819,A0154,2022-11-06,M. Iyer,pass,83.0,49,1242
I003820,A0154,2022-11-10,S. Khan,pass,96.2,71,4880
I003821,A0154,2023-03-08,M. Iyer,pass,80.1,68,1423
I003822,A0154,2023-03-19,S. Khan,pass,84.0,26,3429
I003823,A0154,2023-03-29,P. Singh,pass,90.8,29,4339
I003824,A0154,2023-04-21,M. Iyer,repair,79.8,57,3492
I003825,A0154,2023-04-26,L. Dsouza,pass,84.3,35,615
I003826,A0154,2023-05-24,L. Dsouza,pass,93.4,23,4156
I003827,A0154,2023-05-25,S. Khan,pass,86.7,28,7094
I003828,A0154,2024-02-22,E. Rao,pass,86.2,60,4478
I003829,A0154,2024-03-21,L. Dsouza,pass,90.8,36,1581
I003830,A0155,2022-06-11,E. Rao,pass,92.5,46,1136
I003831,A0155,2022-08-17,P. Singh,pass,80.7,59,4870
I003832,A0155,2022-12-15,M. Iyer,pass,77.7,51,8081
I003833,A0155,2023-06-23,E. Rao,repair,85.7,56,7873
I003834,A0155,2024-04-09,E. Rao,pass,86.3,36,1608
I003835,A0155,2024-04-12,P. Singh,pass,86.8,72,4108
I003836,A0155,2024-04-15,L. Dsouza,pass,89.1,31,2689
I003837,A0156,2022-01-10,M. Iyer,pass,85.1,40,4360
I003838,A0156,2022-02-13,P. Singh,pass,84.4,47,2876
I003839,A0156,2022-07-04,M. Iyer,pass,83.3,29,1023
I003840,A0156,2022-11-01,P. Singh,pass,89.7,34,1392
I003841,A0156,2022-11-15,E. Rao,pass,72.0,60,5868
I003842,A0156,2022-12-29,E. Rao,pass,77.0,80,4514
I003843,A0156,2022-12-31,P. Singh,pass,78.0,55,3066
I003844,A0156,2023-03-26,S. Khan,pass,86.8,29,1478
I003845,A0156,2023-03-28,P. Singh,pass,71.3,28,2808
I003846,A0156,2023-05-29,S. Khan,pass,75.8,28,3239
I003847,A0156,2023-06-03,E. Rao,pass,91.3,29,4348
I003848,A0156,2023-08-02,E. Rao,repair,79.7,37,3005
I003849,A0156,2023-10-01,S. Khan,pass,78.1,32,2519
I003850,A0156,2024-01-20,M. Iyer,pass,83.7,40,9939
I003851,A0156,2024-04-02,P. Singh,fail,55.4,55,2922
I003852,A0157,2022-04-30,P. Singh,pass,81.3,35,4849
I003853,A0157,2023-01-04,L. Dsouza,pass,92.0,51,3872
I003854,A0157,2023-04-15,P. Singh,fail,54.4,34,4639
I003855,A0157,2023-05-06,L. Dsouza,pass,99.3,46,3814
I003856,A0157,2023-08-09,E. Rao,pass,78.5,47,5124
I003857,A0157,2023-09-14,P. Singh,repair,88.5,33,3583
I003858,A0157,2023-09-28,E. Rao,fail,50.3,34,7322
I003859,A0158,2022-01-19,E. Rao,fail,51.9,53,1356
I003860,A0158,2022-01-29,M. Iyer,pass,86.9,44,993
I003861,A0158,2022-03-29,E. Rao,repair,84.5,46,1995
I003862,A0158,2022-04-27,E. Rao,pass,85.7,46,3821
I003863,A0158,2022-05-31,E. Rao,pass,70.9,46,899
I003864,A0158,2022-06-09,P. Singh,pass,72.2,35,3075
I003865,A0158,2022-06-22,P. Singh,pass,81.9,40,7296
I003866,A0158,2022-07-24,P. Singh,repair,86.5,37,2455
I003867,A0158,2022-08-24,E. Rao,pass,88.7,47,4291
I003868,A0158,2022-09-04,P. Singh,pass,85.3,67,7005
I003869,A0158,2022-09-15,L. Dsouza,pass,81.4,10,2463
I003870,A0158,2022-09-29,E. Rao,pass,78.1,34,6173
I003871,A0158,2022-10-06,M. Iyer,pass,80.7,66,299
I003872,A0158,2022-10-08,E. Rao,repair,80.6,45,4013
I003873,A0158,2022-12-21,L. Dsouza,pass,84.9,69,3760
I003874,A0158,2023-01-09,E. Rao,pass,86.8,38,7461
I003875,A0158,2023-01-23,P. Singh,pass,99.5,51,290
I003876,A0158,2023-01-23,E. Rao,repair,79.8,13,4547
I003877,A0158,2023-01-24,P. Singh,pass,82.5,26,2167
I003878,A0158,2023-01-24,M. Iyer,pass,83.5,39,4139
I003879,A0158,2023-01-28,P. Singh,pass,76.5,42,3630
I003880,A0158,2023-04-08,S. Khan,pass,67.8,52,1458
I003881,A0158,2023-04-29,S. Khan,pass,82.4,62,3973
I003882,A0158,2023-05-07,E. Rao,pass,76.1,58,1501
I003883,A0158,2023-05-19,E. Rao,pass,87.8,59,1625
I003884,A0158,2023-06-02,P. Singh,repair,86.5,38,976
I003885,A0158,2023-06-29,P. Singh,fail,58.8,20,6914
I003886,A0158,2023-08-04,S. Khan,pass,87.5,13,2430
I003887,A0158,2023-08-13,S. Khan,pass,75.9,63,4719
I003888,A0158,2023-08-16,P. Singh,pass,98.3,54,3783
I003889,A0158,2023-08-18,E. Rao,pass,81.3,45,2414
I003890,A0158,2023-09-10,L. Dsouza,pass,71.2,64,3516
I003891,A0158,2023-09-23,M. Iyer,pass,84.7,53,883
I003892,A0158,2023-09-28,M. Iyer,pass,93.9,30,2851
I003893,A0158,2023-10-13,L. Dsouza,pass,79.2,36,4210
I003894,A0158,2023-11-01,E. Rao,pass,97.1,56,966
I003895,A0158,2023-11-27,P. Singh,pass,84.8,59,2451
I003896,A0158,2024-02-05,M. Iyer,repair,87.8,33,3370
I003897,A0159,2022-02-12,S. Khan,pass,78.2,53,1119
I003898,A0159,2022-02-14,S. Khan,pass,81.7,36,4835
I003899,A0159,2022-03-14,S. Khan,pass,79.4,42,3113
I003900,A0159,2022-04-18,E. Rao,fail,52.9,43,3265
I003901,A0159,2022-04-24,L. Dsouza,pass,90.0,50,1212
I003902,A0159,2022-12-05,L. Dsouza,pass,90.4,34,4428
I003903,A0159,2023-02-02,E. Rao,pass,63.8,27,7330
I003904,A0159,2023-06-20,L. Dsouza,pass,72.5,43,3137
I003905,A0159,2023-06-21,M. Iyer,pass,81.8,59,4195
I003906,A0159,2023-06-30,L. Dsouza,pass,94.7,49,5450
I003907,A0159,2023-08-11,L. Dsouza,pass,91.8,26,4352
I003908,A0159,2023-10-07,E. Rao,pass,83.1,30,6058
I003909,A0159,2023-10-30,S. Khan,pass,77.4,43,2876
I003910,A0159,2023-11-15,E. Rao,pass,80.5,41,4110
I003911,A0159,2023-12-09,P. Singh,pass,100.0,53,4362
I003912,A0159,2024-01-11,E. Rao,pass,86.1,63,9097
I003913,A0159,2024-02-02,E. Rao,pass,94.4,37,3972
I003914,A0159,2024-03-28,L. Dsouza,pass,82.1,34,3122
I003915,A0160,2022-01-09,P. Singh,fail,54.6,35,3365
I003916,A0160,2022-01-29,M. Iyer,repair,95.0,49,5977
I003917,A0160,2022-04-06,S. Khan,pass,74.1,14,2343
I003918,A0160,2022-04-16,P. Singh,pass,90.2,34,2253
I003919,A0160,2022-04-30,P. Singh,pass,82.4,39,7212
I003920,A0160,2022-04-30,L. Dsouza,pass,83.9,37,3297
I003921,A0160,2022-05-02,E. Rao,pass,82.6,37,4344
I003922,A0160,2022-06-17,M. Iyer,repair,79.7,60,7176
I003923,A0160,2022-06-27,P. Singh,pass,83.6,55,1378
I003924,A0160,2022-09-02,L. Dsouza,fail,57.0,33,941
I003925,A0160,2022-11-16,P. Singh,pass,78.6,42,1166
I003926,A0160,2022-11-28,P. Singh,pass,85.1,29,2105
I003927,A0160,2022-12-20,M. Iyer,pass,86.4,23,3471
I003928,A0160,2023-01-07,M. Iyer,pass,78.3,47,1939
I003929,A0160,2023-02-26,S. Khan,pass,73.9,46,2339
I003930,A0160,2023-04-04,E. Rao,pass,89.5,23,4307
I003931,A0160,2023-05-11,E. Rao,pass,89.9,58,4706
I003932,A0160,2023-06-02,S. Khan,pass,97.1,83,2180
I003933,A0160,2023-08-06,S. Khan,pass,73.3,36,773
I003934,A0160,2023-08-16,E. Rao,pass,80.7,58,5729
I003935,A0160,2023-08-20,P. Singh,pass,89.3,58,3042
I003936,A0160,2023-09-18,M. Iyer,pass,67.2,41,4147
I003937,A0160,2023-09-27,P. Singh,pass,70.8,28,5009
I003938,A0160,2023-11-02,E. Rao,pass,94.7,81,4645
I003939,A0160,2023-11-17,P. Singh,pass,83.9,57,9295
I003940,A0160,2023-12-19,L. Dsouza,repair,87.8,40,6469
I003941,A0160,2024-01-20,E. Rao,pass,81.7,56,1786
I003942,A0160,2024-03-02,S. Khan,pass,95.4,66,6624
I003943,A0160,2024-03-21,S. Khan,repair,75.1,60,5683
I003944,A0160,2024-03-30,M. Iyer,pass,76.2,34,849
I003945,A0160,2024-03-31,E. Rao,pass,97.7,66,6804
I003946,A0160,2024-04-21,S. Khan,pass,88.6,30,540
I003947,A0160,2024-04-29,P. Singh,pass,65.8,42,3005
I003948,A0161,2022-01-15,E. Rao,pass,75.7,48,1152
I003949,A0161,2022-02-16,E. Rao,fail,66.8,57,580
I003950,A0161,2022-03-01,E. Rao,pass,85.5,38,4981
I003951,A0161,2022-03-13,P. Singh,pass,67.4,31,1956
I003952,A0161,2022-04-09,L. Dsouza,pass,82.1,40,2547
I003953,A0161,2022-04-29,L. Dsouza,pass,84.0,34,3493
I003954,A0161,2022-05-21,S. Khan,fail,49.2,41,3271
I003955,A0161,2022-05-24,E. Rao,pass,83.8,61,10303
I003956,A0161,2022-06-13,E. Rao,repair,83.3,67,3402
I003957,A0161,2022-06-24,P. Singh,pass,87.9,27,824
I003958,A0161,2022-07-01,L. Dsouza,pass,84.7,71,7133
I003959,A0161,2022-07-06,E. Rao,pass,96.0,29,3101
I003960,A0161,2022-07-08,L. Dsouza,pass,80.9,23,2391
I003961,A0161,2022-07-10,L. Dsouza,pass,89.1,22,3427
I003962,A0161,2022-07-28,E. Rao,pass,84.5,35,4859
I003963,A0161,2022-09-02,P. Singh,pass,68.0,25,4869
I003964,A0161,2022-09-11,P. Singh,pass,90.2,45,5964
I003965,A0161,2022-09-13,M. Iyer,pass,89.7,54,3606
I003966,A0161,2022-09-18,P. Singh,pass,94.0,40,1571
I003967,A0161,2022-10-09,M. Iyer,pass,76.1,61,2981
I003968,A0161,2022-10-25,S. Khan,pass,93.9,44,2554
I003969,A0161,2022-11-10,S. Khan,pass,92.0,38,3433
I003970,A0161,2022-12-02,E. Rao,pass,73.8,42,3578
I003971,A0161,2023-01-01,M. Iyer,pass,96.0,9,1049
I003972,A0161,2023-02-22,L. Dsouza,pass,100.0,58,1584
