machine_id,temp_bearing,temp_motor,temp_gearbox,oil_temp,temp_ambient,vibration_x,vibration_y,vibration_z,acoustic_db,rpm,spindle_speed,feed_rate,torque,power_kw,current_a,current_b,current_c,load_pct,pressure_in,pressure_out,coolant_flow,oil_level,voltage,humidity,condition
MX1468,68.09,65.62,64.23,53.56,26.46,1.98,1.92,1.39,79.43,1453.14,4427.91,196.61,92.72,63.56,16.52,17.11,17.35,50.85,79.98,54.01,29.32,81.04,415.03,45.22,Normal
MX1469,66.14,73.12,63.11,57.82,27.28,2.82,2.57,1.95,81.6,2115.24,7679.08,315.66,150.72,98.65,26.38,24.59,28.72,79.46,86.83,67.08,29.81,84.25,415.28,44.83,Normal
MX1470,58.03,61.26,55.4,54.7,25.64,1.68,1.65,1.35,74.71,1385.76,4291.71,195.67,104.18,62.34,18.47,18.18,17.61,48.35,70.77,50.07,25.51,87.65,414.9,44.83,Normal
MX1471,69.25,76.33,68.65,60.78,28.94,3.44,3.08,2.56,84.8,2122.78,7382.51,295.06,143.15,98.73,25.73,26.65,25.83,84.2,90.7,66.53,31.64,90.0,414.72,44.87,Normal
MX1472,62.27,62.31,56.82,55.16,28.78,1.88,1.68,1.7,73.95,1155.18,3413.83,204.88,82.8,47.84,13.7,18.93,14.12,42.52,68.59,46.95,25.71,72.72,414.5,45.02,Normal
MX1473,71.87,72.83,66.01,63.06,28.94,2.63,2.59,2.17,81.09,2119.06,7672.57,305.84,139.66,89.71,27.34,27.57,26.91,79.68,88.45,60.73,34.04,75.68,414.88,45.05,Warning
MX1474,59.28,66.43,57.05,55.93,26.71,3.04,3.12,2.35,82.95,1774.35,5385.19,228.47,120.53,67.9,19.19,22.17,18.54,55.37,68.1,61.2,32.65,77.01,415.11,44.84,Normal
MX1475,67.57,69.77,61.27,57.77,27.37,2.31,2.17,1.76,77.91,2134.64,7186.96,303.11,129.42,89.98,25.87,24.89,25.23,74.37,78.21,67.63,29.39,78.52,414.69,45.04,Normal
MX1476,58.18,61.79,50.25,50.97,25.98,0.8,0.71,0.85,68.31,2044.8,7568.94,284.33,121.28,86.11,23.6,23.01,22.46,73.92,77.75,58.93,29.85,88.19,414.95,45.0,Normal
MX1477,72.67,85.11,68.62,63.24,28.4,2.94,2.87,2.18,88.04,2438.13,8331.93,321.81,145.29,98.69,30.59,30.47,30.92,86.9,82.91,67.38,38.51,82.54,415.03,45.36,Warning
MX1478,60.92,63.98,57.41,54.09,29.04,2.07,1.96,1.63,75.03,1430.77,3803.83,187.96,93.34,60.52,15.13,17.71,16.6,52.67,72.2,56.25,30.17,78.78,415.33,45.14,Normal
MX1479,69.75,67.63,64.93,60.36,29.13,2.35,2.35,1.88,78.08,1637.34,4787.09,229.21,81.56,61.51,18.76,19.3,19.04,58.69,72.62,52.94,28.25,77.21,415.55,44.95,Normal
MX1480,59.65,66.61,54.75,57.04,25.76,2.0,1.85,1.98,79.65,1549.05,5814.81,229.87,109.71,55.74,19.0,20.0,19.97,58.81,73.3,56.01,27.6,84.66,414.87,45.44,Normal
MX1481,67.35,78.7,65.67,61.49,26.62,3.02,2.45,2.2,82.86,1960.36,6874.57,265.93,140.07,91.15,26.94,24.38,23.47,79.44,87.32,62.21,31.52,82.69,415.23,45.13,Warning
MX1482,65.05,69.59,61.89,53.26,28.59,1.74,1.7,1.21,77.02,1816.41,5962.86,212.81,113.71,75.11,22.73,20.71,22.54,65.04,83.3,55.62,28.5,84.73,415.36,45.02,Normal
MX1483,75.47,76.65,66.76,62.74,26.37,3.08,2.88,2.62,85.08,1955.06,6671.03,237.25,139.83,86.97,26.33,24.76,27.07,75.15,87.24,67.69,32.04,77.44,414.4,45.17,Warning
MX1484,62.89,65.8,60.7,55.29,25.57,2.16,2.0,1.69,75.43,1726.49,6215.94,273.31,115.25,72.9,23.88,20.95,21.34,73.59,71.36,60.9,33.26,79.43,415.28,44.95,Normal
MX1485,72.85,77.76,66.19,63.53,30.17,1.46,1.49,1.43,72.61,1868.05,6522.81,285.64,120.12,82.22,23.23,21.9,25.47,70.57,75.02,57.97,34.26,79.83,414.7,45.12,Warning
MX1486,67.07,75.67,62.96,60.55,26.01,2.39,2.31,1.71,81.86,1851.58,7091.23,295.91,119.48,81.55,23.72,24.92,26.74,75.77,81.26,68.16,30.04,83.84,415.09,44.47,Warning
MX1487,68.0,74.42,61.87,60.42,27.4,3.09,2.69,2.31,81.42,2346.11,8705.76,320.93,163.65,111.38,28.74,32.34,33.28,86.19,94.43,69.85,33.98,75.7,414.82,45.06,Failure
MX1488,67.85,65.91,60.34,56.01,28.22,1.92,1.66,1.45,76.28,1685.81,5884.53,235.27,118.64,70.89,21.48,21.91,22.17,58.15,76.57,56.86,31.33,79.61,414.53,44.98,Warning
MX1489,63.12,63.48,59.05,56.62,28.74,2.01,2.03,1.73,74.8,1622.71,6712.59,262.67,124.57,70.26,19.14,23.24,22.26,65.5,79.02,59.6,29.73,78.86,415.68,44.85,Warning
MX1490,56.93,63.86,59.65,54.09,26.29,0.92,0.42,0.98,69.03,1055.16,2510.99,141.55,60.97,33.82,13.78,14.45,11.02,35.25,63.44,46.23,21.32,90.04,415.35,45.22,Normal
MX1491,64.38,67.76,62.98,58.19,28.0,1.74,1.46,1.12,73.94,1302.65,3986.46,183.31,86.56,53.38,16.82,14.8,16.01,47.36,70.6,55.02,25.39,83.13,414.68,45.21,Normal
MX1492,66.54,69.84,60.99,58.91,30.03,1.12,0.9,0.82,69.71,1408.25,4947.11,224.54,98.59,57.76,20.85,20.02,18.24,45.95,69.53,55.49,28.39,89.76,415.2,45.13,Normal
MX1493,61.65,69.57,59.12,55.21,26.42,0.88,0.68,0.54,68.47,1092.79,3084.3,180.65,77.36,40.05,15.85,15.64,12.68,46.77,65.05,47.58,30.2,87.16,415.42,45.18,Normal
MX1494,67.9,68.15,63.55,59.57,26.53,2.65,2.63,2.47,85.02,1870.48,6183.69,285.44,130.64,74.1,25.63,24.65,22.15,63.35,83.86,60.76,31.86,79.37,415.31,45.14,Normal
MX1495,59.92,63.89,58.58,55.02,27.09,2.78,2.26,2.12,83.23,2077.99,6988.8,309.7,134.82,92.07,25.56,24.2,24.21,70.7,85.59,58.26,34.34,81.68,414.78,45.21,Normal
MX1496,56.62,60.58,51.19,55.35,26.96,1.96,1.88,1.71,74.76,1652.18,5408.91,213.46,104.1,67.77,21.05,17.2,17.03,57.97,76.51,57.02,28.27,80.14,415.16,44.76,Normal
MX1497,61.19,69.91,59.27,53.06,27.48,2.03,1.88,1.78,75.48,1638.2,5466.88,227.05,109.25,71.15,19.97,19.97,19.25,56.9,80.82,59.46,28.95,84.71,415.12,44.85,Normal
MX1498,56.42,55.84,53.47,48.2,27.48,2.42,2.11,2.04,73.7,1625.24,4545.9,207.56,102.3,64.53,17.68,15.81,19.88,52.85,64.69,58.61,19.0,77.36,415.12,44.95,Normal
MX1499,71.91,72.44,67.87,64.42,27.54,3.21,2.92,2.67,85.01,1909.99,7013.89,271.3,141.71,91.79,25.49,23.65,23.9,76.87,90.33,63.31,35.48,79.93,414.81,44.8,Failure
MX1500,67.36,72.35,63.38,62.69,27.71,2.46,2.48,1.8,79.59,1870.67,5980.87,225.7,116.9,67.36,21.75,20.81,21.54,57.45,83.68,52.87,28.63,78.4,415.03,45.29,Warning
MX1501,68.94,73.3,60.41,60.57,25.98,3.03,2.77,2.13,78.86,2095.2,7397.79,266.54,131.61,82.63,25.48,25.3,27.57,71.27,84.94,66.12,27.76,80.65,414.69,44.86,Warning
MX1502,61.75,68.49,55.07,55.2,28.65,1.81,1.68,1.51,78.15,1819.72,5585.14,254.46,115.13,69.47,23.43,24.01,20.27,59.01,83.58,57.15,26.03,86.13,414.61,44.94,Normal
MX1503,58.62,66.45,63.11,58.3,28.55,1.96,1.7,1.65,79.06,1865.77,6341.74,248.61,113.91,80.3,23.6,23.45,20.78,69.72,79.7,57.58,29.81,83.04,415.05,44.75,Normal
MX1504,76.19,83.74,74.72,65.98,28.2,2.98,2.76,2.2,81.35,1864.13,7429.36,299.99,152.29,101.98,25.23,28.58,30.21,78.87,96.88,63.83,31.76,76.43,414.74,44.87,Warning
MX1505,76.99,87.26,78.83,67.08,30.8,3.45,3.29,2.62,83.84,1911.76,7028.54,299.6,151.4,92.45,25.71,24.08,28.92,70.98,89.02,65.47,32.94,74.02,415.03,45.27,Failure
MX1506,60.85,64.89,57.45,56.49,27.14,1.8,1.72,1.21,76.13,1774.57,6410.22,228.01,127.96,67.98,23.37,18.87,21.03,61.16,70.63,57.18,26.17,72.24,415.53,45.2,Warning
MX1507,71.59,73.07,62.51,56.92,28.25,3.3,3.17,2.38,86.05,2355.35,8576.79,353.64,167.09,108.1,32.05,29.44,33.01,88.53,87.37,71.32,34.24,84.23,416.06,44.96,Normal
MX1508,69.67,68.9,58.44,58.57,27.92,2.03,1.49,1.41,75.41,1707.6,5736.08,248.96,113.52,73.29,20.76,18.08,19.62,61.71,80.35,56.76,32.68,79.21,415.22,44.93,Normal
MX1509,71.98,72.72,68.56,61.35,28.8,2.83,2.52,2.35,85.65,2278.58,7348.14,332.87,138.98,94.64,29.84,25.97,27.02,75.61,96.05,64.01,35.05,80.6,414.34,45.22,Warning
MX1510,73.17,79.48,67.59,64.25,28.22,3.53,3.09,2.72,86.13,1977.82,6925.63,287.57,141.28,89.31,25.69,25.29,26.08,73.96,90.89,67.85,35.42,81.04,414.7,44.9,Failure
MX1511,67.86,73.13,63.72,63.72,31.29,2.34,2.49,1.92,83.02,1730.65,6143.73,237.95,118.72,77.13,23.43,19.62,20.24,62.05,82.5,61.29,32.82,71.32,414.59,44.68,Normal
MX1512,68.63,75.64,67.58,58.04,28.4,1.84,2.27,1.72,75.78,1629.82,5421.29,224.61,109.79,71.96,21.69,19.09,20.72,61.49,76.03,55.39,30.85,76.51,415.27,44.73,Warning
MX1513,69.71,79.54,67.95,60.55,28.76,1.88,1.78,1.86,77.16,1516.18,4885.19,232.08,97.07,65.68,19.45,19.97,18.48,54.64,75.32,55.71,31.46,77.35,415.21,45.21,Warning
MX1514,80.09,82.11,71.8,67.92,31.42,2.44,2.23,2.16,80.19,1902.61,6270.3,240.88,131.27,77.44,23.68,25.44,27.59,71.04,89.87,64.77,35.19,73.0,415.12,44.77,Warning
MX1515,62.58,67.51,59.98,56.92,31.07,1.45,1.27,1.0,74.11,1405.69,4502.37,217.43,91.19,60.4,19.47,15.45,18.25,51.15,67.56,56.19,32.55,83.53,414.9,44.7,Normal
MX1516,61.9,63.02,57.09,54.42,26.6,1.98,2.07,1.61,79.27,1608.45,5054.1,203.76,97.87,70.29,18.98,21.14,19.76,61.49,71.77,59.46,27.59,84.66,415.09,44.94,Normal
MX1517,63.01,68.86,60.0,54.42,29.33,1.19,1.09,1.04,71.73,2114.3,6529.46,306.3,112.56,84.33,23.57,22.36,25.52,72.5,77.4,68.41,36.49,80.87,415.16,45.07,Normal
MX1518,77.27,84.15,72.95,70.35,29.23,2.87,2.88,2.6,87.03,1942.09,6242.63,291.76,124.0,93.83,25.79,26.98,23.8,70.9,87.91,62.01,38.0,80.65,414.88,44.74,Failure
MX1519,77.2,81.85,72.08,64.5,29.06,2.31,2.11,1.93,80.92,2327.34,8321.0,285.54,142.62,101.07,28.36,26.4,30.46,79.37,86.43,73.89,35.1,78.13,414.13,44.79,Failure
MX1520,75.61,78.61,70.07,66.78,28.29,2.97,2.78,2.34,83.14,1907.28,7402.68,281.36,139.03,84.56,25.38,25.73,23.12,77.92,92.14,67.22,34.26,77.53,414.85,45.04,Warning
MX1521,77.2,86.11,71.93,64.76,28.82,2.52,2.06,2.31,78.14,2219.02,7530.67,308.84,141.96,96.7,26.51,28.15,29.33,79.03,90.56,67.61,34.73,79.55,414.48,44.61,Normal
MX1522,78.79,80.77,73.18,67.12,28.84,3.5,3.0,2.48,88.95,1852.58,5895.96,252.38,136.23,82.27,25.61,22.52,24.35,66.82,82.62,69.61,33.45,76.58,415.11,45.2,Failure
MX1523,72.29,79.66,69.07,64.49,29.0,1.63,1.61,1.05,75.42,1786.46,5912.85,257.8,108.17,78.11,24.81,24.21,23.48,72.7,86.12,67.89,32.53,80.99,415.34,45.05,Normal
MX1524,76.97,85.64,73.15,65.28,29.25,2.99,2.38,2.09,83.16,2637.32,9883.34,380.19,185.92,129.83,35.73,36.12,37.07,99.91,100.24,72.15,32.93,75.0,415.08,44.77,Failure
MX1525,69.3,73.79,65.17,60.29,30.33,3.64,3.22,2.8,85.93,2301.2,7706.27,330.45,140.89,98.29,26.8,28.32,28.51,82.55,94.81,67.31,35.38,76.68,414.51,45.27,Normal
MX1526,73.15,80.51,68.96,64.41,28.2,2.5,2.4,2.16,80.64,2141.0,7336.5,305.91,146.76,94.38,25.43,29.42,29.29,81.42,84.31,70.52,31.53,86.23,414.99,45.15,Warning
MX1527,67.68,73.22,60.71,57.5,27.74,1.96,1.8,1.43,78.43,1779.23,6134.0,240.12,109.22,69.66,21.41,23.64,26.0,73.42,84.13,62.2,30.91,87.7,414.54,44.96,Normal
MX1528,70.56,72.76,65.06,61.5,28.04,2.57,2.5,1.95,84.23,2238.64,7776.14,304.41,130.2,88.18,27.09,26.98,26.62,80.08,84.03,64.66,29.73,86.52,415.04,44.72,Warning
MX1529,52.59,55.81,49.13,48.92,30.64,1.53,1.27,0.81,74.03,1287.08,4045.58,186.64,91.45,45.76,15.36,11.72,11.21,39.02,69.97,50.0,24.8,87.62,414.94,44.8,Normal
MX1530,61.8,68.5,58.24,57.49,28.22,2.0,1.72,1.73,76.51,1321.35,3773.74,194.59,106.97,66.03,19.8,19.77,20.32,56.22,71.64,49.92,31.01,73.78,415.18,45.11,Normal
MX1531,61.93,68.71,57.59,56.09,24.87,1.96,1.77,1.67,77.32,1776.5,5678.8,251.9,111.09,67.26,21.7,22.79,23.12,71.76,71.02,58.31,29.61,84.3,414.71,44.72,Normal
MX1532,64.97,67.97,61.7,58.13,27.31,3.48,2.85,2.44,83.67,2190.14,7696.24,320.14,143.65,88.38,26.48,24.85,27.59,76.91,80.29,62.68,31.43,80.28,414.96,44.75,Normal
MX1533,70.86,71.97,68.15,63.88,26.89,1.99,1.77,1.71,75.46,1748.75,5423.1,204.14,118.15,73.15,22.69,18.65,20.83,52.91,73.32,66.06,30.78,82.24,415.1,45.0,Normal
MX1534,72.5,77.4,67.98,62.02,28.56,2.88,2.61,2.27,82.85,1976.12,6645.33,278.05,130.6,81.85,21.57,26.68,23.76,64.96,87.08,65.55,37.82,73.17,415.65,45.11,Failure
MX1535,64.92,65.11,61.03,54.78,27.75,2.91,2.53,2.47,80.63,1820.5,6245.81,238.69,119.1,64.61,19.99,21.47,20.84,62.03,82.06,61.01,29.17,79.21,415.09,45.1,Warning
MX1536,63.81,62.49,59.43,52.13,27.2,1.91,1.69,1.79,75.66,1652.82,5920.23,215.61,109.63,69.61,18.74,18.4,18.75,57.17,82.51,60.37,27.79,82.25,414.77,45.06,Normal
MX1537,66.14,68.33,65.19,62.1,26.83,2.14,1.99,1.62,76.29,1554.3,4692.34,221.3,108.08,52.93,17.94,15.12,16.46,45.02,74.62,53.67,29.4,81.79,414.41,44.89,Normal
MX1538,60.4,64.29,56.98,51.94,27.09,0.9,0.66,0.44,66.63,1237.19,4030.89,174.88,67.78,41.09,12.79,10.86,10.92,39.03,63.77,49.62,24.56,85.22,414.73,45.16,Normal
MX1539,65.09,70.79,57.8,58.59,30.14,1.46,1.29,1.41,75.79,1842.02,5857.77,217.96,112.62,71.43,18.65,19.38,21.09,64.85,82.93,57.14,29.87,84.3,414.43,44.78,Normal
MX1540,63.49,65.79,56.84,56.0,27.22,1.61,1.35,1.07,76.44,1210.38,3702.28,167.55,87.38,38.69,13.89,11.42,16.1,41.59,63.43,56.45,28.53,75.51,414.86,45.16,Normal
MX1541,57.18,62.82,55.16,51.8,26.45,2.18,1.89,1.99,77.62,1536.93,5662.84,215.19,100.02,48.83,16.66,14.23,16.2,49.65,73.6,50.89,27.83,82.95,414.7,45.06,Normal
MX1542,59.31,61.05,56.92,51.67,27.8,1.82,1.84,1.6,75.32,1448.63,5343.15,195.04,96.7,65.73,19.18,17.65,17.72,54.98,77.04,59.75,27.3,84.57,415.11,44.85,Normal
MX1543,58.04,61.82,55.53,58.38,26.79,1.84,1.43,1.26,72.02,1401.03,4394.51,192.41,98.78,49.81,16.11,16.15,15.76,55.09,60.37,48.2,24.4,75.54,414.29,45.13,Warning
MX1544,68.71,74.41,66.69,58.18,29.21,2.52,2.64,2.34,84.71,1956.94,6988.49,278.26,131.83,80.38,24.25,23.65,24.7,68.13,84.07,56.63,27.27,82.47,414.47,45.25,Warning
MX1545,62.15,69.07,56.98,55.93,26.89,1.74,1.64,1.35,74.36,1632.12,4960.17,245.38,102.23,62.15,21.21,22.41,20.36,58.81,69.16,51.78,28.18,75.67,415.33,44.62,Warning
MX1546,60.06,58.12,49.59,52.46,26.01,1.82,1.47,1.27,75.23,1653.85,5579.18,205.76,98.55,64.6,19.91,17.15,19.94,63.42,80.26,52.07,27.15,80.36,415.09,44.89,Normal
MX1547,56.71,56.31,51.15,51.97,27.8,1.78,1.59,1.41,75.19,1324.04,4294.4,208.58,97.78,48.69,15.58,14.28,16.5,38.93,64.66,50.24,24.99,84.31,414.86,44.81,Normal
MX1548,63.26,68.4,60.43,57.26,27.87,1.29,0.55,0.83,69.64,1323.1,4617.25,170.57,100.52,55.75,19.9,18.01,15.51,51.86,76.19,52.33,26.65,78.14,414.91,45.08,Warning
MX1549,66.85,71.28,65.26,57.04,27.45,2.81,2.64,2.36,83.55,1945.02,7304.72,283.37,144.63,91.98,25.12,22.71,24.6,74.6,85.88,59.68,35.24,72.72,415.06,45.04,Normal
MX1550,73.88,78.27,69.97,64.01,27.17,2.45,2.2,1.78,82.89,1855.78,6201.18,295.54,120.03,93.94,24.81,26.58,24.89,74.97,76.8,69.65,31.44,78.35,415.22,44.91,Warning
MX1551,66.93,67.03,62.49,58.03,26.82,1.32,0.73,0.94,71.69,1495.74,4775.91,209.65,101.52,69.52,17.24,19.03,20.03,50.87,75.42,50.59,26.86,80.96,414.55,44.8,Normal
MX1552,68.04,70.35,63.62,56.9,28.23,2.57,2.27,2.04,80.84,1931.1,6748.37,301.8,123.3,85.05,22.33,22.28,22.24,68.0,82.21,58.32,28.87,79.51,415.03,44.65,Normal
MX1553,73.12,77.18,68.1,65.45,28.29,2.75,2.35,1.9,82.41,1924.19,6890.29,264.6,132.41,80.4,24.2,26.78,22.32,69.49,90.53,68.5,36.62,79.49,415.65,45.0,Warning
MX1554,64.01,68.59,64.49,56.6,28.41,2.62,2.52,2.25,79.42,1990.92,6375.83,258.28,145.21,86.89,23.35,20.82,20.49,71.31,75.1,63.33,29.26,77.09,414.7,44.77,Normal
MX1555,72.05,80.44,67.65,62.13,28.22,2.54,2.04,1.96,75.22,2315.42,8352.24,334.33,153.81,100.28,29.66,28.76,27.12,78.79,92.46,72.86,34.63,83.37,415.4,44.95,Warning
MX1556,60.18,61.24,54.19,54.01,25.28,1.62,1.32,1.03,73.25,1522.45,4413.55,235.47,110.64,65.08,18.07,21.92,18.05,58.66,72.32,47.68,25.41,80.19,414.84,44.92,Normal
MX1557,69.65,79.7,65.43,59.78,28.54,1.73,1.27,1.5,75.11,1904.61,6921.53,252.17,129.32,80.67,23.48,23.3,24.39,67.28,81.57,57.97,31.97,78.59,414.79,45.23,Warning
MX1558,64.39,69.88,59.16,59.45,28.08,2.45,1.82,1.7,78.45,1951.42,6983.79,235.96,135.29,79.31,20.35,23.78,21.72,69.16,77.38,59.09,30.87,81.85,415.12,45.14,Warning
MX1559,61.47,66.07,62.05,54.39,27.9,1.62,1.63,1.53,75.52,1647.01,5188.37,231.7,112.89,63.55,20.95,21.66,19.18,59.43,78.56,56.86,30.29,80.86,414.82,44.91,Warning
MX1560,45.36,53.65,44.57,45.4,26.85,0.95,0.74,0.68,69.54,1170.3,3768.09,167.12,66.46,33.39,11.5,13.55,11.35,38.64,65.21,45.46,19.62,80.64,414.95,45.24,Normal
MX1561,70.05,76.0,63.47,59.64,26.27,2.81,2.51,2.34,81.68,2133.33,7284.84,269.18,135.53,96.0,23.13,25.56,25.54,80.02,81.8,67.4,34.74,73.57,415.24,45.1,Normal
MX1562,60.28,66.89,62.71,56.68,28.91,2.0,1.87,1.55,78.64,1643.94,6692.14,228.67,144.91,89.01,22.36,21.63,23.57,62.83,84.0,50.31,26.17,82.19,414.69,45.14,Normal
MX1563,55.68,58.29,55.39,49.06,24.27,1.8,1.68,1.64,78.08,1727.26,5267.55,209.18,116.13,68.03,22.66,21.14,19.79,65.23,75.61,57.87,24.8,81.67,414.69,45.09,Normal
MX1564,75.39,76.83,66.65,63.09,30.03,2.3,2.33,1.87,79.55,1978.48,6263.72,237.9,118.14,78.36,22.99,24.2,21.87,67.78,77.79,64.92,32.43,84.0,415.52,45.4,Warning
MX1565,64.93,67.8,61.21,56.07,28.03,2.35,1.66,1.48,77.84,1769.14,5288.13,227.97,125.32,80.13,20.02,21.22,22.74,64.91,76.72,62.74,33.21,77.78,414.85,45.11,Normal
MX1566,56.63,54.26,54.16,52.43,28.23,1.93,1.63,1.45,75.33,1568.5,4843.62,193.04,85.08,54.17,13.29,16.55,18.16,51.76,62.48,50.97,27.35,79.47,414.82,44.95,Normal
MX1567,73.57,80.16,70.34,62.94,27.11,2.79,2.85,2.09,85.3,2026.24,7155.02,255.1,136.67,93.19,24.82,26.59,24.59,76.18,83.04,63.55,32.47,81.86,414.88,45.14,Normal
MX1568,57.53,54.8,51.88,53.13,27.33,0.73,0.92,0.9,72.59,924.33,3197.73,123.27,73.37,34.68,13.34,13.4,10.79,33.86,62.69,43.99,19.87,81.84,414.67,45.26,Normal
MX1569,71.41,79.03,68.63,60.83,26.62,2.19,1.72,1.8,72.54,1827.14,5834.53,240.01,109.82,79.82,20.86,22.06,21.63,64.08,85.64,65.46,35.98,70.62,414.93,44.84,Warning
MX1570,41.13,41.76,36.63,39.47,27.28,0.35,0.15,0.44,65.94,974.77,2193.17,132.75,62.4,27.32,8.99,8.62,9.74,31.55,60.62,41.76,18.14,89.21,415.42,44.86,Normal
MX1571,70.68,73.14,64.11,58.3,28.95,1.46,1.25,1.71,74.11,1453.58,4423.61,250.84,96.38,67.67,19.13,21.98,21.14,53.92,71.28,58.95,30.74,87.75,415.11,45.31,Normal
MX1572,68.69,75.43,67.54,58.51,26.71,2.39,2.17,2.02,76.72,1952.31,6661.22,275.82,132.36,86.27,22.4,24.78,26.04,74.46,82.11,59.12,34.17,75.89,415.27,45.13,Warning
MX1573,71.21,70.76,63.92,56.78,30.14,3.13,2.64,2.32,85.25,1844.29,6336.21,264.95,122.79,70.33,22.08,19.79,21.04,66.09,86.3,61.13,31.93,78.87,414.8,44.91,Normal
MX1574,68.2,68.6,64.51,60.89,27.61,2.76,2.47,2.31,86.1,1790.46,5377.07,244.3,132.72,65.32,22.15,21.32,24.07,61.16,81.65,59.28,29.63,77.46,414.93,45.41,Failure
MX1575,72.39,74.43,67.85,59.98,26.21,2.81,2.46,2.14,82.31,2101.37,6981.85,273.34,147.79,96.81,27.23,27.19,26.12,74.73,86.14,70.53,30.76,75.85,414.84,45.15,Warning
MX1576,70.62,76.96,67.7,60.18,26.26,2.44,2.12,1.72,79.99,1617.55,6310.05,219.33,131.84,75.33,21.71,20.14,23.7,61.7,74.6,56.67,31.35,79.87,415.02,44.82,Warning
MX1577,62.96,67.58,57.48,54.86,29.98,1.9,1.15,1.1,75.56,1710.95,5155.22,209.19,94.58,65.91,18.53,20.47,19.42,56.85,66.75,50.22,26.48,83.21,414.77,44.68,Normal
MX1578,66.36,67.65,60.01,56.76,27.92,1.22,1.02,1.12,76.77,1553.96,4901.02,185.14,103.72,70.44,20.78,20.48,18.88,52.29,77.06,47.33,28.23,76.71,415.07,45.16,Normal
MX1579,76.15,77.6,67.06,61.09,27.82,3.32,3.01,2.56,83.52,2383.26,8378.72,329.2,160.94,114.31,29.66,29.88,30.92,87.52,96.17,74.78,35.35,79.74,415.2,45.14,Failure
MX1580,63.1,66.28,63.49,55.97,28.0,2.13,2.1,1.55,75.86,2056.54,6592.2,291.4,126.39,85.84,24.36,21.91,24.73,66.14,90.21,60.58,28.3,78.64,414.94,44.81,Normal
MX1581,66.14,72.6,64.67,57.4,28.04,2.22,2.32,1.64,77.25,1785.8,6671.56,247.47,126.59,87.32,23.15,25.39,23.0,69.07,76.4,57.17,29.22,82.14,414.92,44.95,Normal
MX1582,63.59,68.11,61.2,56.95,29.24,1.7,1.53,1.79,74.0,1335.45,5008.1,185.73,92.45,64.53,16.78,16.06,16.52,47.42,76.95,55.38,23.65,79.49,414.71,45.09,Normal
MX1583,67.15,72.83,66.62,62.21,26.82,2.11,1.55,1.46,78.89,1947.46,7272.62,311.58,120.63,83.36,24.43,26.13,24.95,70.85,85.97,56.12,29.86,78.5,414.61,44.99,Warning
MX1584,51.67,59.95,49.65,49.73,27.77,1.48,1.51,1.38,76.26,1279.75,3576.7,183.55,84.68,42.3,15.28,15.78,13.17,43.0,68.77,51.01,25.48,80.85,415.17,44.75,Normal
MX1585,61.89,69.72,56.24,55.88,28.84,1.99,1.54,1.3,75.03,1853.85,5850.04,260.09,123.49,79.87,20.73,20.62,20.91,71.47,83.37,57.19,28.26,80.64,414.7,45.21,Normal
MX1586,71.04,71.23,64.02,60.98,26.54,1.77,1.36,1.38,77.52,1621.05,4276.65,190.66,93.72,53.71,16.43,19.03,15.89,43.67,74.57,49.65,29.39,79.08,415.26,45.39,Normal
MX1587,71.31,83.25,69.35,62.66,29.5,1.8,1.32,1.38,74.0,2301.37,7620.8,332.54,143.04,96.24,26.19,26.0,28.37,88.2,85.76,64.53,36.57,90.05,415.01,45.02,Warning
MX1588,62.05,63.2,53.98,53.4,28.98,2.4,1.95,2.18,74.36,1337.93,3838.12,186.64,101.62,57.99,16.21,17.34,14.9,42.15,69.91,49.81,26.17,74.11,415.06,44.88,Normal
MX1589,63.38,70.52,62.49,61.44,26.34,2.44,2.09,1.74,81.86,2141.37,7901.0,327.99,143.02,82.81,25.99,27.92,24.32,79.4,84.44,67.12,30.77,82.61,414.75,44.91,Warning
MX1590,85.09,91.4,78.98,68.48,30.65,3.02,3.14,2.78,87.03,2228.13,7866.52,338.32,156.88,100.42,29.5,31.11,29.02,88.79,102.74,69.05,40.02,71.8,414.98,44.88,Failure
MX1591,53.71,56.96,50.12,48.79,27.24,1.49,1.49,1.07,74.69,1140.92,3601.31,147.2,72.21,35.46,11.41,11.95,11.83,34.36,62.94,50.82,24.58,79.06,414.98,45.19,Normal
MX1592,64.47,68.58,60.1,56.48,28.21,2.03,1.96,1.81,76.46,1656.97,5460.59,251.11,122.83,76.12,19.56,20.52,19.79,59.88,70.18,61.36,30.27,78.82,414.93,44.95,Normal
MX1593,75.51,82.28,67.9,63.38,28.81,2.42,2.68,1.79,80.12,2228.51,8617.17,340.6,151.58,97.21,29.57,29.49,30.36,82.86,87.45,69.6,35.94,73.0,415.09,45.38,Failure
MX1594,74.04,76.66,70.46,62.74,29.38,1.41,1.54,1.23,75.26,2042.14,7182.9,271.36,119.72,88.92,26.95,25.1,27.39,77.31,88.25,58.06,33.43,84.77,414.58,45.03,Warning
MX1595,68.49,67.54,60.08,58.93,28.66,1.72,2.03,1.95,77.8,1370.61,3955.5,171.6,81.84,51.18,15.41,15.11,18.56,39.84,71.81,45.21,30.28,75.08,414.91,44.87,Warning
MX1596,59.79,58.83,57.93,55.13,28.05,1.67,1.32,1.55,74.95,1414.16,4703.77,219.81,103.24,56.55,17.49,17.45,19.3,53.94,70.66,56.07,25.89,75.63,415.15,44.82,Failure
