current_amp,voltage_v,travel_speed_mmps,wire_feed_mmps,heat_input_kjmm,gas_flow_lpm,joint_gap_mm,plate_thickness_mm,material,defect
266.5,28.79,9.03,8.65,0.85,15.9,0.54,10.0,Carbon,0
198.9,25.55,6.43,6.18,0.79,13.1,1.02,3.0,Stainless,1
244.8,26.67,8.76,7.38,0.746,20.5,0.25,8.0,Carbon,0
189.8,22.16,9.98,4.82,0.421,16.3,0.64,16.0,Carbon,0
192.1,24.89,9.83,5.45,0.486,15.3,0.25,5.0,Stainless,0
185.3,22.07,5.49,5.47,0.745,21.7,0.29,12.0,Carbon,0
156.2,21.82,4.96,5.5,0.687,13.1,0.15,8.0,Carbon,0
134.5,21.29,6.05,4.41,0.473,17.6,0.65,6.0,Carbon,0
149.1,21.9,6.37,5.23,0.513,13.7,0.41,5.0,Stainless,0
215.4,23.93,7.45,6.82,0.692,22.5,0.45,12.0,Carbon,0
138.2,21.32,5.89,3.89,0.5,15.0,0.29,3.0,Stainless,0
201.9,24.35,8.44,5.31,0.582,16.8,2.26,10.0,Carbon,1
236.9,23.93,6.79,8.06,0.835,16.6,0.2,10.0,Carbon,0
180.2,20.41,7.64,4.87,0.481,15.4,1.73,3.0,Carbon,1
170.6,23.68,10.05,5.25,0.402,16.1,0.95,5.0,Carbon,1
176.5,22.56,8.72,6.31,0.457,18.2,0.19,12.0,Stainless,0
173.6,21.59,9.68,4.94,0.387,17.3,0.46,5.0,Carbon,0
140.9,22.33,4.81,2.78,0.654,18.7,1.35,10.0,Aluminum,1
147.0,23.58,7.79,3.81,0.445,14.4,0.76,12.0,Stainless,0
193.1,21.54,10.25,4.91,0.406,16.5,0.26,5.0,Stainless,1
146.0,21.89,7.54,4.95,0.424,15.7,1.18,10.0,Carbon,1
197.4,23.23,4.69,5.36,0.978,13.0,0.55,8.0,Aluminum,0
212.0,24.66,7.14,6.12,0.732,22.5,0.6,6.0,Carbon,0
160.5,25.35,10.31,4.3,0.395,14.7,0.6,10.0,Stainless,1
169.7,22.89,12.3,5.03,0.316,13.7,0.5,3.0,Aluminum,1
204.8,25.44,6.87,6.04,0.758,13.7,0.27,12.0,Aluminum,0
187.4,23.56,9.24,5.63,0.478,14.3,0.57,12.0,Stainless,0
130.5,22.26,8.45,3.79,0.344,16.6,0.16,5.0,Aluminum,0
181.9,24.45,8.29,5.63,0.537,16.3,0.82,3.0,Carbon,0
175.6,23.68,7.62,4.54,0.545,17.7,0.19,8.0,Carbon,0
168.1,24.01,9.68,5.98,0.417,22.2,0.74,16.0,Carbon,0
192.9,24.31,10.58,5.88,0.443,17.1,0.75,5.0,Carbon,0
138.4,23.97,8.38,4.29,0.396,18.0,0.38,12.0,Stainless,0
196.9,24.1,8.59,6.11,0.553,14.2,0.08,6.0,Aluminum,1
139.2,20.25,8.14,4.21,0.346,15.6,0.64,3.0,Carbon,0
184.4,23.78,11.84,5.39,0.37,14.2,0.82,10.0,Stainless,0
167.1,22.61,5.83,4.52,0.648,16.4,0.6,10.0,Stainless,0
167.3,20.84,8.51,5.19,0.41,20.1,0.06,5.0,Carbon,0
234.8,24.65,6.19,7.62,0.935,17.4,0.42,16.0,Stainless,1
194.0,23.15,8.74,6.74,0.514,15.0,0.55,8.0,Carbon,0
210.5,24.87,10.21,6.13,0.513,7.8,1.48,5.0,Carbon,0
188.7,24.54,8.96,5.86,0.517,16.5,0.08,12.0,Carbon,0
137.1,21.66,7.25,4.81,0.41,14.9,0.28,8.0,Stainless,0
198.6,24.95,7.31,6.05,0.678,15.6,0.65,3.0,Carbon,0
222.2,23.31,7.46,6.89,0.694,18.4,0.57,8.0,Carbon,1
198.1,24.62,7.62,5.72,0.64,15.0,0.14,16.0,Stainless,0
192.8,25.11,7.09,5.82,0.683,10.7,0.24,8.0,Carbon,0
213.4,24.41,9.93,6.69,0.525,18.8,0.39,8.0,Stainless,0
144.7,23.08,4.46,3.49,0.749,12.1,0.38,16.0,Stainless,0
189.1,25.6,5.12,5.21,0.945,18.1,0.45,8.0,Aluminum,1
96.0,22.03,7.3,3.07,0.29,16.3,1.24,3.0,Stainless,0
215.3,23.49,8.14,8.23,0.621,18.3,0.68,3.0,Carbon,0
147.8,23.68,7.3,3.92,0.48,20.5,0.1,6.0,Stainless,0
234.9,24.94,6.58,6.78,0.891,15.9,0.47,8.0,Carbon,0
183.1,23.87,9.2,4.83,0.475,17.5,0.41,16.0,Carbon,0
191.8,25.13,7.27,6.04,0.663,18.8,0.61,6.0,Carbon,0
208.8,23.55,4.22,7.07,1.166,17.8,0.5,10.0,Stainless,0
168.4,21.76,11.25,4.81,0.326,15.8,0.22,10.0,Carbon,0
265.2,25.98,6.96,8.52,0.99,18.5,0.3,6.0,Carbon,0
132.5,22.17,8.97,4.98,0.328,19.7,1.08,16.0,Stainless,1
184.0,25.02,6.12,5.98,0.752,16.3,0.41,8.0,Stainless,0
159.8,21.16,9.27,4.45,0.365,13.0,2.52,3.0,Carbon,1
189.4,23.87,8.67,4.59,0.521,14.4,1.41,3.0,Aluminum,0
224.1,23.33,9.31,7.31,0.562,13.1,1.25,8.0,Aluminum,0
167.2,24.5,5.47,4.54,0.749,20.5,0.38,10.0,Aluminum,0
188.3,21.55,5.63,6.6,0.721,17.7,0.48,3.0,Carbon,0
223.2,25.47,7.58,6.13,0.75,13.5,0.36,10.0,Stainless,1
169.9,22.1,7.64,4.22,0.492,20.3,0.47,10.0,Carbon,0
196.3,23.27,7.1,6.03,0.644,11.7,0.35,12.0,Stainless,0
169.1,24.77,8.36,5.81,0.501,11.5,0.89,6.0,Carbon,0
189.2,22.61,7.17,5.97,0.597,16.0,0.54,3.0,Stainless,0
144.2,21.84,11.94,3.5,0.264,19.7,0.31,5.0,Carbon,0
202.2,21.49,4.55,6.0,0.955,18.2,0.85,8.0,Stainless,0
199.1,24.69,11.66,5.73,0.422,14.3,0.42,12.0,Stainless,1
136.6,21.83,6.69,3.16,0.446,16.7,1.44,5.0,Carbon,0
195.3,22.39,7.11,6.63,0.615,14.7,0.47,16.0,Stainless,0
198.6,25.9,7.77,5.09,0.662,15.6,0.43,8.0,Carbon,1
175.3,24.05,5.08,5.22,0.83,14.5,1.17,8.0,Stainless,0
227.4,24.28,7.23,6.01,0.764,16.3,0.41,3.0,Carbon,0
192.9,24.06,10.92,4.83,0.425,14.2,0.18,8.0,Stainless,0
184.7,22.85,6.79,5.84,0.622,12.9,0.27,8.0,Stainless,0
219.1,24.32,8.65,5.73,0.616,13.4,0.48,16.0,Stainless,1
190.8,21.83,8.66,5.18,0.481,19.4,0.52,16.0,Carbon,0
139.9,20.69,7.01,3.31,0.413,19.0,0.7,5.0,Carbon,1
178.7,23.97,7.97,5.11,0.537,22.3,0.68,6.0,Carbon,0
166.7,24.39,7.84,3.86,0.519,15.0,0.75,6.0,Aluminum,0
235.3,22.24,8.32,6.32,0.629,16.6,0.21,8.0,Carbon,0
167.3,25.12,4.58,5.28,0.918,13.2,1.7,16.0,Stainless,0
225.3,24.48,7.51,7.74,0.735,16.4,1.22,5.0,Stainless,0
181.6,23.18,4.26,6.18,0.989,15.4,0.97,3.0,Carbon,0
249.7,25.57,6.28,8.11,1.017,12.5,0.44,8.0,Carbon,0
184.8,22.14,11.49,5.91,0.356,18.7,0.16,5.0,Stainless,1
158.2,23.44,8.09,3.91,0.458,14.4,0.14,6.0,Carbon,1
169.3,20.67,6.18,4.62,0.566,12.7,1.01,10.0,Carbon,0
259.1,25.27,12.79,7.85,0.512,13.0,0.95,6.0,Carbon,0
214.6,23.86,9.01,6.92,0.568,10.2,1.95,3.0,Aluminum,1
200.4,23.59,4.56,6.13,1.037,13.1,1.12,6.0,Stainless,1
105.1,19.85,7.8,3.05,0.268,13.6,0.99,5.0,Carbon,0
208.4,24.51,8.43,7.15,0.606,15.5,0.04,10.0,Stainless,0
193.2,24.08,5.4,5.84,0.862,14.6,0.54,5.0,Stainless,1
203.9,23.97,7.61,5.42,0.642,12.6,1.08,16.0,Stainless,1
182.4,23.87,10.21,4.86,0.427,16.2,0.71,3.0,Carbon,0
191.7,21.83,7.0,4.42,0.598,15.6,0.42,5.0,Carbon,0
176.6,22.79,9.69,6.17,0.415,18.6,0.1,8.0,Stainless,0
189.3,20.22,10.31,4.75,0.371,17.0,0.43,16.0,Stainless,0
173.4,24.89,6.51,5.71,0.663,16.9,0.85,8.0,Carbon,0
160.1,23.27,7.03,5.07,0.529,13.0,0.63,3.0,Carbon,0
158.5,23.33,10.24,3.83,0.361,19.0,0.12,12.0,Stainless,0
169.6,24.2,3.62,3.94,1.134,17.8,0.77,3.0,Carbon,0
201.4,25.34,6.32,6.73,0.807,15.8,1.09,10.0,Carbon,0
226.7,25.21,8.74,7.3,0.654,16.3,4.0,8.0,Stainless,1
161.7,21.42,4.17,4.02,0.831,18.3,0.1,8.0,Carbon,0
169.1,23.59,8.63,5.92,0.463,17.7,0.13,6.0,Stainless,0
176.6,22.65,6.15,5.64,0.651,14.5,0.28,6.0,Stainless,0
197.1,25.44,8.65,6.62,0.58,14.3,0.75,10.0,Aluminum,0
158.5,21.65,6.27,4.4,0.548,21.9,1.11,8.0,Aluminum,0
190.9,22.55,8.38,5.33,0.514,17.7,0.25,3.0,Carbon,0
206.6,21.96,7.36,5.17,0.616,14.0,0.73,12.0,Aluminum,1
194.5,23.66,7.67,5.48,0.6,16.9,1.32,8.0,Carbon,0
152.3,21.53,8.7,4.94,0.377,10.7,0.24,8.0,Carbon,1
300.0,26.27,9.18,10.29,0.859,17.9,0.11,10.0,Stainless,0
161.8,25.37,7.85,4.18,0.523,14.9,0.12,8.0,Aluminum,0
204.3,24.02,8.5,7.09,0.577,16.5,0.03,8.0,Carbon,0
169.4,22.88,9.39,4.28,0.413,17.5,0.22,5.0,Aluminum,1
150.0,22.4,9.06,5.4,0.371,19.7,0.51,16.0,Stainless,0
229.2,25.7,5.03,7.61,1.172,16.3,0.64,10.0,Carbon,0
229.6,24.47,6.12,6.57,0.917,21.4,0.58,3.0,Stainless,0
227.5,24.72,11.34,6.1,0.496,19.0,0.79,16.0,Carbon,0
227.1,25.33,6.25,7.65,0.92,13.0,0.06,5.0,Stainless,0
160.8,22.85,9.48,5.62,0.387,15.3,1.15,12.0,Stainless,1
228.4,25.05,3.63,8.17,1.576,15.2,1.97,6.0,Carbon,0
234.9,23.92,7.87,6.84,0.714,12.9,0.79,12.0,Carbon,1
207.4,24.87,10.22,5.92,0.505,12.6,1.26,16.0,Carbon,1
162.8,23.35,8.08,5.62,0.471,16.5,0.69,10.0,Aluminum,0
205.6,25.21,8.5,6.27,0.61,10.7,0.19,12.0,Stainless,0
179.5,24.46,7.46,5.4,0.589,14.2,0.41,16.0,Carbon,0
162.8,21.46,12.34,5.37,0.283,13.4,0.1,16.0,Carbon,0
191.2,22.17,4.11,6.64,1.03,19.5,0.31,5.0,Aluminum,0
149.3,22.92,3.68,4.73,0.93,18.8,0.09,16.0,Carbon,0
196.0,24.63,5.87,6.08,0.823,19.5,0.7,3.0,Carbon,0
148.3,23.35,6.43,4.37,0.539,12.9,1.35,12.0,Aluminum,1
180.5,24.78,7.35,6.21,0.608,16.7,0.7,10.0,Stainless,1
168.5,23.22,9.08,4.78,0.431,15.4,0.2,12.0,Stainless,0
211.7,25.24,7.52,5.66,0.711,19.5,0.51,3.0,Stainless,0
193.2,25.76,4.75,5.79,1.047,18.2,0.87,6.0,Aluminum,0
189.7,23.24,5.66,5.76,0.779,11.6,0.64,12.0,Carbon,0
185.5,22.2,9.47,6.2,0.435,16.9,0.23,8.0,Carbon,1
194.1,24.29,7.07,6.5,0.667,15.9,1.01,6.0,Stainless,0
170.3,23.36,5.54,4.2,0.718,17.1,0.59,3.0,Carbon,0
132.7,22.52,3.64,4.59,0.821,15.9,0.78,5.0,Aluminum,1
207.6,25.08,9.86,6.73,0.528,14.8,1.81,12.0,Aluminum,1
175.8,24.09,10.77,5.96,0.393,12.8,1.1,3.0,Carbon,0
173.1,22.94,8.87,5.01,0.448,16.9,1.31,16.0,Carbon,0
222.5,22.67,8.95,6.19,0.564,16.6,0.69,16.0,Carbon,0
212.2,24.37,7.28,5.73,0.711,14.1,0.96,16.0,Aluminum,1
226.6,25.44,9.63,5.97,0.599,19.3,0.92,10.0,Carbon,0
168.0,24.48,7.92,4.83,0.519,18.2,0.5,5.0,Stainless,0
185.5,23.04,6.07,5.2,0.704,14.3,0.85,5.0,Stainless,0
197.0,24.25,8.73,5.77,0.547,11.9,0.23,16.0,Carbon,0
168.3,21.16,8.2,5.16,0.434,13.2,1.39,12.0,Carbon,1
148.2,22.68,6.0,4.78,0.56,15.6,0.43,8.0,Carbon,1
137.7,22.33,8.46,3.7,0.363,18.4,0.99,10.0,Carbon,0
211.4,24.31,9.12,6.05,0.564,15.3,0.67,8.0,Stainless,1
254.9,25.78,8.52,8.13,0.772,15.9,0.55,8.0,Aluminum,0
218.3,26.17,5.76,6.36,0.992,14.0,0.56,12.0,Carbon,0
193.0,25.69,8.0,6.09,0.62,16.1,0.26,10.0,Carbon,0
151.9,24.28,8.7,4.43,0.424,19.1,1.78,5.0,Aluminum,1
218.7,24.62,9.53,6.28,0.565,17.7,0.02,8.0,Aluminum,0
192.6,24.52,6.44,5.93,0.733,16.9,0.83,10.0,Aluminum,0
150.7,22.36,6.45,3.57,0.522,19.4,0.41,12.0,Carbon,0
188.9,25.7,7.45,5.61,0.651,23.1,0.63,5.0,Carbon,0
192.2,23.62,8.07,6.88,0.562,16.5,0.44,12.0,Carbon,1
94.0,21.19,5.55,2.84,0.359,15.3,0.5,12.0,Carbon,0
137.8,21.83,8.3,3.93,0.363,14.9,0.78,5.0,Carbon,0
171.3,22.1,4.56,3.84,0.83,17.1,0.53,10.0,Carbon,0
247.3,26.09,6.05,7.59,1.066,14.6,0.76,5.0,Aluminum,0
168.4,23.83,3.06,5.16,1.311,14.6,0.16,16.0,Carbon,0
195.2,21.91,6.94,5.73,0.616,14.7,0.78,3.0,Carbon,0
173.2,24.44,5.35,5.02,0.791,13.6,0.19,10.0,Stainless,0
160.2,20.83,10.95,4.95,0.305,21.3,1.15,6.0,Carbon,0
196.7,22.84,6.94,5.59,0.647,13.6,0.52,5.0,Carbon,0
164.4,20.82,6.81,5.91,0.503,21.9,0.59,5.0,Stainless,0
172.7,21.44,8.15,4.98,0.454,20.0,0.41,12.0,Stainless,0
184.8,22.93,4.36,5.25,0.972,16.8,0.46,12.0,Aluminum,1
225.4,23.91,6.85,5.86,0.787,17.3,0.85,16.0,Aluminum,1
167.8,21.45,9.49,5.31,0.379,17.5,1.99,10.0,Carbon,0
209.3,23.75,12.22,7.14,0.407,17.6,0.73,10.0,Carbon,0
190.6,23.59,9.95,6.95,0.452,19.2,0.39,16.0,Carbon,0
156.0,23.11,8.35,4.46,0.432,16.2,1.77,12.0,Carbon,1
155.5,21.59,11.87,3.98,0.283,18.1,0.18,12.0,Carbon,0
172.5,21.06,6.0,4.88,0.606,20.5,1.79,3.0,Carbon,1
147.7,21.52,8.01,4.08,0.397,12.3,0.27,6.0,Stainless,0
176.7,25.12,8.73,5.83,0.508,18.1,0.45,8.0,Aluminum,0
165.2,21.26,7.5,5.76,0.469,15.4,0.98,6.0,Carbon,1
226.0,25.53,8.52,7.14,0.677,15.2,0.59,6.0,Carbon,0
209.2,25.0,6.11,6.39,0.856,16.0,0.51,16.0,Carbon,0
184.5,24.38,12.06,6.02,0.373,15.2,0.35,10.0,Stainless,0
255.6,25.51,10.73,8.0,0.608,20.6,0.96,6.0,Carbon,0
246.6,25.28,7.94,7.2,0.786,21.3,0.7,12.0,Aluminum,0
251.4,24.12,3.0,8.56,2.021,14.4,0.17,16.0,Carbon,0
196.4,25.66,8.86,5.09,0.569,19.8,0.04,3.0,Stainless,0
163.7,24.18,6.61,5.29,0.599,18.9,0.32,12.0,Stainless,1
154.0,20.47,8.9,4.28,0.354,11.1,0.62,12.0,Aluminum,1
160.8,22.51,6.53,3.41,0.554,17.2,1.5,16.0,Carbon,1
141.1,21.84,7.97,4.23,0.387,17.1,0.69,10.0,Stainless,1
225.4,24.04,10.62,6.12,0.51,14.4,0.27,12.0,Carbon,0
210.5,23.14,4.5,6.94,1.083,17.0,0.61,16.0,Carbon,0
250.2,26.06,8.25,7.89,0.791,13.1,0.2,12.0,Aluminum,1
202.5,23.22,5.93,6.3,0.793,15.4,1.13,3.0,Carbon,0
151.7,21.97,10.38,4.9,0.321,14.6,0.19,16.0,Carbon,1
211.6,26.22,8.39,6.19,0.662,11.3,0.77,12.0,Stainless,0
188.7,23.95,9.92,5.81,0.456,15.9,0.51,8.0,Carbon,0
214.0,24.55,5.77,6.84,0.91,11.6,0.49,3.0,Carbon,0
223.5,23.19,7.67,5.78,0.675,22.6,1.36,12.0,Stainless,1
162.3,20.27,5.82,3.36,0.565,18.5,0.35,12.0,Carbon,1
181.7,22.64,6.65,6.14,0.618,17.8,0.67,10.0,Carbon,0
189.9,23.05,11.48,5.19,0.381,19.1,1.11,8.0,Carbon,0
211.0,23.89,9.78,6.97,0.515,16.1,0.52,12.0,Carbon,0
175.6,23.48,3.11,4.59,1.328,14.6,0.49,6.0,Stainless,0
228.3,24.59,10.46,5.6,0.537,20.2,0.72,5.0,Carbon,0
215.9,25.53,6.8,7.6,0.81,15.6,0.78,10.0,Stainless,0
233.7,23.3,8.28,7.32,0.658,14.3,0.91,8.0,Stainless,0
234.6,22.93,6.59,7.69,0.816,14.4,1.4,16.0,Stainless,1
154.3,21.75,7.26,5.28,0.463,15.6,0.66,3.0,Carbon,1
217.2,24.95,9.55,6.84,0.567,8.7,0.18,16.0,Carbon,0
266.4,29.54,6.23,8.58,1.264,18.7,2.63,12.0,Stainless,1
196.5,22.45,9.16,6.07,0.482,18.2,0.71,8.0,Stainless,1
166.1,22.93,8.92,4.79,0.427,11.0,0.59,5.0,Carbon,0
181.9,23.65,9.06,6.4,0.475,18.3,0.38,12.0,Stainless,0
184.7,23.33,6.77,5.32,0.637,16.6,0.41,10.0,Stainless,0
152.4,22.94,12.89,4.93,0.271,16.7,0.43,3.0,Carbon,0
189.1,23.38,9.35,6.07,0.473,15.9,0.29,3.0,Stainless,0
227.6,23.95,6.62,6.7,0.823,14.8,0.97,6.0,Carbon,1
147.9,25.32,6.12,4.63,0.612,10.7,0.38,5.0,Aluminum,1
182.6,22.32,9.8,6.13,0.416,19.3,0.5,6.0,Carbon,0
242.3,25.72,5.96,7.65,1.045,15.1,0.56,16.0,Carbon,0
223.1,24.9,9.7,7.04,0.573,12.4,1.81,10.0,Aluminum,1
215.0,24.91,4.33,6.6,1.236,16.4,1.3,5.0,Aluminum,0
169.5,23.79,5.72,4.59,0.704,16.2,0.47,6.0,Stainless,0
210.7,24.02,6.95,6.05,0.728,9.7,1.77,10.0,Stainless,1
208.1,26.58,8.28,6.58,0.668,15.8,1.7,16.0,Stainless,0
145.7,22.09,7.23,2.59,0.445,13.4,0.87,5.0,Carbon,0
156.1,23.6,5.56,5.46,0.663,17.5,0.41,10.0,Stainless,0
227.7,26.81,7.75,6.8,0.788,20.2,0.54,6.0,Carbon,1
247.4,26.17,5.97,8.18,1.084,14.8,0.43,6.0,Carbon,0
185.2,24.09,7.05,4.61,0.633,16.4,0.75,6.0,Carbon,0
135.8,23.96,8.66,3.68,0.376,15.9,2.07,12.0,Carbon,0
165.1,23.0,9.78,4.98,0.388,14.2,0.93,12.0,Carbon,0
240.3,25.33,8.43,7.19,0.722,16.7,1.08,12.0,Aluminum,0
180.8,22.12,9.26,6.09,0.432,16.7,1.39,12.0,Carbon,1
128.7,23.49,11.5,4.06,0.263,16.5,1.03,16.0,Carbon,1
215.2,24.38,6.27,6.54,0.837,14.8,0.43,8.0,Stainless,1
175.0,22.07,6.35,4.38,0.608,16.5,0.7,8.0,Carbon,0
226.6,27.06,10.24,6.52,0.599,14.7,0.13,10.0,Stainless,0
225.1,25.5,4.85,7.78,1.183,15.9,1.11,3.0,Stainless,0
229.1,25.61,5.68,6.93,1.034,14.1,0.36,8.0,Carbon,0
174.8,23.78,5.85,5.8,0.711,20.4,0.52,5.0,Stainless,0
187.6,24.45,10.69,7.01,0.429,15.5,1.18,3.0,Carbon,1
174.5,22.58,6.43,5.07,0.613,18.3,0.24,10.0,Carbon,0
186.9,24.71,13.29,5.4,0.348,11.7,0.63,10.0,Carbon,0
172.2,22.89,6.92,5.3,0.57,20.4,0.33,3.0,Stainless,0
202.2,22.87,6.3,6.44,0.734,21.0,1.59,8.0,Carbon,1
220.2,25.63,6.39,6.61,0.883,21.1,0.61,8.0,Carbon,0
217.5,26.26,9.15,6.36,0.624,16.2,0.77,8.0,Aluminum,1
210.5,24.8,8.66,6.0,0.603,18.9,0.08,16.0,Carbon,1
245.5,25.81,7.02,6.68,0.902,13.2,1.69,3.0,Carbon,1
168.2,22.04,6.98,4.68,0.531,15.4,0.32,3.0,Carbon,1
135.7,22.06,6.03,3.78,0.497,19.8,0.78,6.0,Stainless,0
179.6,23.69,7.73,5.09,0.55,18.4,1.25,12.0,Carbon,0
179.1,23.66,12.43,4.71,0.341,14.3,0.18,16.0,Stainless,0
119.7,21.41,7.52,3.89,0.341,12.0,0.33,8.0,Aluminum,0
141.1,23.66,6.85,5.32,0.488,18.8,0.29,6.0,Stainless,0
207.4,24.59,7.75,5.36,0.658,15.2,2.46,5.0,Aluminum,0
148.6,20.6,11.18,3.52,0.274,16.1,0.92,16.0,Stainless,1
243.1,24.46,5.1,7.31,1.165,18.2,0.35,12.0,Carbon,0
207.4,23.37,9.24,6.64,0.525,15.0,0.78,10.0,Stainless,0
257.3,25.27,9.5,7.63,0.685,9.1,1.98,8.0,Carbon,1
172.5,23.47,6.14,4.57,0.659,15.2,0.25,5.0,Stainless,0
182.0,24.33,4.23,4.06,1.047,16.6,0.1,12.0,Carbon,0
181.5,24.9,6.12,4.21,0.739,14.3,0.67,12.0,Carbon,1
185.8,23.12,3.75,6.1,1.145,12.4,1.54,3.0,Carbon,0
184.3,22.66,10.77,5.86,0.388,14.9,0.28,8.0,Aluminum,1
162.8,21.62,11.4,5.5,0.309,13.7,0.14,5.0,Carbon,1
198.5,25.92,10.19,6.18,0.505,18.1,0.48,12.0,Carbon,0
209.2,24.42,8.5,6.16,0.601,15.7,0.44,5.0,Carbon,0
222.0,27.21,7.36,6.41,0.821,23.0,0.79,10.0,Carbon,0
190.6,22.1,8.61,5.07,0.489,15.7,0.85,8.0,Carbon,0
202.9,24.92,10.11,6.05,0.5,14.0,1.36,6.0,Carbon,1
178.0,23.58,8.01,5.41,0.524,15.0,1.31,8.0,Stainless,0
203.1,25.2,8.75,5.95,0.585,16.4,0.37,10.0,Carbon,0
175.1,24.25,3.27,5.43,1.298,17.0,0.63,8.0,Carbon,0
174.7,21.98,8.78,5.59,0.437,22.5,0.19,16.0,Stainless,1
144.1,23.1,8.34,3.71,0.399,14.1,0.22,6.0,Carbon,0
175.9,23.08,8.14,4.47,0.499,15.1,1.5,10.0,Carbon,1
199.6,21.52,10.41,5.83,0.413,13.4,2.16,5.0,Stainless,1
165.2,24.21,6.8,4.5,0.588,17.9,0.69,5.0,Aluminum,1
190.5,22.63,8.39,5.62,0.514,16.8,0.74,10.0,Aluminum,0
161.1,23.25,5.98,6.16,0.626,24.7,0.24,5.0,Stainless,0
184.3,22.46,8.9,5.14,0.465,19.2,0.82,3.0,Carbon,0
191.4,23.91,10.36,6.42,0.442,14.6,0.11,6.0,Aluminum,1
185.2,23.57,7.76,5.17,0.562,23.2,1.18,12.0,Carbon,0
243.8,23.17,9.09,8.17,0.621,15.5,0.56,10.0,Carbon,0
201.6,23.14,8.12,6.35,0.575,13.6,0.24,8.0,Carbon,0
215.4,25.52,8.15,6.44,0.674,15.8,0.87,3.0,Carbon,0
189.5,23.64,11.04,6.71,0.405,17.3,0.72,6.0,Carbon,0
201.1,25.97,10.49,6.37,0.498,15.2,0.82,3.0,Carbon,0
162.1,23.3,8.44,6.26,0.447,10.2,1.6,5.0,Aluminum,1
203.1,21.46,8.83,6.56,0.493,14.1,0.58,6.0,Stainless,0
202.7,26.06,4.28,6.24,1.234,16.9,0.9,3.0,Aluminum,0
153.3,21.78,4.35,4.81,0.767,14.4,0.4,3.0,Carbon,0
196.9,23.44,3.0,5.69,1.539,14.9,0.16,6.0,Carbon,0
157.1,24.46,5.56,4.1,0.692,12.3,1.73,8.0,Stainless,0
216.5,22.91,7.61,5.56,0.652,21.3,0.43,10.0,Aluminum,0
188.0,26.76,6.63,6.28,0.758,15.9,0.56,6.0,Stainless,1
194.0,23.34,7.16,5.43,0.633,10.8,1.25,3.0,Stainless,0
190.5,22.72,12.0,6.2,0.361,18.6,0.41,16.0,Carbon,0
192.1,26.06,7.12,5.61,0.702,18.0,0.38,8.0,Aluminum,0
157.4,21.62,7.72,5.64,0.441,17.1,0.31,10.0,Aluminum,0
177.6,22.86,10.66,5.95,0.381,12.5,0.24,5.0,Stainless,0
164.2,23.79,6.77,5.35,0.577,17.9,1.46,12.0,Stainless,1
203.6,23.24,9.72,5.75,0.487,17.2,0.74,6.0,Carbon,1
252.4,25.78,8.02,7.92,0.812,10.8,1.24,12.0,Stainless,0
213.5,23.23,10.07,6.08,0.492,16.5,0.46,6.0,Carbon,0
168.3,21.2,6.93,3.92,0.515,8.0,0.95,8.0,Stainless,0
220.8,23.66,8.7,6.5,0.6,18.7,0.79,12.0,Carbon,0
210.4,21.14,8.42,6.36,0.528,18.0,0.52,16.0,Carbon,0
178.8,22.82,7.72,4.77,0.529,12.2,0.95,8.0,Stainless,1
197.8,25.29,8.16,5.68,0.613,20.0,0.24,10.0,Aluminum,0
225.6,24.32,4.78,7.07,1.148,15.5,0.81,5.0,Aluminum,0
204.4,22.37,6.17,7.41,0.741,19.7,0.21,12.0,Stainless,0
214.8,22.87,5.69,6.05,0.864,16.3,2.36,16.0,Carbon,0
133.3,20.64,8.34,4.39,0.33,18.4,0.39,16.0,Stainless,1
205.5,23.94,3.88,5.35,1.268,15.6,0.46,8.0,Stainless,1
175.1,25.24,8.86,6.45,0.499,18.2,0.61,5.0,Carbon,0
195.0,22.52,10.59,5.74,0.415,19.4,0.32,8.0,Carbon,0
263.8,25.91,5.39,7.04,1.268,19.7,0.77,6.0,Stainless,0
163.0,25.02,8.31,5.33,0.491,14.3,1.72,5.0,Aluminum,0
175.6,23.88,8.28,6.18,0.506,14.4,0.57,8.0,Carbon,0
198.8,25.07,4.18,6.14,1.193,15.5,0.88,6.0,Carbon,0
119.9,22.65,8.71,3.16,0.312,22.9,1.06,8.0,Carbon,0
139.8,20.32,10.56,4.35,0.269,15.3,0.34,12.0,Carbon,1
207.6,24.18,6.36,6.07,0.788,19.0,0.73,8.0,Carbon,0
186.7,24.86,5.03,6.2,0.923,14.6,0.45,12.0,Carbon,1
213.2,24.38,8.8,6.59,0.591,14.9,1.51,10.0,Carbon,0
163.8,23.39,9.32,4.85,0.411,24.6,0.63,5.0,Carbon,0
189.2,22.85,9.0,5.8,0.48,13.3,0.95,12.0,Carbon,0
178.3,23.39,9.22,5.61,0.452,19.6,0.24,8.0,Stainless,0
176.1,24.14,10.15,4.75,0.419,12.1,0.06,12.0,Stainless,0
210.2,25.32,10.44,6.34,0.51,18.5,1.03,8.0,Carbon,1
174.3,25.45,5.4,4.36,0.822,16.6,0.35,16.0,Stainless,0
206.0,24.0,10.28,5.94,0.481,18.9,0.59,12.0,Stainless,1
191.4,23.28,5.42,6.14,0.822,13.4,0.64,12.0,Carbon,0
236.0,25.54,7.94,6.69,0.76,20.3,0.27,5.0,Carbon,0
204.2,24.25,6.88,5.0,0.72,8.9,0.27,3.0,Aluminum,0
144.5,21.08,8.84,4.65,0.345,22.4,1.77,16.0,Carbon,1
