machine_id,air_temp_k,process_temp_k,rotational_speed_rpm,torque_nm,tool_wear_min,vibration_mm_s,unplanned_downtime_min,failure_mode,failure
M017,298.8,307.93,1433,57.89,215.2,4.0,192.0,Overstrain,1
M012,302.11,312.05,1389,42.66,230.6,3.25,0.0,None,0
M020,300.41,310.21,1611,43.2,62.0,3.74,0.0,None,0
M006,300.97,310.36,1482,55.87,106.7,4.03,0.0,None,0
M001,299.17,308.78,1340,46.6,90.1,3.58,0.0,None,0
M005,300.25,309.62,1583,59.19,210.1,4.28,218.0,Overstrain,1
M023,298.53,309.16,1546,23.2,71.1,3.88,0.0,None,0
M001,301.38,310.74,1486,21.89,143.4,3.21,0.0,None,0
M007,300.03,309.04,1613,31.42,108.2,3.5,0.0,None,0
M016,298.02,308.77,1436,26.2,48.8,3.32,315.0,ToolWear,1
M018,302.6,312.45,1611,62.44,65.6,3.8,0.0,None,0
M018,299.21,309.21,1557,33.1,10.1,3.87,0.0,None,0
M021,301.36,310.82,1533,17.25,,2.85,0.0,None,0
M013,300.14,310.79,1542,31.15,160.8,3.39,0.0,None,0
M032,302.85,311.39,1565,43.66,,3.41,0.0,None,0
M034,299.46,309.1,1164,32.85,128.1,3.21,0.0,None,0
M030,299.61,310.38,1573,42.82,217.2,4.06,0.0,None,0
M033,300.56,310.89,1932,25.68,57.9,3.76,0.0,None,0
M033,297.84,306.76,1475,27.53,187.3,3.31,113.0,HeatDissipation,1
M004,299.94,309.99,1839,44.12,132.3,4.07,0.0,None,0
M020,301.11,311.75,1537,39.32,84.9,3.72,0.0,None,0
M024,299.32,310.77,1223,34.24,82.6,3.17,0.0,None,0
M012,299.68,309.0,1388,40.28,6.9,3.9,27.0,ToolWear,1
M007,299.3,308.37,1355,39.38,105.8,4.28,0.0,None,0
M001,301.16,311.11,1689,45.61,90.4,4.21,0.0,None,0
M001,300.77,310.35,1696,44.41,256.4,3.73,214.0,Overstrain,1
M032,301.88,311.96,1612,54.87,154.3,4.34,121.0,PowerFailure,1
M040,299.17,307.91,1610,44.19,70.5,4.17,0.0,None,0
M035,302.62,311.52,1595,46.26,147.1,4.03,0.0,None,0
M014,299.5,308.5,1406,24.28,161.1,3.39,0.0,None,0
M027,300.85,311.61,1515,23.37,217.3,3.34,0.0,None,0
M014,298.05,308.33,1292,35.1,119.4,3.49,0.0,None,0
M017,296.79,306.63,1456,46.15,131.3,,0.0,None,0
M009,301.26,311.98,1613,41.04,26.0,3.58,0.0,None,0
M033,297.63,309.21,1434,39.76,83.9,3.45,0.0,None,0
M036,302.62,311.47,1609,30.76,168.6,4.2,0.0,None,0
M022,296.98,308.06,1671,40.26,216.8,3.66,0.0,None,0
M004,297.22,306.32,1703,51.25,70.4,4.0,0.0,None,0
M029,297.11,307.07,1624,33.08,147.0,3.73,0.0,None,0
M024,300.3,311.02,1602,31.8,169.2,3.4,0.0,None,0
M034,298.0,306.8,1802,22.5,198.3,3.65,0.0,None,0
M034,298.2,309.43,1439,33.48,67.4,3.74,0.0,None,0
M031,301.19,312.02,1440,36.19,117.7,3.44,0.0,None,0
M032,297.69,307.55,1614,21.77,183.9,3.15,0.0,None,0
M023,300.48,311.73,1724,48.71,108.2,3.72,0.0,None,0
M017,303.31,312.52,1471,44.98,66.2,3.76,0.0,None,0
M037,297.88,308.48,1364,31.18,27.0,3.1,0.0,None,0
M025,296.11,305.0,1588,40.78,136.7,4.18,0.0,None,0
M008,302.64,312.16,1448,44.96,209.7,3.45,0.0,None,0
M001,301.13,310.14,1738,32.82,27.8,4.01,0.0,None,0
M003,296.3,305.6,1570,38.46,215.6,3.68,194.0,Overstrain,1
M035,300.19,311.12,1696,41.15,8.9,3.84,0.0,None,0
M020,295.73,305.0,1479,45.24,65.2,3.86,0.0,None,0
M001,301.49,311.01,1442,45.17,216.3,3.38,0.0,None,0
M014,302.03,313.22,1494,48.53,222.3,3.64,0.0,None,0
M024,297.51,308.24,2045,60.87,48.2,4.52,0.0,None,0
M006,302.05,311.69,1442,36.64,149.2,3.11,0.0,None,0
M022,300.62,310.67,1545,50.4,196.3,3.55,0.0,None,0
M025,301.66,312.0,1555,35.42,166.7,,0.0,None,0
M003,301.74,310.72,1446,28.52,134.0,3.95,137.0,HeatDissipation,1
M007,299.0,308.64,1554,40.86,17.7,3.3,0.0,None,0
M001,301.46,312.13,1522,40.74,176.0,3.69,0.0,None,0
M001,300.23,311.88,1420,24.74,168.3,3.41,0.0,None,0
M009,301.27,311.24,1613,30.85,91.6,3.31,0.0,None,0
M030,298.23,309.55,1669,38.07,126.7,3.44,0.0,None,0
M017,295.64,306.47,1703,43.81,175.4,4.04,0.0,None,0
M033,305.0,313.63,1330,60.27,30.5,3.83,0.0,None,0
M029,298.72,309.35,1253,32.75,155.4,4.14,0.0,None,0
M016,298.91,307.57,1489,24.35,105.4,3.0,0.0,None,0
M021,296.27,305.41,1200,36.72,144.9,3.19,0.0,None,0
M009,302.96,313.47,1586,48.78,189.4,3.78,0.0,None,0
M035,297.28,307.41,2082,61.82,192.3,5.0,173.0,Overstrain,1
M039,296.58,306.92,1568,44.19,88.7,3.66,0.0,None,0
M029,298.53,309.5,1798,16.39,194.1,3.16,0.0,None,0
M024,300.52,310.21,1462,52.16,46.2,3.65,0.0,None,0
M030,299.91,308.96,1738,56.62,218.1,4.59,0.0,None,0
M035,295.74,305.78,1744,57.11,193.3,3.99,0.0,None,0
M010,302.46,312.12,1297,35.74,,3.14,0.0,None,0
M005,303.14,311.82,1432,40.3,11.6,3.48,0.0,None,0
M028,301.37,311.93,1636,21.1,138.5,3.55,0.0,None,0
M022,299.88,310.0,1524,52.98,244.5,3.73,0.0,None,0
M026,300.51,310.46,1245,46.01,91.3,3.45,0.0,None,0
M014,304.69,314.0,1698,38.23,247.5,4.23,0.0,None,0
M030,298.35,308.81,1556,48.33,178.0,3.55,158.0,Overstrain,1
M007,301.16,309.65,1730,37.28,125.7,3.53,325.0,ToolWear,1
M028,300.2,311.07,1370,36.4,253.9,3.65,0.0,None,0
M003,299.04,308.67,1404,37.71,118.9,3.32,0.0,None,0
M022,299.86,309.16,1392,41.7,182.9,5.15,0.0,None,0
M022,299.64,306.77,1458,29.22,57.9,4.08,182.0,HeatDissipation,1
M011,304.2,314.0,1690,18.42,18.3,3.28,21.0,PowerFailure,1
M011,301.82,312.68,1641,42.29,150.7,3.5,0.0,None,0
M009,298.14,306.59,1919,53.57,62.4,4.71,0.0,None,0
M036,297.85,307.07,1463,55.45,235.8,4.86,267.0,Overstrain,1
M019,299.55,309.16,1623,45.62,121.8,4.19,0.0,None,0
M020,302.41,311.77,1738,51.25,257.6,4.35,200.0,Overstrain,1
M005,300.58,313.29,1507,56.06,53.7,5.02,0.0,None,0
M022,301.54,311.62,1892,44.36,72.8,4.2,0.0,None,0
M021,302.6,312.81,1437,48.41,71.4,3.85,0.0,None,0
M014,299.48,308.64,1560,53.0,49.6,4.91,0.0,None,0
M004,301.94,310.71,1387,44.94,137.2,3.41,0.0,None,0
M011,300.93,311.03,1863,34.05,221.3,3.93,0.0,None,0
M006,302.7,312.88,1756,43.13,152.0,3.82,0.0,None,0
M027,300.94,309.03,1849,41.61,11.2,4.03,0.0,None,0
M040,304.21,314.0,1553,41.42,171.7,3.46,346.0,ToolWear,1
M007,299.84,311.08,1686,47.48,26.7,3.9,0.0,None,0
M015,300.5,309.12,1618,29.14,159.2,3.34,0.0,None,0
M038,298.66,308.07,1398,49.6,173.0,4.59,0.0,None,0
M036,301.31,313.1,1840,47.87,153.8,4.02,0.0,None,0
M003,300.72,310.82,1598,43.19,5.5,3.44,0.0,None,0
M034,295.67,306.86,1466,38.81,239.4,3.67,0.0,None,0
M020,296.4,305.77,1521,53.38,,4.48,0.0,None,0
M023,297.6,307.93,1287,60.14,239.2,4.01,340.0,Overstrain,1
M030,298.55,307.89,1447,36.29,140.2,3.87,0.0,None,0
M038,303.41,313.23,1434,24.68,161.5,3.25,0.0,None,0
M019,299.82,311.21,1596,28.57,16.2,3.98,0.0,None,0
M030,299.79,311.13,1706,36.69,170.3,4.31,0.0,None,0
M035,300.91,310.14,1868,36.16,3.8,4.46,0.0,None,0
M004,300.64,312.32,1447,48.77,169.4,3.46,0.0,None,0
M031,302.38,312.82,1643,34.25,168.0,4.66,0.0,None,0
M015,299.7,309.89,1563,41.89,3.7,3.61,0.0,None,0
M028,298.68,308.92,1375,42.84,147.6,3.5,0.0,None,0
M026,300.96,310.94,1759,70.72,,4.38,0.0,None,0
M036,302.19,311.94,1831,38.87,33.5,3.58,0.0,None,0
M016,300.26,309.36,1399,41.42,15.2,4.01,258.0,ToolWear,1
M039,298.62,307.05,1425,50.69,60.8,3.9,0.0,None,0
M013,300.51,309.38,1739,32.49,246.5,3.54,0.0,None,0
M004,299.51,309.24,1642,30.73,148.4,3.71,0.0,None,0
M017,298.42,308.37,1598,32.89,19.5,4.06,0.0,None,0
M023,302.36,311.53,1538,36.41,141.2,3.6,0.0,None,0
M016,298.57,307.6,1665,46.78,251.8,3.62,0.0,None,0
M009,298.98,307.96,1354,49.43,11.7,3.84,357.0,HeatDissipation,1
M030,297.86,307.06,1252,56.77,201.8,4.47,88.0,Overstrain,1
M012,299.51,310.19,1665,52.78,29.7,4.06,171.0,PowerFailure,1
M033,301.52,313.54,1692,36.83,176.3,3.59,0.0,None,0
M030,297.7,308.61,1776,23.38,192.7,3.17,0.0,None,0
M030,300.79,311.41,1859,26.91,76.0,3.45,0.0,None,0
M040,299.61,309.63,1852,36.99,114.1,3.86,0.0,None,0
M027,298.37,307.71,1391,39.66,21.3,3.24,0.0,None,0
M012,305.0,314.0,1257,47.24,177.3,3.55,0.0,None,0
M031,300.32,310.65,1339,41.12,84.6,4.01,0.0,None,0
M025,300.69,309.0,1632,28.86,136.3,3.25,0.0,None,0
M015,296.76,306.5,1602,21.48,29.8,3.12,0.0,None,0
M022,305.0,314.0,1661,53.95,108.3,3.77,0.0,None,0
M034,300.6,313.17,1724,39.75,40.7,3.53,0.0,None,0
M014,300.56,309.77,1608,40.79,97.2,3.6,0.0,None,0
M015,302.45,313.96,1532,45.31,43.9,3.94,0.0,None,0
M001,299.87,310.91,1435,24.27,250.2,3.03,139.0,ToolWear,1
M034,300.21,311.48,1727,50.59,184.1,3.85,0.0,None,0
M039,297.57,308.42,1567,27.62,46.3,3.13,0.0,None,0
M029,298.95,310.81,1639,52.94,247.5,3.76,0.0,None,0
M019,298.95,307.92,1392,54.28,126.1,3.86,0.0,None,0
M022,301.91,311.69,1751,43.81,9.6,,0.0,None,0
M009,303.19,313.68,1188,34.87,9.3,4.29,0.0,None,0
M006,297.72,307.94,1827,58.66,243.6,4.29,138.0,Overstrain,1
M031,301.98,311.48,1723,34.29,31.1,3.42,0.0,None,0
M027,301.5,310.21,1537,55.16,21.1,4.06,0.0,None,0
M011,300.28,310.1,1554,52.04,176.3,3.65,0.0,None,0
M007,299.99,310.82,1406,38.97,237.2,3.43,0.0,None,0
M033,300.66,311.47,1565,41.26,65.0,3.52,0.0,None,0
M012,299.72,308.15,1331,17.24,76.8,3.19,0.0,None,0
M036,304.03,314.0,1800,34.36,201.7,3.75,0.0,None,0
M031,297.31,308.4,1764,35.9,114.4,3.71,0.0,None,0
M015,300.44,307.32,1698,52.81,184.3,4.26,58.0,Overstrain,1
M022,302.4,310.21,1550,49.08,41.8,3.98,0.0,None,0
M008,301.37,310.44,1366,53.65,162.0,3.8,0.0,None,0
M011,300.56,310.3,1238,40.24,199.0,3.35,0.0,None,0
M016,302.55,314.0,1351,37.56,198.5,3.98,0.0,None,0
M038,301.33,311.07,1638,11.69,106.8,3.35,0.0,None,0
M013,302.89,312.62,1625,47.45,239.3,4.25,173.0,Overstrain,1
M004,302.19,311.35,1836,37.71,154.7,3.89,0.0,None,0
M025,300.56,311.71,1594,29.89,111.9,3.55,0.0,None,0
M031,300.76,312.67,1416,36.12,178.8,3.84,0.0,None,0
M030,301.24,311.29,1517,39.2,132.4,3.68,0.0,None,0
M036,297.5,307.75,1477,51.62,195.1,3.77,0.0,None,0
M019,299.76,309.92,1589,31.93,218.2,3.18,0.0,None,0
M008,301.86,311.23,1710,42.21,66.4,3.87,0.0,None,0
M015,299.49,308.89,1369,16.09,191.7,3.21,0.0,None,0
M038,300.59,310.83,1568,37.28,200.5,3.36,138.0,ToolWear,1
M031,300.25,309.83,1632,36.22,151.8,3.59,0.0,None,0
M007,300.68,311.48,1526,25.36,27.0,3.09,0.0,None,0
M022,297.96,308.6,1343,11.5,220.7,2.99,120.0,PowerFailure,1
M010,300.36,308.7,1686,31.09,161.7,4.07,0.0,None,0
M007,301.83,312.52,1472,31.77,106.8,3.51,0.0,None,0
M021,296.36,307.07,1345,12.66,44.3,2.93,0.0,None,0
M003,295.49,306.71,1413,46.01,60.0,3.82,0.0,None,0
M040,299.56,309.22,1585,35.94,143.6,3.85,0.0,None,0
M004,300.11,309.86,1541,33.21,253.3,3.62,0.0,None,0
M015,300.69,309.98,1244,52.37,117.1,3.5,0.0,None,0
M004,301.89,312.94,1292,49.3,240.0,3.48,354.0,Overstrain,1
M001,298.22,308.5,1639,36.81,111.4,3.32,0.0,None,0
M025,300.74,311.47,1353,32.07,,3.14,63.0,ToolWear,1
M024,301.5,311.49,1371,42.77,70.0,3.44,0.0,None,0
M023,301.18,312.0,1710,29.54,107.7,4.49,0.0,None,0
M013,298.3,309.02,1432,49.05,72.1,3.51,0.0,None,0
M020,298.66,309.91,1160,16.67,130.5,2.91,0.0,None,0
M038,299.79,310.95,1471,32.96,,3.25,0.0,None,0
M031,300.84,309.77,1324,27.58,70.2,3.47,71.0,HeatDissipation,1
M009,300.08,310.39,1694,38.9,13.7,3.5,0.0,None,0
M010,297.85,307.81,1829,36.81,41.7,3.78,0.0,None,0
M027,302.23,311.38,1766,49.4,241.6,3.97,59.0,Overstrain,1
M009,302.8,311.96,1742,43.9,82.2,4.66,0.0,None,0
M001,304.27,314.0,1916,46.99,220.0,4.63,28.0,Overstrain,1
M001,299.2,309.35,1507,42.35,102.0,3.99,0.0,None,0
M026,299.82,310.73,1557,29.36,237.1,3.1,0.0,None,0
M015,301.14,310.41,1973,58.81,202.6,4.16,0.0,None,0
M009,297.43,308.81,1482,60.36,240.4,4.43,261.0,Overstrain,1
M007,298.1,307.21,1520,35.22,191.6,3.54,0.0,None,0
M036,297.72,308.26,1575,46.15,98.7,3.95,0.0,None,0
M034,302.1,311.41,1340,58.36,61.4,4.13,211.0,ToolWear,1
M010,300.89,311.4,1617,51.44,136.6,3.64,0.0,None,0
M025,298.79,308.47,1689,17.97,184.5,3.76,0.0,None,0
M021,297.17,307.23,1707,44.79,85.2,3.78,0.0,None,0
M001,299.09,308.85,1601,44.81,216.5,4.49,0.0,None,0
M032,302.36,312.26,1354,49.3,240.6,3.59,0.0,None,0
M010,300.11,306.48,1674,45.03,145.0,4.32,0.0,None,0
M005,302.19,311.88,1511,46.58,128.5,4.33,0.0,None,0
M029,299.95,309.62,1497,40.89,46.8,3.58,0.0,None,0
M013,303.01,314.0,1274,60.44,111.5,3.84,0.0,None,0
M004,299.06,310.62,1463,55.59,168.0,4.09,0.0,None,0
M035,299.65,309.35,1392,30.01,215.1,3.23,319.0,ToolWear,1
M029,300.16,309.07,1594,40.73,239.3,3.58,267.0,Overstrain,1
M032,298.62,308.87,1846,22.68,99.3,4.52,160.0,ToolWear,1
M021,299.49,310.37,1502,26.57,258.0,3.6,0.0,None,0
M033,299.49,310.83,1741,47.12,7.8,3.61,0.0,None,0
M039,298.45,309.0,1623,37.49,221.7,3.56,0.0,None,0
M031,302.77,312.82,1555,45.29,153.6,3.58,0.0,None,0
M027,300.77,312.4,1751,47.46,219.7,4.43,0.0,None,0
M027,298.06,305.45,1389,33.23,156.5,3.14,0.0,None,0
M019,298.21,308.78,1616,53.59,154.7,4.11,0.0,None,0
M017,300.05,308.85,1423,63.69,172.9,3.79,154.0,HeatDissipation,1
M025,298.17,307.94,1635,44.35,28.1,4.73,0.0,None,0
M040,302.66,311.75,1628,36.07,242.1,3.58,0.0,None,0
M030,301.99,312.03,1522,28.06,130.8,3.32,0.0,None,0
M015,299.36,309.17,1726,40.65,,3.72,0.0,None,0
M038,302.04,309.97,1606,45.84,170.5,4.41,0.0,None,0
M034,298.53,310.9,1494,41.69,115.9,3.72,0.0,None,0
M020,299.93,309.86,1301,40.94,149.9,3.23,359.0,ToolWear,1
M026,300.25,308.95,1411,42.71,141.0,3.58,0.0,None,0
M004,296.08,307.39,1280,37.92,219.4,3.68,109.0,Overstrain,1
M017,301.08,310.6,1276,34.45,250.8,3.51,0.0,None,0
M014,301.44,310.6,1566,41.34,,3.85,0.0,None,0
M004,298.71,309.57,1529,48.65,7.2,4.59,0.0,None,0
M003,303.07,314.0,1289,46.8,169.8,3.35,0.0,None,0
M002,300.4,310.48,1279,40.71,225.6,3.53,0.0,None,0
M010,299.08,309.3,1381,47.32,51.6,3.6,0.0,None,0
M011,303.53,314.0,1782,53.54,155.8,4.69,0.0,None,0
M006,302.07,312.91,1899,46.37,151.4,3.87,0.0,None,0
M031,299.6,309.65,1642,52.43,131.7,3.92,0.0,None,0
M027,304.03,314.0,1447,52.43,119.0,4.93,0.0,None,0
M028,303.91,314.0,1876,31.96,200.3,3.9,0.0,None,0
M033,299.67,308.08,1575,51.99,233.1,3.8,82.0,Overstrain,1
M006,301.69,312.05,1620,55.22,20.8,3.9,0.0,None,0
M012,304.29,314.0,1323,41.21,101.3,3.43,0.0,None,0
M020,295.0,305.11,1583,39.89,249.5,3.54,0.0,None,0
M023,303.29,313.52,1584,43.85,,3.8,0.0,None,0
M010,298.93,307.95,1485,32.95,258.5,3.46,162.0,Overstrain,1
M035,297.25,308.34,1640,44.05,219.8,3.99,0.0,None,0
M007,303.24,313.03,1542,45.44,197.4,3.72,0.0,None,0
M023,298.66,308.66,1441,39.72,196.2,3.76,0.0,None,0
M028,296.29,307.37,1520,34.95,98.7,3.24,0.0,None,0
M026,301.59,311.91,1394,42.24,254.1,3.27,69.0,Overstrain,1
M019,296.91,305.73,1828,30.01,229.6,4.06,0.0,None,0
M028,300.41,310.44,1453,45.74,249.5,3.43,0.0,None,0
M027,299.4,309.67,1567,48.65,86.1,4.23,0.0,None,0
M020,300.7,308.72,1495,32.53,192.6,3.46,0.0,None,0
M019,299.71,309.56,1436,45.23,246.6,3.66,0.0,None,0
M016,297.63,306.27,1595,44.09,220.1,4.31,0.0,None,0
M036,299.47,310.27,1727,45.33,92.6,3.58,0.0,None,0
M005,300.08,307.93,1614,11.25,137.1,2.75,0.0,None,0
M001,300.73,310.71,1549,34.66,154.1,3.48,0.0,None,0
M016,300.57,310.84,1739,50.22,98.8,4.42,52.0,PowerFailure,1
M021,298.74,308.96,1634,46.9,248.6,4.56,0.0,None,0
M013,298.69,311.22,1365,27.54,239.1,3.5,0.0,None,0
M004,299.89,310.25,1959,43.39,151.6,4.2,0.0,None,0
M039,299.71,309.86,1413,32.02,18.4,3.61,0.0,None,0
M002,305.0,314.0,1475,30.78,65.7,4.41,0.0,None,0
M032,301.46,312.79,1548,43.63,159.9,4.01,0.0,None,0
M028,301.04,309.59,1579,47.6,149.7,3.67,0.0,None,0
M035,302.03,312.1,1556,32.33,47.6,3.54,0.0,None,0
M002,301.0,311.63,1494,59.69,51.9,3.89,0.0,None,0
M035,303.35,313.31,1812,53.34,173.8,4.05,0.0,None,0
M035,299.3,308.57,1777,27.47,82.7,3.5,0.0,None,0
M024,300.48,309.45,1438,24.49,29.6,3.29,0.0,None,0
M007,297.89,307.73,1814,41.91,233.8,4.29,0.0,None,0
M008,300.66,310.92,1318,53.78,25.2,3.71,0.0,None,0
M007,299.2,308.44,1864,32.05,24.3,3.46,0.0,None,0
M002,295.57,305.6,1589,25.3,183.3,3.21,0.0,None,0
M024,298.35,308.12,1390,36.43,121.3,3.25,0.0,None,0
M036,302.55,312.38,1391,44.18,207.2,3.57,0.0,None,0
M010,300.9,312.35,1589,28.63,27.2,4.24,0.0,None,0
M005,301.19,310.95,1496,42.27,3.0,3.73,0.0,None,0
M028,299.28,308.95,1397,39.48,26.6,3.3,0.0,None,0
M039,303.71,312.72,1342,32.37,40.0,3.16,0.0,None,0
M019,301.25,311.81,1647,26.76,243.3,3.35,0.0,None,0
M039,297.77,308.68,1450,47.06,172.3,3.72,0.0,None,0
M036,298.75,309.06,1486,42.25,191.2,3.49,0.0,None,0
M039,302.36,311.79,1425,54.13,107.2,3.77,0.0,None,0
M029,298.5,308.59,1588,31.95,8.9,3.65,125.0,ToolWear,1
M020,302.29,313.98,1633,47.48,30.3,3.7,0.0,None,0
M022,303.33,314.0,1397,48.33,149.0,3.79,0.0,None,0
M011,297.02,307.91,1377,46.4,162.8,4.2,0.0,None,0
M023,299.1,309.63,1401,43.09,174.1,3.68,0.0,None,0
M037,300.34,310.53,1323,16.8,73.7,2.76,0.0,None,0
M036,300.09,312.1,1160,23.39,140.2,2.73,0.0,None,0
M032,300.2,310.51,1468,45.8,128.5,3.85,0.0,None,0
M018,301.99,311.58,1302,23.09,37.2,3.16,0.0,None,0
M032,302.36,311.15,1520,32.02,33.5,3.16,0.0,None,0
M027,301.27,310.24,1615,42.48,166.1,3.95,0.0,None,0
M013,299.55,307.98,1397,43.3,18.1,,0.0,None,0
M030,300.82,310.96,1476,57.83,70.7,3.66,0.0,None,0
M034,300.9,311.33,1566,63.91,51.8,3.98,0.0,None,0
M025,299.91,311.16,1397,39.24,61.8,3.3,0.0,None,0
M005,298.84,309.43,1598,61.46,106.4,4.13,0.0,None,0
M024,298.42,307.45,1534,14.29,214.7,3.15,0.0,None,0
M039,301.46,313.29,1644,46.5,223.9,3.61,0.0,None,0
M026,300.29,310.51,1613,27.4,75.4,3.45,0.0,None,0
M011,298.85,309.18,1493,38.75,25.8,3.35,0.0,None,0
M011,299.46,309.5,1628,52.24,,4.14,0.0,None,0
M029,303.08,312.95,1538,41.07,133.4,3.59,0.0,None,0
M006,298.26,308.04,1498,54.74,77.9,3.66,0.0,None,0
M032,299.92,309.76,1574,31.21,167.8,4.39,0.0,None,0
M017,302.21,313.22,1264,40.48,81.3,3.03,0.0,None,0
M034,300.2,309.46,1162,28.02,253.8,2.87,0.0,None,0
M021,296.52,306.38,1607,40.38,67.8,4.16,0.0,None,0
M029,301.13,311.09,1534,41.72,51.3,3.58,0.0,None,0
M013,298.36,306.81,1585,33.66,124.0,3.56,0.0,None,0
M030,300.45,309.84,1537,32.88,191.0,3.88,102.0,ToolWear,1
M024,299.72,307.97,1305,36.02,13.1,3.07,177.0,HeatDissipation,1
M026,303.51,313.81,1392,53.24,53.9,3.45,0.0,None,0
M027,300.42,311.09,1543,44.72,249.0,4.05,0.0,None,0
M015,298.47,307.49,1336,25.66,29.1,3.55,0.0,None,0
M032,300.33,312.11,1366,31.44,216.3,3.17,0.0,None,0
M012,300.01,310.5,1770,48.86,100.2,3.86,0.0,None,0
M027,299.61,309.37,1753,39.8,84.3,3.79,0.0,None,0
M016,303.48,312.73,1465,35.42,24.1,3.46,0.0,None,0
M037,301.51,313.04,1361,33.89,64.0,3.27,0.0,None,0
M031,300.38,310.3,1547,21.36,182.3,4.02,0.0,None,0
M028,296.78,306.52,1634,36.17,70.6,3.92,0.0,None,0
M013,298.45,307.61,1740,52.4,2.8,3.98,0.0,None,0
M014,304.43,314.0,1512,48.71,193.1,3.92,200.0,Overstrain,1
M031,302.29,311.69,1540,46.51,0.8,,0.0,None,0
M023,301.82,311.7,1623,39.23,102.7,3.43,0.0,None,0
M035,301.22,310.5,1516,42.71,126.2,4.01,0.0,None,0
M005,297.17,307.38,1585,40.01,193.4,4.53,0.0,None,0
M040,300.31,310.62,1536,37.61,57.8,3.8,0.0,None,0
M026,302.13,312.85,1538,37.03,5.5,3.32,0.0,None,0
M005,301.0,310.24,1485,30.94,223.0,3.96,0.0,None,0
M040,299.12,311.47,1449,63.32,173.4,3.86,360.0,Overstrain,1
M026,301.15,308.13,1770,40.05,232.3,3.99,0.0,None,0
M030,301.92,312.56,1458,26.52,7.5,3.03,0.0,None,0
M007,297.85,308.22,1562,62.29,242.0,4.26,311.0,Overstrain,1
M001,297.77,308.6,1638,33.72,203.7,4.12,58.0,ToolWear,1
M018,298.5,307.57,1496,51.45,175.6,3.63,0.0,None,0
M022,296.55,306.02,1816,48.98,98.3,3.93,292.0,PowerFailure,1
M035,297.44,305.63,1502,38.2,254.6,3.45,0.0,None,0
M005,297.62,309.05,1721,39.98,251.6,3.64,0.0,None,0
M003,296.95,306.48,1706,37.3,83.0,3.8,0.0,None,0
M029,298.59,306.91,1568,38.91,22.2,3.52,0.0,None,0
M035,296.9,305.0,1510,34.76,51.2,3.9,31.0,ToolWear,1
M004,297.61,307.3,1356,33.36,14.6,3.45,0.0,None,0
M039,301.26,310.06,1870,43.88,244.8,4.71,21.0,Overstrain,1
M029,299.71,308.29,1688,46.68,190.4,3.85,0.0,None,0
M023,299.64,309.71,1747,59.82,122.6,3.94,147.0,PowerFailure,1
M001,299.2,308.54,1372,51.31,142.1,3.61,0.0,None,0
M018,299.42,310.1,1427,58.19,218.3,3.75,334.0,Overstrain,1
M029,300.06,310.02,1437,34.21,258.2,4.23,0.0,None,0
M037,302.7,311.93,1735,33.92,29.1,4.03,0.0,None,0
M026,298.75,308.68,1531,51.92,161.6,3.88,0.0,None,0
M030,298.63,309.03,1714,41.04,72.3,3.63,0.0,None,0
M030,299.27,310.2,1577,24.5,259.2,3.19,0.0,None,0
M022,301.38,311.55,1644,44.89,226.6,3.86,0.0,None,0
M032,299.7,309.9,1468,43.16,1.1,3.36,0.0,None,0
M018,302.53,311.8,1443,32.37,20.2,3.52,0.0,None,0
M022,301.23,311.54,1761,38.42,149.9,3.58,0.0,None,0
M019,299.96,308.38,1613,30.88,131.5,3.26,273.0,ToolWear,1
M036,301.74,311.59,1355,54.25,139.0,4.04,267.0,Overstrain,1
M006,302.16,312.38,1919,54.11,65.2,4.15,0.0,None,0
M028,297.9,306.93,1814,47.41,232.6,3.83,0.0,None,0
M039,302.22,311.13,1516,27.39,166.9,3.3,0.0,None,0
M017,300.97,312.37,1652,47.49,235.0,3.67,62.0,Overstrain,1
M005,297.33,306.95,1856,22.25,124.7,4.04,0.0,None,0
M017,298.2,308.09,1626,39.55,184.4,3.81,127.0,ToolWear,1
M002,297.71,307.04,1690,44.11,199.0,4.16,0.0,None,0
M016,301.62,311.35,1383,42.5,139.6,3.71,0.0,None,0
M003,301.75,310.56,1808,28.23,56.0,3.44,0.0,None,0
M016,303.26,312.19,1223,35.42,212.7,3.95,287.0,HeatDissipation,1
M021,299.63,308.64,1466,49.68,67.7,4.31,0.0,None,0
M032,305.0,314.0,1585,40.77,6.1,3.79,0.0,None,0
M025,301.47,311.29,1675,34.36,47.7,3.55,0.0,None,0
M003,299.62,311.39,1238,43.13,205.8,3.68,0.0,None,0
M022,299.55,309.59,1695,10.46,108.7,2.92,101.0,PowerFailure,1
M012,299.8,308.29,1419,27.85,232.9,3.08,0.0,None,0
M006,298.15,308.89,1412,20.86,216.2,3.3,0.0,None,0
M035,301.58,311.58,1686,47.52,8.4,4.27,0.0,None,0
M034,299.1,310.49,1468,28.34,210.0,3.47,0.0,None,0
M015,300.4,310.76,1496,38.44,65.6,3.6,0.0,None,0
M023,302.77,313.52,1160,26.53,214.1,3.29,115.0,PowerFailure,1
M030,301.22,311.66,1648,17.54,52.5,3.1,214.0,PowerFailure,1
M001,301.12,312.14,1543,33.85,136.9,4.26,0.0,None,0
M009,299.03,308.59,1589,35.46,,3.38,354.0,Overstrain,1
M023,302.74,313.13,1918,33.36,85.1,,0.0,None,0
M035,299.3,309.91,1532,38.34,205.5,3.7,0.0,None,0
